Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Market Spread,1y Spread,3y Spread,5y Spread,Latest Open_Color,Latest Close_Color,Latest High_Color,Latest Low_Color,Open 1d (%)_Color,Open 1w (%)_Color,Close 1d (%)_Color,Close 1w (%)_Color,High 1d (%)_Color,High 1w (%)_Color,Low 1d (%)_Color,Low 1w (%)_Color,Market Spread_Color,1y Spread_Color,3y Spread_Color,5y Spread_Color
SHOP,Shopify Inc.,136.78,139.04,139.32,133.4,,,,-1.29,,-1.32,,-4.11,21.43,4.08,2.84,2.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BABA,Alibaba Group Holding Limited,134.47,138.55,138.83,133.07,,,,11.56,,10.18,,7.56,-0.16,2.83,2.37,3.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,Middleby Corporation,134.87,137.37,137.67,134.87,,,,0.81,,-0.43,,-0.69,0.62,4.02,3.61,1.23,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
WIX,Wix.com Ltd.,138.21,137.33,139.75,136.76,,,,4.31,,4.38,,4.4,0.43,6.56,4.76,4.74,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NICE,NICE Ltd.,141.35,136.5,141.35,134.69,,,,-1.54,,-0.09,,-2.47,0.44,4.73,5.0,1.74,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DDOG,"Datadog, Inc.",134.48,134.69,135.6,132.0,,,,6.63,,5.1,,4.55,0.48,4.0,3.83,4.89,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LITE,Lumentum Holdings Inc.,127.87,132.55,132.88,125.0,,,,6.37,,4.61,,1.21,14.51,3.8,2.45,2.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MTSI,"MACOM Technology Solutions Holdings, Inc.",125.51,131.05,131.35,124.11,,,,2.12,,0.39,,-2.39,0.52,4.2,3.04,1.79,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
JAZZ,Jazz Pharmaceuticals plc,127.23,129.66,130.96,126.81,,,,3.73,,4.41,,3.51,11.25,3.36,3.19,3.12,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ABNB,"Airbnb, Inc.",128.45,127.59,129.23,126.46,,,,0.55,,0.33,,0.05,11.01,3.54,3.83,4.45,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NSIT,"Insight Enterprises, Inc.",128.85,127.43,129.04,126.36,,,,0.58,,-2.52,,-0.15,0.64,4.85,3.76,1.24,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DUK,Duke Energy Corporation,122.46,121.89,122.77,121.37,,,,-1.13,,-0.62,,-0.6,0.08,1.85,1.63,0.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PDD,PDD Holdings Inc.,119.38,121.69,122.1,118.77,,,,-1.79,,-7.99,,-3.47,0.27,3.82,3.85,4.12,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ITRI,"Itron, Inc.",121.23,120.88,121.75,120.34,,,,-2.56,,-2.84,,-2.46,0.83,2.84,2.25,1.56,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
RGEN,Repligen Corporation,121.43,120.69,121.83,118.39,,,,0.17,,-0.47,,-1.61,0.44,6.03,6.6,1.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DIS,Walt Disney Company (The),117.02,118.27,118.28,116.0,,,,0.53,,-0.08,,-0.99,0.43,2.08,2.04,0.59,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
XOM,Exxon Mobil Corporation,114.18,114.69,115.24,113.33,,,,2.87,,3.07,,2.69,-0.06,2.12,2.06,0.41,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TMDX,"TransMedics Group, Inc.",112.0,111.55,113.68,109.59,,,,-3.15,,-2.55,,-3.78,60.55,5.22,4.48,3.28,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
