Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Last Option Price,Last Stock Price,Implied Volatility,Spread,Mid Price
MSTR,MSTR260618P00570000,Put,2026-06-18,570.0,0.7000000000000001,205.05,207.35,2.0,24.0,190.46,400.25,0.5667920518493652,2.299999999999983,206.2
MSTR,MSTR260618P00650000,Put,2026-06-18,650.0,0.6000000000000001,273.45,276.9,4.0,65.0,272.0,400.25,0.5709881768798828,3.4499999999999886,275.17499999999995
MSTR,MSTR260618P00680000,Put,2026-06-18,680.0,0.6000000000000001,300.25,303.75,2.0,269.0,305.06,400.25,0.5721478332519532,3.5,302.0
MSTR,MSTR260618P00690000,Put,2026-06-18,690.0,0.6000000000000001,309.15,313.15,3.0,71.0,314.21,400.25,0.573521110534668,4.0,311.15
MSTR,MSTR260618P00730000,Put,2026-06-18,730.0,0.55,377.3,394.55,15.0,30.0,421.25,400.25,0.8822948782348632,17.25,385.925
MSTR,MSTR260618P00750000,Put,2026-06-18,750.0,0.55,362.4,367.85,2.0,58.0,372.79,400.25,0.5639234281921388,5.4500000000000455,365.125
MSTR,MSTR260618P00900000,Put,2026-06-18,900.0,0.45,530.6,542.65,1.0,94.0,517.77,400.25,0.8654340849304198,12.049999999999955,536.625
MSTR,MSTR260618P01010000,Put,2026-06-18,1010.0,0.4,614.6,618.5,22.0,30.0,613.71,400.25,0.603092348022461,3.8999999999999773,616.55
MSTR,MSTR260618P01020000,Put,2026-06-18,1020.0,0.4,624.4,628.3,10.0,43.0,626.19,400.25,0.6041299353027345,3.8999999999999773,626.3499999999999
MSTR,MSTR260618P01030000,Put,2026-06-18,1030.0,0.4,634.25,638.15,16.0,30.0,633.05,400.25,0.6059304544067384,3.8999999999999773,636.2
MSTR,MSTR260618P01040000,Put,2026-06-18,1040.0,0.4,644.1,648.05,2.0,30.0,610.47,400.25,0.6080971807861328,3.949999999999932,646.075
MSTR,MSTR260618P01060000,Put,2026-06-18,1060.0,0.4,663.85,667.75,2.0,31.0,631.3,400.25,0.6116371844482424,3.8999999999999773,665.8
MSTR,MSTR261218C00195000,Call,2026-12-18,195.0,2.0500000000000003,228.85,237.05,1.0,75.0,232.57,400.25,0.7636132037353516,8.200000000000017,232.95
MSTR,MSTR261218P00610000,Put,2026-12-18,610.0,0.65,225.15,228.65,4.0,38.0,283.69,400.25,0.3756928886413574,3.5,226.9
MSTR,MSTR270115C00035000,Call,2027-01-15,35.0,11.45,363.8,367.7,2.0,60.0,399.99,400.25,0.9091805957031248,3.8999999999999773,365.75
MSTR,MSTR270115C00110000,Call,2027-01-15,110.0,3.65,325.85,337.55,1.0,98.0,174.0,400.25,1.4982935241699216,11.699999999999989,331.70000000000005
MSTR,MSTR270115C00120000,Call,2027-01-15,120.0,3.35,277.05,291.55,4.0,68.0,302.61,400.25,0.6437413555908205,14.5,284.3
MSTR,MSTR270115C00125000,Call,2027-01-15,125.0,3.2,297.2,301.25,1.0,48.0,288.6,400.25,1.0530748030090331,4.050000000000011,299.225
MSTR,MSTR270115C00145000,Call,2027-01-15,145.0,2.75,249.1,264.1,4.0,36.0,276.09,400.25,0.6682772430419923,15.000000000000028,256.6
MSTR,MSTR270115P00540000,Put,2027-01-15,540.0,0.75,213.7,222.15,15.0,42.0,246.36,400.25,0.6295279357147218,8.450000000000017,217.925
MSTR,MSTR270115P00560000,Put,2027-01-15,560.0,0.7000000000000001,191.5,197.0,2.0,259.0,245.18,400.25,0.4320582917785644,5.5,194.25
MSTR,MSTR270115P00580000,Put,2027-01-15,580.0,0.7000000000000001,223.15,227.1,2.0,39.0,249.35,400.25,0.5084659139251708,3.9499999999999886,225.125
MSTR,MSTR270115P00590000,Put,2027-01-15,590.0,0.7000000000000001,213.15,216.85,2.0,41.0,270.16,400.25,0.401449467010498,3.6999999999999886,215.0
MSTR,MSTR270115P00650000,Put,2027-01-15,650.0,0.6000000000000001,413.0,426.3,6.0,257.0,369.67,400.25,1.2300453536987304,13.300000000000011,419.65
MSTR,MSTR270115P00680000,Put,2027-01-15,680.0,0.6000000000000001,351.25,357.7,1.0,41.0,442.85,400.25,0.7441126663208008,6.449999999999989,354.475
MSTR,MSTR270115P00690000,Put,2027-01-15,690.0,0.6000000000000001,290.2,294.05,2.0,91.0,351.58,400.25,0.2886423675537108,3.8500000000000227,292.125
MSTR,MSTR270115P00730000,Put,2027-01-15,730.0,0.55,356.55,360.85,2.0,58.0,338.1,400.25,0.5205736419677733,4.300000000000011,358.70000000000005
MSTR,MSTR270115P00750000,Put,2027-01-15,750.0,0.55,400.05,411.6,2.0,168.0,429.45,400.25,0.694361882095337,11.550000000000011,405.82500000000005
MSTR,MSTR270115P00810000,Put,2027-01-15,810.0,0.5,428.85,433.05,1.0,49.0,407.6,400.25,0.5147906187438964,4.199999999999989,430.95000000000005
MSTR,MSTR270617C00170000,Call,2027-06-17,170.0,2.35,244.25,260.65,1.0,34.0,284.79,400.25,0.6867096759033204,16.399999999999977,252.45
MSTR,MSTR270617C00180000,Call,2027-06-17,180.0,2.2,237.9,249.6,1.0,69.0,258.77,400.25,0.663562324371338,11.699999999999989,243.75
MSTR,MSTR270617C00260000,Call,2027-06-17,260.0,1.55,201.2,205.7,5.0,51.0,241.7,400.25,0.7100706483459474,4.5,203.45
MSTR,MSTR270617P00330000,Put,2027-06-17,330.0,1.2000000000000002,78.0,81.5,16.0,58.0,81.95,400.25,0.5787243055725098,3.5,79.75
MSTR,MSTR271217C00090000,Call,2027-12-17,90.0,4.45,302.35,318.4,10.0,29.0,364.4,400.25,0.731325928955078,16.049999999999955,310.375
MSTR,MSTR271217C00145000,Call,2027-12-17,145.0,2.75,264.0,284.0,1.0,29.0,289.74,400.25,0.6614718911743166,20.0,274.0
MSTR,MSTR271217C00740000,Call,2027-12-17,740.0,0.55,77.75,81.05,2.0,38.0,109.63,400.25,0.6339758282470704,3.299999999999997,79.4
BABA,BABA250815P00155000,Put,2025-08-15,155.0,0.75,42.05,42.75,4.0,271.0,35.95,118.63999938964844,3.3471696008300778,0.7000000000000028,42.4
BABA,BABA250919C00072500,Call,2025-09-19,72.5,1.65,47.35,48.1,3.0,176.0,56.25,118.63999938964844,1.1596721704101562,0.75,47.725
BABA,BABA251017P00165000,Put,2025-10-17,165.0,0.7000000000000001,47.45,48.5,7.0,95.0,36.2,118.63999938964844,0.5932657861328126,1.0499999999999972,47.975
BABA,BABA251017P00175000,Put,2025-10-17,175.0,0.7000000000000001,56.55,57.05,5.0,28.0,53.5,118.63999938964844,0.5043994873046875,0.5,56.8
BABA,BABA251219C00067500,Call,2025-12-19,67.5,1.75,65.5,67.45,2.0,24.0,68.2,118.63999938964844,1.697511278076172,1.9500000000000028,66.475
BABA,BABA251219P00175000,Put,2025-12-19,175.0,0.7000000000000001,61.2,62.95,1.0,64.0,56.8,118.63999938964844,0.7037383142089844,1.75,62.075
BABA,BABA260116C00045000,Call,2026-01-16,45.0,2.6500000000000004,76.6,77.25,1.0,63.0,88.42,118.63999938964844,1.2448768225097653,0.6500000000000057,76.925
BABA,BABA260116C00067500,Call,2026-01-16,67.5,1.75,54.5,55.45,4.0,95.0,54.9,118.63999938964844,0.8374039697265624,0.9500000000000028,54.975
BABA,BABA260116P00185000,Put,2026-01-16,185.0,0.65,71.95,72.85,4.0,54.0,66.05,118.63999938964844,0.7028838305664062,0.8999999999999915,72.4
BABA,BABA260116P00190000,Put,2026-01-16,190.0,0.6000000000000001,76.2,77.65,2.0,44.0,69.84,118.63999938964844,0.7064238342285156,1.4500000000000028,76.92500000000001
BABA,BABA260320P00160000,Put,2026-03-20,160.0,0.75,48.3,49.05,4.0,234.0,41.92,118.63999938964844,0.5187426055908204,0.75,48.675
BABA,BABA260320P00240000,Put,2026-03-20,240.0,0.5,121.0,126.0,5.0,25.0,101.55,118.63999938964844,0.5960733752441407,5.0,123.5
BABA,BABA261218C00082500,Call,2026-12-18,82.5,1.4500000000000002,51.5,52.95,20.0,119.0,31.2,118.63999938964844,0.685672088623047,1.4500000000000028,52.225
BABA,BABA261218C00097500,Call,2026-12-18,97.5,1.2000000000000002,37.25,37.65,5.0,265.0,49.0,118.63999938964844,0.5175524319458008,0.3999999999999986,37.45
BABA,BABA261218P00175000,Put,2026-12-18,175.0,0.7000000000000001,58.05,58.55,2.0,27.0,62.7,118.63999938964844,0.2661206201171875,0.5,58.3
BABA,BABA270115C00042500,Call,2027-01-15,42.5,2.8000000000000003,76.1,77.8,1.0,54.0,78.45,118.63999938964844,0.5109912182617188,1.7000000000000028,76.94999999999999
BABA,BABA270115C00065000,Call,2027-01-15,65.0,1.85,52.35,54.15,6.0,76.0,62.75,118.63999938964844,0.2895578857421874,1.7999999999999972,53.25
BABA,BABA270115C00087500,Call,2027-01-15,87.5,1.35,42.15,43.0,10.0,254.0,49.53,118.63999938964844,0.5059253509521484,0.8500000000000014,42.575
BABA,BABA270115P00185000,Put,2027-01-15,185.0,0.65,66.45,68.1,20.0,60.0,79.05,118.63999938964844,0.2674633801269531,1.6499999999999915,67.275
BABA,BABA270617P00155000,Put,2027-06-17,155.0,0.75,44.05,45.05,4.0,120.0,45.45,118.63999938964844,0.3049691085815429,1.0,44.55
BABA,BABA270617P00160000,Put,2027-06-17,160.0,0.75,47.45,48.85,1.0,173.0,50.1,118.63999938964844,0.300238931274414,1.3999999999999986,48.150000000000006
BABA,BABA271217P00135000,Put,2027-12-17,135.0,0.9,34.9,36.75,3.0,25.0,32.34,118.63999938964844,0.3639284799194336,1.8500000000000014,35.825
LCID,LCID251219P00012000,Put,2025-12-19,12.0,0.2,8.5,10.2,3.0,25.0,8.8,2.190000057220459,2.472660068359376,1.6999999999999993,9.35
DASH,DASH260320C00160000,Call,2026-03-20,160.0,1.6,107.05,108.45,3.0,33.0,96.2,256.0899963378906,0.7019683123779297,1.4000000000000057,107.75
DASH,DASH260320C00165000,Call,2026-03-20,165.0,1.55,102.75,104.1,4.0,29.0,92.17,256.0899963378906,0.6846345013427735,1.3499999999999943,103.425
DASH,DASH260320P00145000,Put,2026-03-20,145.0,1.75,5.5,6.45,14.0,68.0,8.3,256.0899963378906,0.6414830773925781,0.9500000000000002,5.975
DASH,DASH270115P00170000,Put,2027-01-15,170.0,1.5,15.65,17.05,5.0,222.0,20.23,256.0899963378906,0.4897817135620118,1.4000000000000004,16.35
AKAM,AKAM260320P00055000,Put,2026-03-20,55.0,1.3,1.8,2.05,2.0,243.0,1.75,70.61000061035156,0.3814759118652343,0.24999999999999978,1.9249999999999998
AKAM,AKAM260918P00080000,Put,2026-09-18,80.0,0.9,13.6,14.3,3.0,104.0,10.55,70.61000061035156,0.2810130493164062,0.7000000000000011,13.95
AKAM,AKAM270115C00110000,Call,2027-01-15,110.0,0.65,5.1,6.0,2.0,213.0,5.8,70.61000061035156,0.472112212524414,0.9000000000000004,5.55
BOX,BOX260116C00023000,Call,2026-01-16,23.0,1.35,11.4,12.2,1.0,124.0,10.7,31.040000915527344,1.0224658251953125,0.7999999999999989,11.8
BOX,BOX260116C00025000,Call,2026-01-16,25.0,1.25,7.7,8.1,2.0,205.0,9.35,31.040000915527344,0.5776409423828125,0.39999999999999947,7.9
DDOG,DDOG251017C00085000,Call,2025-10-17,85.0,1.5,60.65,61.95,5.0,34.0,45.11,128.8300018310547,2.009648530578613,1.3000000000000043,61.3
DDOG,DDOG260116C00075000,Call,2026-01-16,75.0,1.7000000000000002,62.1,63.45,1.0,80.0,83.13,128.8300018310547,1.0954635070800784,1.3500000000000014,62.775000000000006
DDOG,DDOG260116C00080000,Call,2026-01-16,80.0,1.6,57.45,58.75,15.0,54.0,73.69,128.8300018310547,1.0199023614501954,1.2999999999999972,58.1
DDOG,DDOG260320C00075000,Call,2026-03-20,75.0,1.7000000000000002,58.4,59.6,5.0,41.0,68.08,128.8300018310547,0.7408473181152342,1.2000000000000028,59.0
DDOG,DDOG260320C00085000,Call,2026-03-20,85.0,1.5,49.5,50.9,4.0,28.0,64.2,128.8300018310547,0.6661410339355471,1.3999999999999986,50.2
DDOG,DDOG260618P00160000,Put,2026-06-18,160.0,0.8,34.4,36.3,3.0,34.0,29.9,128.8300018310547,0.3061897994995117,1.8999999999999986,35.349999999999994
DDOG,DDOG261218C00090000,Call,2026-12-18,90.0,1.4500000000000002,51.35,53.5,2.0,169.0,67.44,128.8300018310547,0.5875285388183593,2.1499999999999986,52.425
DDOG,DDOG261218P00090000,Put,2026-12-18,90.0,1.4500000000000002,6.2,7.25,2.0,34.0,6.2,128.8300018310547,0.4275569940185547,1.0499999999999998,6.725
DDOG,DDOG261218P00095000,Put,2026-12-18,95.0,1.35,7.35,8.4,2.0,68.0,7.71,128.8300018310547,0.4143735321044921,1.0500000000000007,7.875
DDOG,DDOG270115C00060000,Call,2027-01-15,60.0,2.15,80.0,81.95,2.0,41.0,100.7,128.8300018310547,0.8959971337890623,1.9500000000000028,80.975
ETSY,ETSY260116P00105000,Put,2026-01-16,105.0,0.6000000000000001,49.0,54.0,20.0,38.0,48.45,61.77000045776367,1.145390015258789,5.0,51.5
