Ticker,Timestamp,Option_Type,One_Yr_ATM_Rel_Error_Pct,P90_Rel_Error_Pct,N_Valid_Options,ATM_Dist_T,ATM_Dist_M,ATM_IV
ATEC,20250918_2126,Put,0.0001476825453294989,21.169849179072827,8,0.17590691307323747,0.027339104508592005,0.9350911863685839
ATI,20250918_2126,Call,26.126366937889774,167.14329386332665,87,0.1690622861054072,0.020811720831222846,0.3939191293133704
ATI,20250918_2126,Put,3.126981175762765,30.49349696842593,49,0.08008213552361398,0.031101280325369296,0.397218964188379
AVDL,20250918_2126,Call,,126.77735762835823,33,,,0.2883418375942946
AVDL,20250918_2126,Put,,,0,,,
AVGO,20250918_2126,Call,16.93395916379117,11.365091841990791,747,0.003422313483915085,0.00921882602808033,3.1141120589923066
AVGO,20250918_2126,Put,11.961676743341512,161.92084296320652,254,0.003422313483915085,0.00921882602808033,0.09184396077160617
AWK,20250918_2126,Call,,80.01798764924156,22,,,6.924761337438253
AWK,20250918_2126,Put,,,0,,,
AXON,20250918_2126,Call,0.06023413975763791,28.696185383843172,243,0.003422313483915085,0.0016650790531931303,0.44958146444680597
AXON,20250918_2126,Put,0.029569350544784784,,198,0.003422313483915085,0.010855734434971676,0.45866402578061377
BA,20250918_2126,Call,0.8173027699840688,89.4111680479462,376,0.003422313483915085,0.003529429315896948,0.3255073604956742
BA,20250918_2126,Put,1.8550349469421443,11.889041441606249,293,0.003422313483915085,0.003529429315896948,0.33243408453093826
BABA,20250918_2126,Call,10.232466612271871,10.462509934830084,452,0.003422313483915085,0.005133641426472768,2.8947395794617403
BABA,20250918_2126,Put,7.0162331813426055,268.922891066259,101,0.003422313483915085,0.005133641426472768,0.06300820588142209
BAND,20250918_2126,Call,,12.396328898168086,12,,,0.542303116301439
BAND,20250918_2126,Put,,,0,,,
BB,20250918_2126,Call,,71.62173657983125,67,,,0.5761617517990473
BB,20250918_2126,Put,,365.260629706428,33,,,0.5799383549475585
BBAI,20250918_2126,Call,,485.2409503114476,117,,,1.0082331755577831
BBAI,20250918_2126,Put,,6.128231829615823,66,,,1.0770251378818774
BBIO,20250918_2126,Call,3.1596939598190668,16.393242844895866,65,0.17590691307323747,0.0009182163465030202,0.5587067364017837
BBIO,20250918_2126,Put,,10.130663302464457,26,,,0.5735284711550247
BE,20250918_2126,Call,2.4931170275884993,20.825276233486647,314,0.17590691307323747,0.011931241852701557,0.9164498818190772
BE,20250918_2126,Put,,120.29600129473255,173,,,0.9049873355683073
BFH,20250918_2126,Call,,,0,,,
BFH,20250918_2126,Put,,,0,,,
BHR,20250918_2126,Call,,,0,,,
BHR,20250918_2126,Put,,,0,,,
BILI,20250918_2126,Call,,17.342213295530374,79,,,0.4741877981593263
BILI,20250918_2126,Put,,35.44620721535178,55,,,0.6506901788549628
BILL,20250918_2126,Call,,,182,,,0.542865399171139
BILL,20250918_2126,Put,,702.9025676831409,123,,,0.5343310424786775
BKD,20250918_2126,Call,,155.0680875804228,5,,,0.3092086867491495
BKD,20250918_2126,Put,,0.6368818492765564,7,,,0.5821059982115945
BKNG,20250918_2126,Call,,14.771568130788463,668,,,3.363478155353699
BKNG,20250918_2126,Put,,311.32630756802416,98,,,0.0676005767851715
BL,20250918_2126,Call,,42.44539895247653,25,,,0.3949346557885064
BL,20250918_2126,Put,,,0,,,
BLMN,20250918_2126,Call,,,0,,,
BLMN,20250918_2126,Put,,,0,,,
BMRN,20250918_2126,Call,,15.046570630869978,47,,,0.3549042602343188
BMRN,20250918_2126,Put,,,45,,,0.40259189724996436
BMY,20250918_2126,Call,,,95,,,0.31206611570247933
BMY,20250918_2126,Put,,,0,,,
BOX,20250918_2126,Call,,16.89869015082415,51,,,0.2710715156277758
BOX,20250918_2126,Put,,245.9880960510898,42,,,0.32042462788179804
BSY,20250918_2126,Call,,33.962804025329646,22,,,1.0227625701387013
BSY,20250918_2126,Put,,,0,,,
BTSG,20250918_2126,Call,,,18,,,
BTSG,20250918_2126,Put,,,0,,,
BTU,20250918_2126,Call,,9.123701912860591,51,,,5.705541385839497
BTU,20250918_2126,Put,,145.18138100248316,11,,,0.16836944739798027
BURL,20250918_2126,Call,,38.645656687707046,95,,,0.4514792472006528
BURL,20250918_2126,Put,,,100,,,0.36502740150978663
BXMT,20250918_2126,Call,,,0,,,
BXMT,20250918_2126,Put,,,0,,,
BYND,20250918_2126,Call,,165.07880547503794,64,,,0.9754820957039115
BYND,20250918_2126,Put,,29.598665268551834,61,,,1.6818672064110756
CAKE,20250918_2126,Call,,2.9089456865536905,44,,,39.65529770342795
CAKE,20250918_2126,Put,,,0,,,
CAMT,20250918_2126,Call,,51.14874643890049,33,,,3.022341551747003
CAMT,20250918_2126,Put,,,0,,,
CBRL,20250918_2126,Call,,,48,,,
CBRL,20250918_2126,Put,,,0,,,
CCL,20250918_2126,Call,0.5697281031829469,271.29020679341477,217,0.003422313483915085,0.022724119340549853,0.4023203757039708
CCL,20250918_2126,Put,1.076375902706746,722.9145315753498,123,0.003422313483915085,0.022724119340549853,0.43101558061975004
CDLX,20250918_2126,Call,,46.006966795929706,24,,,1.3072022120432842
CDLX,20250918_2126,Put,,62.57493613646223,7,,,1.6989486838966132
CDP,20250918_2126,Call,,,0,,,
CDP,20250918_2126,Put,,,0,,,
CENX,20250918_2126,Call,,90.56016680217711,67,,,0.5733377095365445
CENX,20250918_2126,Put,,9.80617635380884,27,,,0.609868055727496
CFLT,20250918_2126,Call,,23.840089803799994,131,,,0.6047454142557807
CFLT,20250918_2126,Put,,32.18017396246068,95,,,0.5928660002828957
CHEF,20250918_2126,Call,,19.566508942425884,15,,,0.28325194026751876
CHEF,20250918_2126,Put,,,0,,,
CHGG,20250918_2126,Call,,26.282032641759017,27,,,1.0448074023397917
CHGG,20250918_2126,Put,,88.25796745503395,13,,,1.2020506414537035
CHRS,20250918_2126,Call,,,0,,,
CHRS,20250918_2126,Put,,,0,,,
CHTR,20250918_2126,Call,0.21618330685487835,535.5891151520478,220,0.003422313483915085,0.011910073511530284,0.4559174459754016
CHTR,20250918_2126,Put,0.8653181972264685,463.04194400698435,205,0.003422313483915085,0.011910073511530284,0.46118512925849187
CMI,20250918_2126,Call,,73.77308607388122,120,,,168.65309710578342
CMI,20250918_2126,Put,,,0,,,
CMPO,20250918_2126,Call,,181.1032798565874,18,,,4.057801074291643
CMPO,20250918_2126,Put,,,0,,,
CMRC,20250918_2126,Call,,30.92186418572429,9,,,0.7265573113170136
CMRC,20250918_2126,Put,,,0,,,
CMS,20250918_2126,Call,,,0,,,
CMS,20250918_2126,Put,,,0,,,
CNK,20250918_2126,Call,,6.69518208705578,53,,,4.792341663247593
CNK,20250918_2126,Put,,,0,,,
CNMD,20250918_2126,Call,,,0,,,
CNMD,20250918_2126,Put,,,0,,,
CNP,20250918_2126,Call,,78.98026789973868,43,,,4.831389365842699
CNP,20250918_2126,Put,,,0,,,
CNX,20250918_2126,Call,,15.790800004917081,30,,,0.3440294146287941
CNX,20250918_2126,Put,,48.31094857689162,33,,,0.3372370533144067
COIN,20250918_2126,Call,0.01136805338743139,11.247697056515646,764,0.003422313483915085,0.0011804960050996183,0.5667357311784758
COIN,20250918_2126,Put,0.389157439910172,10.205444188404174,514,0.003422313483915085,0.0011804960050996183,0.5957515195029877
COLL,20250918_2126,Call,,,0,,,
COLL,20250918_2126,Put,,,0,,,
CRNC,20250918_2126,Call,,51.957163271234656,70,,,0.8421349210637304
CRNC,20250918_2126,Put,,4.8203699793759185,50,,,0.9067642157706625
CSGS,20250918_2126,Call,,,0,,,
CSGS,20250918_2126,Put,,,0,,,
CSIQ,20250918_2126,Call,,41.629532446867486,68,,,0.5400991190884081
CSIQ,20250918_2126,Put,,,51,,,0.6717197844827307
CTO,20250918_2126,Call,,,0,,,
CTO,20250918_2126,Put,,,0,,,
CVX,20250918_2126,Call,,87.71309086840422,90,,,10.599247081700822
CVX,20250918_2126,Put,,,0,,,
CYBR,20250918_2126,Call,1.0160512424393369,26.78000141809099,103,0.2457221081451062,0.017614702954262818,0.31738754893617294
CYBR,20250918_2126,Put,,34.04678442134542,68,,,0.31262430486069803
CYRX,20250918_2126,Call,,75.55096428649824,16,,,0.38281915797830973
CYRX,20250918_2126,Put,,,0,,,
CYTK,20250918_2126,Call,,78.84702205402071,54,,,0.6167306631948932
CYTK,20250918_2126,Put,,29.09519325386804,33,,,0.6885849814283092
DAY,20250918_2126,Call,,,0,,,
DAY,20250918_2126,Put,,,0,,,
DBRG,20250918_2126,Call,0.5319474845047272,17.058037957516422,34,0.17590691307323747,0.031356267916841096,1.0358448584518496
DBRG,20250918_2126,Put,,954.8050445823206,13,,,0.0846209204533998
DBX,20250918_2126,Call,,17.891800081044092,58,,,0.30887153024550096
DBX,20250918_2126,Put,,15.859638182852567,38,,,0.3199902429335437
DDD,20250918_2126,Call,,30.587556374130923,38,,,0.9871032414182797
DDD,20250918_2126,Put,,90.01409261334362,17,,,0.9704035108600206
DDOG,20250918_2126,Call,0.5772606128629924,79.77701812256595,285,0.003422313483915085,0.008572127947346853,0.43552349257141815
DDOG,20250918_2126,Put,0.1338377117537935,28.74029901937225,123,0.003422313483915085,0.008572127947346853,0.4268937997805569
DIS,20250918_2126,Call,,74.87285280414402,270,,,2.216746732164019
DIS,20250918_2126,Put,,,0,,,
DKNG,20250918_2126,Call,0.44613531918964705,186.3751978946916,210,0.003422313483915085,0.002172574139737926,0.4303865728008081
DKNG,20250918_2126,Put,0.20125286118327945,,133,0.2457221081451062,0.01088753976853285,0.4385857582683168
DNMR,20250918_2126,Call,,,0,,,
DNMR,20250918_2126,Put,,,0,,,
DOCN,20250918_2126,Call,,17.869794137004178,83,,,0.5151051730105256
DOCN,20250918_2126,Put,,42.46979004551534,46,,,0.5047003883689682
DUK,20250918_2126,Call,,76.59074321611193,30,,,163.35827800577832
DUK,20250918_2126,Put,,,0,,,
DVAX,20250918_2126,Call,,125.18666055061829,9,,,0.27119976692319486
DVAX,20250918_2126,Put,,,0,,,
DXCM,20250918_2126,Call,0.9375644500461809,14.741456921682277,138,0.003422313483915085,0.03126049102769246,0.4536677920318288
DXCM,20250918_2126,Put,1.8071564604491621,60.36782653055533,132,0.003422313483915085,0.03126049102769246,0.40385243186393377
EB,20250918_2126,Call,,,0,,,
EB,20250918_2126,Put,,,0,,,
ECPG,20250918_2126,Call,,,0,,,
ECPG,20250918_2126,Put,,,0,,,
EEFT,20250918_2126,Call,,17.14425744680858,12,,,0.353048340112809
EEFT,20250918_2126,Put,,22.62786326494589,20,,,0.35069282155774906
EGHT,20250918_2126,Call,,,0,,,
EGHT,20250918_2126,Put,,,0,,,
ENOV,20250918_2126,Call,13.658665595266367,16.34444180877999,20,0.2457221081451062,0.008546951837999917,0.5318143507585751
ENOV,20250918_2126,Put,,58.762280820560676,11,,,0.588072446339788
ENPH,20250918_2126,Call,,,161,,,0.6790919430594079
ENPH,20250918_2126,Put,,,132,,,0.6834077045528406
ENVX,20250918_2126,Call,,12.081293658587898,112,,,0.8167430042018564
ENVX,20250918_2126,Put,,14.783438394740312,91,,,0.8952387482398371
EQT,20250918_2126,Call,,6.527135942659153,101,,,7.205530038948877
EQT,20250918_2126,Put,,,0,,,
EQX,20250918_2126,Call,,39.56168702877849,23,,,0.5091529313252146
EQX,20250918_2126,Put,,2.8296493141299752,9,,,0.5116979511901495
ETSY,20250918_2126,Call,1.7351349132766407,56.33380334190843,199,0.003422313483915085,0.013962937971854439,0.5375215519648473
ETSY,20250918_2126,Put,17.740532287583104,26.517473596460672,102,0.2457221081451062,0.02257492726136978,0.48101196213404573
EVH,20250918_2126,Call,,42.12214573937314,13,,,0.706412135341209
EVH,20250918_2126,Put,,92.10252465003212,17,,,1.478470998832174
EVRG,20250918_2126,Call,,,0,,,
EVRG,20250918_2126,Put,,,0,,,
EXAS,20250918_2126,Call,,108.56032617049186,98,,,0.47896861526826884
EXAS,20250918_2126,Put,,,59,,,0.44359890934068247
EXPE,20250918_2126,Call,,7.8407186459117995,130,,,3.342499832411903
EXPE,20250918_2126,Put,4.73759086652052,368.1625200827094,44,0.2457221081451062,0.014080533688467733,0.06405186462774616
EYE,20250918_2126,Call,,,18,,,0.48312222581141995
EYE,20250918_2126,Put,,6.0724706357989895,7,,,0.5916178949667991
EZPW,20250918_2126,Call,,12.306691929622424,9,,,0.34574132712122196
EZPW,20250918_2126,Put,,,0,,,
F,20250918_2126,Call,,,78,,,0.31206611570247933
F,20250918_2126,Put,,,0,,,
FE,20250918_2126,Call,,100.90112140833024,36,,,6.543398894207122
FE,20250918_2126,Put,,,0,,,
FIVN,20250918_2126,Call,0.6772052079521337,18.991912758787343,68,0.17590691307323747,0.008285101128747474,0.5738727750388931
FIVN,20250918_2126,Put,2.621431613235223,53.44325562156465,62,0.17590691307323747,0.008285101128747474,0.5671079445754206
FLR,20250918_2126,Call,0.817790211907334,,99,0.003422313483915085,0.031892602464321684,0.511059070387035
FLR,20250918_2126,Put,,,63,,,0.5171213281089202
FOUR,20250918_2126,Call,,426.24200591551124,101,,,0.4120934056856259
FOUR,20250918_2126,Put,,15.435699945242376,64,,,0.4505513990916016
FRPT,20250918_2126,Call,0.664995345636577,13.006688355598197,80,0.2457221081451062,0.004185980841080905,0.5724347142850036
FRPT,20250918_2126,Put,0.6676801592962073,23.84395567314094,92,0.2457221081451062,0.004185980841080905,0.6181700344097454
FRT,20250918_2126,Call,,,0,,,
FRT,20250918_2126,Put,,,0,,,
FSLY,20250918_2126,Call,,66.83560678326454,43,,,0.7206915417316839
FSLY,20250918_2126,Put,,13.020060491422175,15,,,0.6716806915229838
FUBO,20250918_2126,Call,,,83,,,0.7903805961902759
FUBO,20250918_2126,Put,,20.6555756666784,33,,,0.8007890651657419
FVRR,20250918_2126,Call,,117.01723146212834,75,,,0.5197410146128754
FVRR,20250918_2126,Put,,540.7169066389691,47,,,0.529551616501945
FWONK,20250918_2126,Call,,8.236164453817077,11,,,0.25677203934554726
FWONK,20250918_2126,Put,,,0,,,
GBX,20250918_2126,Call,,64.74622257896877,24,,,16.054918424300123
GBX,20250918_2126,Put,,,0,,,
GCI,20250918_2126,Call,,22.64291181644224,9,,,0.5412350867835828
GCI,20250918_2126,Put,,,0,,,
GDS,20250918_2126,Call,,38.06136674666126,127,,,0.7337421065626534
GDS,20250918_2126,Put,,21.567494303454048,62,,,0.8521572036441332
GEO,20250918_2126,Call,,14.038093277281842,142,,,0.5662496412899036
GEO,20250918_2126,Put,,14.165320343916955,90,,,0.5750550220046438
GES,20250918_2126,Call,,,5,,,0.31206611570247933
GES,20250918_2126,Put,,,0,,,
GH,20250918_2126,Call,,229.31036033045973,73,,,0.5348226818845677
GH,20250918_2126,Put,,10.713765323997144,36,,,0.5506667410057071
GKOS,20250918_2126,Call,,221.4673384933443,24,,,0.32197461222592416
GKOS,20250918_2126,Put,,55.663406591143755,28,,,0.4348574181479591
GMED,20250918_2126,Call,,469.2589271894684,26,,,0.3506848543766586
GMED,20250918_2126,Put,,,0,,,
GOSS,20250918_2126,Call,,3.0369000072104537,19,,,12.482379716954162
GOSS,20250918_2126,Put,,,0,,,
GPN,20250918_2126,Call,,23.754080562576107,67,,,6.564640719439128
GPN,20250918_2126,Put,,,0,,,
GPRE,20250918_2126,Call,,83.40808805471816,43,,,0.6714355679357824
GPRE,20250918_2126,Put,,24.79932549158791,20,,,0.6895629135452976
GPRO,20250918_2126,Call,,0.5520339252372393,12,,,12.82095232336916
GPRO,20250918_2126,Put,,37.965567150721014,16,,,1.1375076812563245
GRPN,20250918_2126,Call,,21.331286698656662,166,,,0.7036914823933599
GRPN,20250918_2126,Put,,19.56951134973548,152,,,0.822870540395357
GTLS,20250918_2126,Call,,,0,,,
GTLS,20250918_2126,Put,,,0,,,
GVA,20250918_2126,Call,,34.287626393513925,22,,,0.8765642245824263
GVA,20250918_2126,Put,,,0,,,
GWRE,20250918_2126,Call,0.020258810246114103,,60,0.2457221081451062,0.046605881035960195,0.3716820258759661
GWRE,20250918_2126,Put,,26.596444038509965,50,,,0.3842471446102494
HAE,20250918_2126,Call,,6.011316607191869,12,,,0.41007600685605655
HAE,20250918_2126,Put,,37.768118041165195,15,,,0.4703019651801631
HALO,20250918_2126,Call,,26.760490601070774,25,,,0.34717101998143585
HALO,20250918_2126,Put,,,0,,,
HASI,20250918_2126,Call,,,0,,,
HASI,20250918_2126,Put,,,0,,,
HCAT,20250918_2126,Call,,,0,,,
HCAT,20250918_2126,Put,,,0,,,
HCI,20250918_2126,Call,,54.28667107214635,34,,,1.8214640437092897
HCI,20250918_2126,Put,,147.23175482294585,21,,,0.1401178660736189
HLF,20250918_2126,Call,5.015233940721639,27.996665304392252,40,0.2457221081451062,0.03270329693667029,0.7109365423601531
HLF,20250918_2126,Put,,24.70774768867445,15,,,0.7464002771057154
HLIT,20250918_2126,Call,,29.87465543339364,8,,,0.5772976463953293
HLIT,20250918_2126,Put,,,0,,,
HLX,20250918_2126,Call,,82.99447061034228,12,,,0.43268382892592094
HLX,20250918_2126,Put,,,0,,,
HOPE,20250918_2126,Call,,,0,,,
HOPE,20250918_2126,Put,,,0,,,
HOUS,20250918_2126,Call,,18.930215548943362,19,,,0.6911705212233775
HOUS,20250918_2126,Put,,,0,,,
HRTG,20250918_2126,Call,,108.41389701178318,17,,,0.517611138976451
HRTG,20250918_2126,Put,,,0,,,
HTHT,20250918_2126,Call,,,0,,,
HTHT,20250918_2126,Put,,,0,,,
HUBS,20250918_2126,Call,,42.112138015571716,190,,,0.4562152820844487
HUBS,20250918_2126,Put,,30.98016091765749,137,,,0.48492506283359804
IART,20250918_2126,Call,,,0,,,
IART,20250918_2126,Put,,,0,,,
IBM,20250918_2126,Call,,9.128224189821065,187,,,14.60981573029673
IBM,20250918_2126,Put,,,0,,,
IDCC,20250918_2126,Call,,3.898768745666022,87,,,3.4719085286308093
IDCC,20250918_2126,Put,42.353726810186124,104.23231326454591,14,0.2457221081451062,0.024038226714505506,0.160839156166326
IIIV,20250918_2126,Call,,,0,,,
IIIV,20250918_2126,Put,,,0,,,
IMAX,20250918_2126,Call,,43.394701903667396,33,,,0.4245259577491621
IMAX,20250918_2126,Put,,10.47036232227548,19,,,0.3771446672647804
IMCR,20250918_2126,Call,,232.041800743476,13,,,0.47711531480273517
IMCR,20250918_2126,Put,,55.6068024763499,7,,,0.42244009770206975
INDI,20250918_2126,Call,,64.03458718068696,32,,,0.8370315112447977
INDI,20250918_2126,Put,,16.820434860112705,14,,,0.797261667527078
INN,20250918_2126,Call,,,0,,,
INN,20250918_2126,Put,,,0,,,
INSG,20250918_2126,Call,,15.540279085975378,38,,,0.7086475338839234
INSG,20250918_2126,Put,,,0,,,
INSM,20250918_2126,Call,,64.00039394830374,130,,,0.4448033529522417
INSM,20250918_2126,Put,,36.1477022529619,51,,,0.4412920704295413
INVA,20250918_2126,Call,,,0,,,
INVA,20250918_2126,Put,,,0,,,
IONS,20250918_2126,Call,,551.167291932865,52,,,0.5343426821249351
IONS,20250918_2126,Put,,,22,,,0.5238956701611961
IQ,20250918_2126,Call,,25.67482323819858,44,,,0.586355515734337
IQ,20250918_2126,Put,,64.64425405491185,20,,,0.6261288297822523
IRTC,20250918_2126,Call,,14.83155277707419,29,,,0.42730910983516907
IRTC,20250918_2126,Put,,285.17750930440604,19,,,0.4571403976432631
IRWD,20250918_2126,Call,,,0,,,
IRWD,20250918_2126,Put,,,0,,,
ITGR,20250918_2126,Call,,198.49646851946937,10,,,0.27212745120290016
ITGR,20250918_2126,Put,,,0,,,
ITRI,20250918_2126,Call,,81.74540201628913,21,,,0.3356759959654623
ITRI,20250918_2126,Put,,30.81646177319926,17,,,0.3418777074353786
JAMF,20250918_2126,Call,,60.65661526929224,12,,,0.43384831859817735
JAMF,20250918_2126,Put,,,0,,,
JAZZ,20250918_2126,Call,,,49,,,0.37917033665236777
JAZZ,20250918_2126,Put,,28.936389973090886,23,,,0.443022928395989
JBLU,20250918_2126,Call,,10.15569532356531,76,,,0.608215852201236
JBLU,20250918_2126,Put,,,56,,,0.6238065851740431
JD,20250918_2126,Call,,21.43671311544624,60,,,10.064106831419684
JD,20250918_2126,Put,,,0,,,
JOYY,20250918_2126,Call,,,0,,,
JOYY,20250918_2126,Put,,,0,,,
JPM,20250918_2126,Call,,1.5056460118092063,346,,,64.82583513582927
JPM,20250918_2126,Put,,,0,,,
KHC,20250918_2126,Call,,,52,,,0.31206611570247933
KHC,20250918_2126,Put,,,0,,,
KOS,20250918_2126,Call,,22.861727600488464,17,,,0.7639729538030586
KOS,20250918_2126,Put,,66.72860735112275,17,,,0.6773750906372027
KPTI,20250918_2126,Call,,41.35850880441295,12,,,2.336986125238088
KPTI,20250918_2126,Put,,,0,,,
KRG,20250918_2126,Call,,,0,,,
KRG,20250918_2126,Put,,,0,,,
LAB,20250918_2126,Call,,,0,,,
LAB,20250918_2126,Put,,,0,,,
LAC,20250918_2126,Call,,11.722156425109091,34,,,0.6756035004436517
LAC,20250918_2126,Put,,50.31068707229968,22,,,0.8050958970993847
LAZR,20250918_2126,Call,,35.70729899377367,33,,,0.9144870456034088
LAZR,20250918_2126,Put,,11.624973262360255,27,,,1.3381442908311063
LCID,20250918_2126,Call,1.795657298563589,23.354246220865473,152,0.08008213552361398,0.03264516592639466,0.6752513605827644
LCID,20250918_2126,Put,1.836061367259419,54.558402162444764,124,0.08008213552361398,0.03264516592639466,0.8834280813020354
LCII,20250918_2126,Call,,84.65056784995544,16,,,2.31091730991268
LCII,20250918_2126,Put,,,0,,,
LI,20250918_2126,Call,,114.3878244555667,124,,,0.5087952474114383
LI,20250918_2126,Put,,53.57697588937144,107,,,0.522935846537397
LITE,20250918_2126,Call,,67.32392540153747,149,,,0.6472282438808707
LITE,20250918_2126,Put,,13.613504795005863,76,,,0.6606923941692355
LIVN,20250918_2126,Call,,30.01792687533331,18,,,0.4184695496983991
LIVN,20250918_2126,Put,,,0,,,
LNT,20250918_2126,Call,,74.74136694863121,16,,,5.863820441616268
LNT,20250918_2126,Put,,,0,,,
LNTH,20250918_2126,Call,8.928919157037171,97.89021148527905,63,0.2457221081451062,0.014439089969818575,0.5532872249266416
LNTH,20250918_2126,Put,6.64469766566958,22.98687742308952,58,0.2457221081451062,0.014439089969818575,0.4883420925761647
LPSN,20250918_2126,Call,,38.83078773978565,9,,,1.0584328386529678
LPSN,20250918_2126,Put,,22.327384155362527,6,,,1.5782792728300232
LRN,20250918_2126,Call,,116.0844091475844,64,,,0.5067778534410444
LRN,20250918_2126,Put,,13.949206870921389,55,,,0.5358148520328522
LUV,20250918_2126,Call,,1.925065353339441,55,,,108.40248992637959
LUV,20250918_2126,Put,,,0,,,
LYFT,20250918_2126,Call,,103.42284174853813,219,,,0.614090857311502
LYFT,20250918_2126,Put,,2.162168050276123,44,,,0.6187720917564316
LYV,20250918_2126,Call,0.46865132661168757,10.708547686692004,109,0.003422313483915085,0.009927535327804993,0.3005193432867836
LYV,20250918_2126,Put,1.802003509573815,483.91344991450313,79,0.003422313483915085,0.03904731370051662,0.3133313242248743
MARA,20250918_2126,Call,0.6641706017663537,17.082767536017712,238,0.003422313483915085,0.03898360756661989,0.7631441304145153
MARA,20250918_2126,Put,0.10535872489409732,9.48111766457112,139,0.003422313483915085,0.03898360756661989,0.7850789876401889
MAXN,20250918_2126,Call,,,0,,,
MAXN,20250918_2126,Put,,41.07604063270464,6,,,2.360717618261049
MCHP,20250918_2126,Call,,19.14749150972676,83,,,7.778390511891404
MCHP,20250918_2126,Put,,,0,,,
MCS,20250918_2126,Call,,,0,,,
MCS,20250918_2126,Put,,,0,,,
MDB,20250918_2126,Call,1.1077613116751222,,412,0.003422313483915085,0.0019192967084555868,0.5415342750241074
MDB,20250918_2126,Put,1.8925556251797413,,333,0.003422313483915085,0.028441894100891485,0.5559474324473148
MGNI,20250918_2126,Call,,12.781103963388544,81,,,0.6365769409462462
MGNI,20250918_2126,Put,,8.623487550183668,47,,,0.6502818718586485
MGPI,20250918_2126,Call,,48.577235513142206,9,,,3.1987544899928597
MGPI,20250918_2126,Put,,,0,,,
MIDD,20250918_2126,Call,,,0,,,
MIDD,20250918_2126,Put,,62.61908315726205,20,,,0.3513062718958526
MIRM,20250918_2126,Call,0.0006976274766893169,,20,0.2457221081451062,0.02858727352795154,0.410648341896031
MIRM,20250918_2126,Put,,,0,,,
MITK,20250918_2126,Call,,19.15172358391583,12,,,0.39945016717433307
MITK,20250918_2126,Put,,,0,,,
MITT,20250918_2126,Call,,,0,,,
MITT,20250918_2126,Put,,,0,,,
