Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
JAZZ,85.54,109.66,88.15,#FFFFFF,#FFFFFF,#FFFFFF
MCHP,104.81,79.08,116.06,#FFFFFF,#FFFFFF,#FFFFFF
MDB,62.36,58.81,87.61,#FFFFFF,#FFFFFF,#FFFFFF
HCAT,126.74,153.12,302.08,#FFFFFF,#FFFFFF,#FFFFFF
PEB,82.96,88.66,114.31,#FFFFFF,#FFFFFF,#FFFFFF
EZPW,77.27,83.04,65.09,#FFFFFF,#FFFFFF,#FFFFFF
GPRE,54.75,51.65,129.55,#FFFFFF,#FFFFFF,#FFFFFF
GES,68.22,67.66,107.99,#FFFFFF,#FFFFFF,#FFFFFF
IDCC,69.3,66.79,41.47,#FFFFFF,#FFFFFF,#FFFFFF
CNMD,98.75,112.67,140.43,#FFFFFF,#FFFFFF,#FFFFFF
GPN,90.35,114.77,131.89,#FFFFFF,#FFFFFF,#FFFFFF
CYBR,81.62,73.91,57.34,#FFFFFF,#FFFFFF,#FFFFFF
SPOT,100.87,85.21,48.6,#FFFFFF,#FFFFFF,#FFFFFF
HUBS,108.34,120.64,97.96,#FFFFFF,#FFFFFF,#FFFFFF
TWO,103.81,127.79,122.48,#FFFFFF,#FFFFFF,#FFFFFF
FRPT,132.74,160.36,255.99,#FFFFFF,#FFFFFF,#FFFFFF
ECPG,85.77,78.07,110.35,#FFFFFF,#FFFFFF,#FFFFFF
SLB,100.92,114.43,114.33,#FFFFFF,#FFFFFF,#FFFFFF
JAMF,81.89,116.34,153.36,#FFFFFF,#FFFFFF,#FFFFFF
ON,105.45,88.34,144.11,#FFFFFF,#FFFFFF,#FFFFFF
GOSS,40.31,43.44,28.09,#FFFFFF,#FFFFFF,#FFFFFF
CSIQ,86.81,81.57,115.15,#FFFFFF,#FFFFFF,#FFFFFF
PI,53.74,46.58,96.7,#FFFFFF,#FFFFFF,#FFFFFF
BABA,69.96,81.93,51.35,#FFFFFF,#FFFFFF,#FFFFFF
GBX,97.57,114.72,103.97,#FFFFFF,#FFFFFF,#FFFFFF
TTWO,96.27,86.17,61.64,#FFFFFF,#FFFFFF,#FFFFFF
SE,82.35,66.68,42.49,#FFFFFF,#FFFFFF,#FFFFFF
IMCR,93.77,88.18,100.28,#FFFFFF,#FFFFFF,#FFFFFF
TYL,106.36,105.93,108.36,#FFFFFF,#FFFFFF,#FFFFFF
MMSI,112.41,122.97,119.13,#FFFFFF,#FFFFFF,#FFFFFF
XYZ,83.25,80.64,88.85,#FFFFFF,#FFFFFF,#FFFFFF
EEFT,112.05,120.95,111.77,#FFFFFF,#FFFFFF,#FFFFFF
SPHR,64.68,54.0,68.99,#FFFFFF,#FFFFFF,#FFFFFF
XMTR,64.21,50.27,38.1,#FFFFFF,#FFFFFF,#FFFFFF
INSM,68.71,55.21,50.61,#FFFFFF,#FFFFFF,#FFFFFF
DBRG,85.2,77.92,118.68,#FFFFFF,#FFFFFF,#FFFFFF
DDOG,96.62,78.04,83.16,#FFFFFF,#FFFFFF,#FFFFFF
V,99.93,98.38,85.15,#FFFFFF,#FFFFFF,#FFFFFF
KRG,101.03,97.34,115.16,#FFFFFF,#FFFFFF,#FFFFFF
NICE,113.1,107.25,111.34,#FFFFFF,#FFFFFF,#FFFFFF
NEE,101.71,99.92,118.01,#FFFFFF,#FFFFFF,#FFFFFF
POST,109.29,108.2,111.22,#FFFFFF,#FFFFFF,#FFFFFF
PD,89.47,118.43,110.78,#FFFFFF,#FFFFFF,#FFFFFF
NVST,88.2,78.96,90.05,#FFFFFF,#FFFFFF,#FFFFFF
KPTI,70.93,102.56,179.71,#FFFFFF,#FFFFFF,#FFFFFF
U,52.07,46.93,44.93,#FFFFFF,#FFFFFF,#FFFFFF
BE,29.34,32.68,13.77,#FFFFFF,#FFFFFF,#FFFFFF
TEVA,91.33,86.19,95.56,#FFFFFF,#FFFFFF,#FFFFFF
MCS,106.83,108.07,91.48,#FFFFFF,#FFFFFF,#FFFFFF
CYRX,75.42,63.29,93.33,#FFFFFF,#FFFFFF,#FFFFFF
PODD,90.87,80.79,70.92,#FFFFFF,#FFFFFF,#FFFFFF
PRO,96.06,137.42,122.75,#FFFFFF,#FFFFFF,#FFFFFF
BTSG,82.58,66.61,54.02,#FFFFFF,#FFFFFF,#FFFFFF
DXCM,105.83,96.41,90.06,#FFFFFF,#FFFFFF,#FFFFFF
RPD,119.87,144.12,174.43,#FFFFFF,#FFFFFF,#FFFFFF
UNIT,103.1,125.78,132.08,#FFFFFF,#FFFFFF,#FFFFFF
FRT,94.6,93.03,110.92,#FFFFFF,#FFFFFF,#FFFFFF
MITT,93.1,93.54,91.04,#FFFFFF,#FFFFFF,#FFFFFF
AWK,102.97,102.38,107.45,#FFFFFF,#FFFFFF,#FFFFFF
IBM,109.24,93.44,80.87,#FFFFFF,#FFFFFF,#FFFFFF
TNDM,164.16,163.23,346.42,#FFFFFF,#FFFFFF,#FFFFFF
PTCT,84.49,95.73,58.75,#FFFFFF,#FFFFFF,#FFFFFF
RKLB,58.95,40.09,15.18,#FFFFFF,#FFFFFF,#FFFFFF
AMZN,90.8,83.83,79.85,#FFFFFF,#FFFFFF,#FFFFFF
APLS,74.56,101.34,149.16,#FFFFFF,#FFFFFF,#FFFFFF
GKOS,124.27,124.18,147.64,#FFFFFF,#FFFFFF,#FFFFFF
TRIP,72.2,82.45,77.08,#FFFFFF,#FFFFFF,#FFFFFF
PATK,83.12,78.5,85.22,#FFFFFF,#FFFFFF,#FFFFFF
VAC,87.28,83.53,90.94,#FFFFFF,#FFFFFF,#FFFFFF
VECO,75.54,79.01,115.5,#FFFFFF,#FFFFFF,#FFFFFF
EQX,59.0,64.77,58.24,#FFFFFF,#FFFFFF,#FFFFFF
NIO,48.72,64.1,77.07,#FFFFFF,#FFFFFF,#FFFFFF
CHEF,92.79,80.01,62.83,#FFFFFF,#FFFFFF,#FFFFFF
GEO,109.66,128.09,58.26,#FFFFFF,#FFFFFF,#FFFFFF
RH,81.97,104.98,143.37,#FFFFFF,#FFFFFF,#FFFFFF
VNET,56.73,90.82,31.28,#FFFFFF,#FFFFFF,#FFFFFF
OMER,79.9,225.81,99.26,#FFFFFF,#FFFFFF,#FFFFFF
INDI,84.47,58.68,100.26,#FFFFFF,#FFFFFF,#FFFFFF
ABBV,85.04,95.4,86.36,#FFFFFF,#FFFFFF,#FFFFFF
EQT,118.5,105.23,65.73,#FFFFFF,#FFFFFF,#FFFFFF
AXON,102.68,74.6,50.96,#FFFFFF,#FFFFFF,#FFFFFF
NKE,81.38,92.29,108.44,#FFFFFF,#FFFFFF,#FFFFFF
VERX,139.18,139.93,141.54,#FFFFFF,#FFFFFF,#FFFFFF
SPCE,91.16,125.0,212.5,#FFFFFF,#FFFFFF,#FFFFFF
TCOM,73.83,83.87,60.62,#FFFFFF,#FFFFFF,#FFFFFF
EVRG,92.75,92.71,83.36,#FFFFFF,#FFFFFF,#FFFFFF
RTX,91.58,82.68,73.4,#FFFFFF,#FFFFFF,#FFFFFF
CTO,110.45,113.06,110.75,#FFFFFF,#FFFFFF,#FFFFFF
MKSI,77.72,74.15,91.38,#FFFFFF,#FFFFFF,#FFFFFF
AKAM,103.04,106.1,128.14,#FFFFFF,#FFFFFF,#FFFFFF
CDLX,116.99,162.09,241.83,#FFFFFF,#FFFFFF,#FFFFFF
XOM,97.79,98.88,96.09,#FFFFFF,#FFFFFF,#FFFFFF
CNX,112.28,103.66,93.14,#FFFFFF,#FFFFFF,#FFFFFF
QD,69.88,68.43,45.54,#FFFFFF,#FFFFFF,#FFFFFF
MTN,102.77,104.97,116.28,#FFFFFF,#FFFFFF,#FFFFFF
MDRX,91.75,92.78,201.03,#FFFFFF,#FFFFFF,#FFFFFF
GVA,82.21,70.13,71.26,#FFFFFF,#FFFFFF,#FFFFFF
XERS,61.31,77.78,38.82,#FFFFFF,#FFFFFF,#FFFFFF
HLF,87.84,91.53,77.09,#FFFFFF,#FFFFFF,#FFFFFF
LUV,98.15,109.08,88.08,#FFFFFF,#FFFFFF,#FFFFFF
BAND,85.9,91.4,104.84,#FFFFFF,#FFFFFF,#FFFFFF
BMY,99.76,128.68,102.0,#FFFFFF,#FFFFFF,#FFFFFF
REAL,50.65,61.87,32.27,#FFFFFF,#FFFFFF,#FFFFFF
VRNT,80.86,105.31,130.22,#FFFFFF,#FFFFFF,#FFFFFF
ALNY,67.71,61.43,59.5,#FFFFFF,#FFFFFF,#FFFFFF
PSEC,108.72,139.13,167.13,#FFFFFF,#FFFFFF,#FFFFFF
DIS,101.85,85.95,79.89,#FFFFFF,#FFFFFF,#FFFFFF
BYND,125.09,131.0,232.47,#FFFFFF,#FFFFFF,#FFFFFF
SHAK,129.81,91.61,103.51,#FFFFFF,#FFFFFF,#FFFFFF
AEIS,81.56,66.51,62.43,#FFFFFF,#FFFFFF,#FFFFFF
MIRM,68.84,63.72,54.6,#FFFFFF,#FFFFFF,#FFFFFF
CMI,75.44,76.7,71.13,#FFFFFF,#FFFFFF,#FFFFFF
PPL,94.65,97.15,89.13,#FFFFFF,#FFFFFF,#FFFFFF
FOUR,106.37,102.59,97.24,#FFFFFF,#FFFFFF,#FFFFFF
XIFR,85.39,96.81,249.81,#FFFFFF,#FFFFFF,#FFFFFF
FIVN,107.29,118.2,111.33,#FFFFFF,#FFFFFF,#FFFFFF
BILL,83.06,93.28,98.54,#FFFFFF,#FFFFFF,#FFFFFF
ITGR,115.42,111.73,122.36,#FFFFFF,#FFFFFF,#FFFFFF
PSN,90.16,78.29,130.07,#FFFFFF,#FFFFFF,#FFFFFF
RWT,89.91,98.08,117.89,#FFFFFF,#FFFFFF,#FFFFFF
CMS,97.61,103.51,97.44,#FFFFFF,#FFFFFF,#FFFFFF
BURL,85.08,87.56,101.15,#FFFFFF,#FFFFFF,#FFFFFF
UPWK,78.25,79.36,61.11,#FFFFFF,#FFFFFF,#FFFFFF
SHOP,71.99,70.79,50.57,#FFFFFF,#FFFFFF,#FFFFFF
LYFT,72.76,59.34,60.67,#FFFFFF,#FFFFFF,#FFFFFF
ARAY,76.4,115.53,118.01,#FFFFFF,#FFFFFF,#FFFFFF
TTEK,97.19,79.34,126.25,#FFFFFF,#FFFFFF,#FFFFFF
RCL,83.24,66.8,51.78,#FFFFFF,#FFFFFF,#FFFFFF
NVMI,76.79,65.11,64.44,#FFFFFF,#FFFFFF,#FFFFFF
SHEL,98.56,96.17,90.37,#FFFFFF,#FFFFFF,#FFFFFF
ATEC,72.46,66.07,39.59,#FFFFFF,#FFFFFF,#FFFFFF
BBAI,66.67,50.0,26.94,#FFFFFF,#FFFFFF,#FFFFFF
PEGA,87.02,62.7,57.12,#FFFFFF,#FFFFFF,#FFFFFF
HOUS,51.07,52.07,77.32,#FFFFFF,#FFFFFF,#FFFFFF
HRTG,91.22,55.43,63.77,#FFFFFF,#FFFFFF,#FFFFFF
MGNI,81.58,57.65,56.87,#FFFFFF,#FFFFFF,#FFFFFF
COLL,83.1,84.36,104.94,#FFFFFF,#FFFFFF,#FFFFFF
CAMP,49.46,189.89,,#FFFFFF,#FFFFFF,#FFFFFF
BMRN,102.41,132.07,130.79,#FFFFFF,#FFFFFF,#FFFFFF
TGT,104.88,113.44,163.08,#FFFFFF,#FFFFFF,#FFFFFF
MSFT,94.19,76.6,84.85,#FFFFFF,#FFFFFF,#FFFFFF
GTLS,72.26,77.82,60.07,#FFFFFF,#FFFFFF,#FFFFFF
AR,131.07,124.19,80.57,#FFFFFF,#FFFFFF,#FFFFFF
NVCR,132.49,152.44,142.11,#FFFFFF,#FFFFFF,#FFFFFF
LAB,78.99,87.68,144.93,#FFFFFF,#FFFFFF,#FFFFFF
CVX,91.86,100.9,85.99,#FFFFFF,#FFFFFF,#FFFFFF
QTWO,109.09,97.14,93.44,#FFFFFF,#FFFFFF,#FFFFFF
FE,91.37,90.01,97.35,#FFFFFF,#FFFFFF,#FFFFFF
WELL,92.31,87.89,75.74,#FFFFFF,#FFFFFF,#FFFFFF
WT,73.65,62.36,70.34,#FFFFFF,#FFFFFF,#FFFFFF
LPSN,108.82,135.29,151.47,#FFFFFF,#FFFFFF,#FFFFFF
TSLA,76.38,58.99,54.05,#FFFFFF,#FFFFFF,#FFFFFF
W,56.29,38.58,57.83,#FFFFFF,#FFFFFF,#FFFFFF
RGEN,98.15,116.93,113.9,#FFFFFF,#FFFFFF,#FFFFFF
MTCH,80.46,80.47,94.3,#FFFFFF,#FFFFFF,#FFFFFF
SNAP,106.33,120.54,121.71,#FFFFFF,#FFFFFF,#FFFFFF
CDP,92.53,85.55,94.48,#FFFFFF,#FFFFFF,#FFFFFF
GRPN,166.2,76.71,55.66,#FFFFFF,#FFFFFF,#FFFFFF
IRTC,83.45,59.91,41.0,#FFFFFF,#FFFFFF,#FFFFFF
PMT,98.63,113.05,103.66,#FFFFFF,#FFFFFF,#FFFFFF
MMM,90.64,95.17,83.68,#FFFFFF,#FFFFFF,#FFFFFF
REXR,84.75,89.17,114.86,#FFFFFF,#FFFFFF,#FFFFFF
ABR,86.42,100.78,113.04,#FFFFFF,#FFFFFF,#FFFFFF
PRCH,60.76,37.9,8.36,#FFFFFF,#FFFFFF,#FFFFFF
PANW,99.23,90.55,83.92,#FFFFFF,#FFFFFF,#FFFFFF
CMPO,72.49,58.22,52.76,#FFFFFF,#FFFFFF,#FFFFFF
ALRM,101.57,101.97,97.53,#FFFFFF,#FFFFFF,#FFFFFF
AVDL,60.48,55.61,89.75,#FFFFFF,#FFFFFF,#FFFFFF
VTR,91.41,96.78,91.91,#FFFFFF,#FFFFFF,#FFFFFF
OMCL,87.47,105.01,138.99,#FFFFFF,#FFFFFF,#FFFFFF
CRNC,74.3,84.24,21.48,#FFFFFF,#FFFFFF,#FFFFFF
MGPI,109.1,105.38,299.34,#FFFFFF,#FFFFFF,#FFFFFF
SSRM,60.68,50.51,26.83,#FFFFFF,#FFFFFF,#FFFFFF
NCLH,71.89,79.75,77.25,#FFFFFF,#FFFFFF,#FFFFFF
MMYT,97.97,104.84,108.2,#FFFFFF,#FFFFFF,#FFFFFF
TMDX,104.07,57.95,130.99,#FFFFFF,#FFFFFF,#FFFFFF
ENVX,95.51,94.94,103.93,#FFFFFF,#FFFFFF,#FFFFFF
FSLY,80.76,84.44,87.29,#FFFFFF,#FFFFFF,#FFFFFF
DUK,94.47,97.31,93.61,#FFFFFF,#FFFFFF,#FFFFFF
EYE,95.71,54.18,46.07,#FFFFFF,#FFFFFF,#FFFFFF
CAKE,107.3,88.24,68.62,#FFFFFF,#FFFFFF,#FFFFFF
EB,90.32,82.8,108.24,#FFFFFF,#FFFFFF,#FFFFFF
CMRC,100.41,122.49,124.95,#FFFFFF,#FFFFFF,#FFFFFF
WEC,94.75,96.63,85.14,#FFFFFF,#FFFFFF,#FFFFFF
LYV,87.0,72.21,60.39,#FFFFFF,#FFFFFF,#FFFFFF
OKTA,110.1,126.49,82.53,#FFFFFF,#FFFFFF,#FFFFFF
BKD,92.93,81.79,91.98,#FFFFFF,#FFFFFF,#FFFFFF
MITK,98.05,93.95,87.09,#FFFFFF,#FFFFFF,#FFFFFF
SOFI,56.02,46.94,29.61,#FFFFFF,#FFFFFF,#FFFFFF
TDOC,89.07,106.86,115.76,#FFFFFF,#FFFFFF,#FFFFFF
ZTO,87.94,101.32,112.9,#FFFFFF,#FFFFFF,#FFFFFF
COIN,90.05,57.9,49.54,#FFFFFF,#FFFFFF,#FFFFFF
LCII,88.52,86.59,116.25,#FFFFFF,#FFFFFF,#FFFFFF
MTSI,102.39,81.48,77.41,#FFFFFF,#FFFFFF,#FFFFFF
PCT,101.86,57.81,65.18,#FFFFFF,#FFFFFF,#FFFFFF
NOTV,160.74,203.7,131.85,#FFFFFF,#FFFFFF,#FFFFFF
JPM,88.18,77.3,66.19,#FFFFFF,#FFFFFF,#FFFFFF
CNK,113.97,90.71,99.23,#FFFFFF,#FFFFFF,#FFFFFF
JOYY,78.93,63.95,54.16,#FFFFFF,#FFFFFF,#FFFFFF
AG,80.52,66.67,58.56,#FFFFFF,#FFFFFF,#FFFFFF
AVGO,69.63,53.11,44.62,#FFFFFF,#FFFFFF,#FFFFFF
STWD,97.02,94.15,92.47,#FFFFFF,#FFFFFF,#FFFFFF
LNT,93.59,97.52,91.74,#FFFFFF,#FFFFFF,#FFFFFF
INSG,59.63,72.95,131.49,#FFFFFF,#FFFFFF,#FFFFFF
SIRI,91.1,98.26,95.4,#FFFFFF,#FFFFFF,#FFFFFF
AMD,79.02,66.33,93.99,#FFFFFF,#FFFFFF,#FFFFFF
WKC,107.72,106.37,112.83,#FFFFFF,#FFFFFF,#FFFFFF
CHRS,56.47,75.74,76.47,#FFFFFF,#FFFFFF,#FFFFFF
FUBO,73.66,74.13,38.0,#FFFFFF,#FFFFFF,#FFFFFF
OPK,92.81,129.5,119.42,#FFFFFF,#FFFFFF,#FFFFFF
TREE,46.97,70.14,79.22,#FFFFFF,#FFFFFF,#FFFFFF
UPST,87.96,77.36,56.11,#FFFFFF,#FFFFFF,#FFFFFF
VATE,112.82,184.19,89.53,#FFFFFF,#FFFFFF,#FFFFFF
HCI,83.33,76.29,58.74,#FFFFFF,#FFFFFF,#FFFFFF
NVAX,73.6,88.79,151.05,#FFFFFF,#FFFFFF,#FFFFFF
ASND,86.55,84.16,74.32,#FFFFFF,#FFFFFF,#FFFFFF
BL,100.53,91.99,92.9,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,72.07,76.93,61.13,#FFFFFF,#FFFFFF,#FFFFFF
MOMO,112.29,81.22,78.13,#FFFFFF,#FFFFFF,#FFFFFF
NTNX,94.71,94.0,74.71,#FFFFFF,#FFFFFF,#FFFFFF
ABNB,108.64,105.87,100.38,#FFFFFF,#FFFFFF,#FFFFFF
IQ,63.77,86.04,77.36,#FFFFFF,#FFFFFF,#FFFFFF
LITE,51.76,38.98,34.15,#FFFFFF,#FFFFFF,#FFFFFF
VRM,119.8,97.7,,#FFFFFF,#FFFFFF,#FFFFFF
CENX,66.26,74.17,55.85,#FFFFFF,#FFFFFF,#FFFFFF
VIAV,76.75,95.48,68.78,#FFFFFF,#FFFFFF,#FFFFFF
FWONK,101.46,85.45,77.82,#FFFFFF,#FFFFFF,#FFFFFF
IMAX,89.87,82.33,63.4,#FFFFFF,#FFFFFF,#FFFFFF
LAC,82.3,93.48,75.16,#FFFFFF,#FFFFFF,#FFFFFF
GDS,73.02,74.14,47.78,#FFFFFF,#FFFFFF,#FFFFFF
CCL,75.67,67.12,57.79,#FFFFFF,#FFFFFF,#FFFFFF
CSGS,97.76,91.78,73.33,#FFFFFF,#FFFFFF,#FFFFFF
BILI,73.93,72.54,55.28,#FFFFFF,#FFFFFF,#FFFFFF
NTRA,97.7,86.37,72.69,#FFFFFF,#FFFFFF,#FFFFFF
WDC,57.35,42.22,48.16,#FFFFFF,#FFFFFF,#FFFFFF
WB,75.46,71.98,52.85,#FFFFFF,#FFFFFF,#FFFFFF
EGHT,91.09,106.93,94.55,#FFFFFF,#FFFFFF,#FFFFFF
HASI,90.87,101.08,118.32,#FFFFFF,#FFFFFF,#FFFFFF
UBER,85.29,77.52,74.39,#FFFFFF,#FFFFFF,#FFFFFF
LI,101.19,101.11,81.92,#FFFFFF,#FFFFFF,#FFFFFF
DBX,88.03,82.37,76.56,#FFFFFF,#FFFFFF,#FFFFFF
JBLU,80.87,107.1,113.41,#FFFFFF,#FFFFFF,#FFFFFF
DKNG,92.36,92.1,90.85,#FFFFFF,#FFFFFF,#FFFFFF
BB,108.0,108.25,60.5,#FFFFFF,#FFFFFF,#FFFFFF
SPR,95.47,92.23,85.6,#FFFFFF,#FFFFFF,#FFFFFF
RIVN,96.16,81.01,91.48,#FFFFFF,#FFFFFF,#FFFFFF
ASRT,78.58,85.72,154.78,#FFFFFF,#FFFFFF,#FFFFFF
ORA,93.19,78.45,82.49,#FFFFFF,#FFFFFF,#FFFFFF
EXAS,98.87,86.17,128.43,#FFFFFF,#FFFFFF,#FFFFFF
JD,93.63,118.21,75.34,#FFFFFF,#FFFFFF,#FFFFFF
LAZR,136.97,395.73,575.12,#FFFFFF,#FFFFFF,#FFFFFF
GCI,78.08,69.86,124.89,#FFFFFF,#FFFFFF,#FFFFFF
VRNS,86.97,71.73,94.19,#FFFFFF,#FFFFFF,#FFFFFF
PTON,78.34,87.66,57.93,#FFFFFF,#FFFFFF,#FFFFFF
CNP,93.91,93.9,73.37,#FFFFFF,#FFFFFF,#FFFFFF
BSY,97.13,80.2,95.58,#FFFFFF,#FFFFFF,#FFFFFF
Z,76.26,80.46,70.93,#FFFFFF,#FFFFFF,#FFFFFF
