Ticker,OI,Vol
VECO,2234.0,1004.0
PEGA,7746.0,843.0
TGT,799531.0,66348.0
CNK,120928.0,11049.0
INVA,2193.0,204.0
SATS,413081.0,56427.0
NVAX,342122.0,13750.0
UPST,530970.0,116864.0
TRIP,163922.0,6408.0
NEO,24974.0,3939.0
V,354829.0,30943.0
KPTI,22038.0,695.0
VSH,4084.0,442.0
SNAP,2190171.0,160545.0
GPN,85103.0,3072.0
WEC,17309.0,4108.0
COLL,309.0,70.0
INN,522.0,219.0
DDOG,312407.0,26045.0
GCI,15668.0,726.0
ON,270755.0,16601.0
WOLF,2151849.0,603618.0
LAC,263665.0,57045.0
GBX,3032.0,671.0
PEB,2964.0,920.0
CMPO,24325.0,2437.0
BAND,3773.0,420.0
ALRM,926.0,64.0
GES,45129.0,1155.0
MKSI,6040.0,1453.0
FUBO,673711.0,30699.0
LNT,2707.0,268.0
UPWK,54024.0,3191.0
BB,415600.0,144594.0
HRTG,8345.0,461.0
TSLA,8103037.0,4164763.0
PSEC,123619.0,9519.0
GRPN,134272.0,10113.0
BL,8145.0,3625.0
BURL,35319.0,3282.0
POST,2331.0,226.0
LYFT,1123308.0,44532.0
HASI,18416.0,349.0
RTX,175034.0,15841.0
WDC,415856.0,30044.0
NVCR,32152.0,1786.0
ARRY,94744.0,7771.0
INDI,116439.0,2862.0
AKAM,80896.0,2169.0
MCS,548.0,361.0
XRX,227988.0,2272.0
RCL,105285.0,19138.0
HOUS,53054.0,1522.0
FE,68394.0,21669.0
BABA,1738400.0,320910.0
F,3317284.0,414861.0
AORT,503.0,126.0
BKD,36241.0,5788.0
CNMD,914.0,128.0
IMAX,6207.0,745.0
JOYY,6304.0,389.0
PENN,127236.0,3758.0
FRPT,38339.0,1798.0
IIIV,704.0,24.0
PRGS,31380.0,3085.0
HLX,2575.0,454.0
VAC,3024.0,919.0
CFLT,325446.0,16773.0
WK,2571.0,283.0
QD,23627.0,230.0
SENS,94729.0,1150.0
U,1047796.0,77515.0
NCLH,369872.0,33966.0
SPCE,307771.0,14104.0
RGEN,10354.0,2107.0
MMM,133160.0,9051.0
MTSI,2876.0,399.0
DDD,86105.0,4987.0
MOMO,41459.0,854.0
AVDL,60679.0,959.0
NVMI,17473.0,4464.0
MIRM,2435.0,467.0
RPD,39966.0,6710.0
OPK,52794.0,1409.0
PCT,340560.0,12418.0
ARAY,9048.0,344.0
SMCI,2360434.0,538444.0
TCOM,59274.0,2783.0
PANW,620649.0,42242.0
SOFI,3725953.0,298137.0
NICE,103569.0,3075.0
MRK,677327.0,52027.0
SPB,6582.0,764.0
PD,37979.0,1960.0
HCI,5912.0,409.0
IART,572.0,73.0
CSGS,68.0,30.0
DXCM,169045.0,12249.0
VRM,3560.0,998.0
WELL,26016.0,1253.0
CSIQ,83528.0,11088.0
SHAK,40883.0,4480.0
UNIT,30316.0,2106.0
CYTK,86899.0,1883.0
XERS,13485.0,428.0
EQT,288857.0,33274.0
VERX,14505.0,498.0
AMZN,4326472.0,798167.0
FIVN,81219.0,13201.0
PR,103871.0,6544.0
LPSN,71167.0,2153.0
ETSY,310003.0,40744.0
XYZ,607623.0,67356.0
ASRT,20734.0,59.0
NET,164150.0,10974.0
ENVX,443403.0,15393.0
MAXN,49549.0,826.0
ECPG,1050.0,256.0
LCID,2666402.0,100302.0
AG,922767.0,116416.0
AMD,3725117.0,662045.0
WKC,440.0,35.0
RIG,985279.0,34458.0
AAL,2947965.0,127043.0
DOCN,76929.0,2469.0
MP,580540.0,149204.0
BYND,449346.0,9355.0
Z,158272.0,11023.0
TREE,8784.0,750.0
MSTR,2762205.0,817311.0
ITGR,284.0,49.0
SKIN,7393.0,215.0
CENX,65677.0,8252.0
SABR,244872.0,10513.0
ATI,29895.0,2662.0
QTWO,8266.0,583.0
DKNG,657048.0,49737.0
PEP,454850.0,22039.0
TTGT,512.0,91.0
BTSG,8468.0,1395.0
GMED,3972.0,427.0
MDB,220586.0,19017.0
HLF,207151.0,29388.0
BLMN,28693.0,1017.0
ZS,114393.0,20424.0
LAB,2737.0,87.0
HLIT,4138.0,842.0
IMCR,20577.0,722.0
DBRG,61928.0,2733.0
BHR,3973.0,357.0
RNG,26010.0,3270.0
JAZZ,11144.0,943.0
FSLY,120061.0,4222.0
KRG,633.0,201.0
TDOC,332375.0,45058.0
BBAI,1081502.0,133107.0
DVAX,11208.0,1639.0
OKTA,221319.0,24857.0
WB,62373.0,1479.0
CHEF,2992.0,494.0
NTNX,107018.0,3425.0
DNMR,21238.0,287.0
MNKD,85886.0,4916.0
CAMT,27033.0,2561.0
PCRX,2266.0,209.0
APLS,61416.0,6943.0
JAMF,12163.0,1218.0
BOX,46075.0,1556.0
SE,294991.0,13164.0
BSY,59273.0,535.0
LRN,20577.0,2774.0
WIX,44886.0,6586.0
NOG,34632.0,3033.0
REAL,65741.0,3128.0
PCG,1369894.0,74433.0
FLR,194021.0,17828.0
VREX,789.0,117.0
MSFT,2348691.0,401225.0
SRPT,223809.0,12625.0
SHEL,208513.0,38064.0
CMS,8174.0,1577.0
EYE,10682.0,426.0
AR,161449.0,9604.0
ABR,227456.0,13267.0
MCHP,216692.0,20844.0
CNX,38521.0,918.0
BA,1055394.0,345428.0
ASND,9333.0,1922.0
PRCH,24173.0,1859.0
TYL,1074.0,297.0
EB,17615.0,249.0
BE,712567.0,76633.0
STX,181074.0,20438.0
CMI,13456.0,1709.0
LUV,377692.0,30802.0
PI,4330.0,984.0
EVH,11333.0,2403.0
CYBR,10781.0,2104.0
MITT,1870.0,372.0
WT,10767.0,253.0
FWONK,1317.0,481.0
RPAY,11217.0,665.0
IRWD,4052.0,511.0
DIS,782339.0,56754.0
VIAV,27741.0,2542.0
PTON,664852.0,94598.0
TMDX,34051.0,1850.0
PAR,6528.0,962.0
CHRS,19079.0,1575.0
AVGO,2050397.0,263787.0
NSIT,1455.0,683.0
NKE,1378271.0,133920.0
PATK,700.0,113.0
FRT,4489.0,189.0
ITRI,4899.0,1670.0
CHGG,115846.0,3572.0
IBM,390476.0,67145.0
MTCH,133043.0,5273.0
SPHR,52779.0,2803.0
TNDM,11443.0,2152.0
PDD,1834741.0,96743.0
MTN,19914.0,1710.0
GPRE,76432.0,5903.0
ALNY,15979.0,3806.0
BMRN,39282.0,1135.0
HTHT,4761.0,272.0
DAY,10174.0,582.0
HAE,9670.0,535.0
JBLU,552760.0,18357.0
PTCT,9877.0,1214.0
LYV,139167.0,8230.0
OMCL,1301.0,308.0
NOTV,4000.0,125.0
XOM,1024063.0,168641.0
VNET,133201.0,15555.0
NEE,552854.0,37331.0
GDS,102599.0,9607.0
GTLS,5749.0,744.0
LCII,947.0,396.0
IRTC,4637.0,874.0
RIVN,2589300.0,166516.0
COIN,1270338.0,250578.0
EEFT,4724.0,359.0
AWK,8966.0,1158.0
VERI,45663.0,3844.0
W,256042.0,18759.0
CMRC,14070.0,1012.0
VTR,11315.0,1656.0
DBX,75662.0,4597.0
SPOT,138133.0,18003.0
EVRG,5198.0,487.0
HALO,14880.0,454.0
MMYT,4726.0,622.0
VRNS,6529.0,1701.0
NVST,1619.0,195.0
SLB,733242.0,27971.0
UBER,1432206.0,97891.0
WGO,17781.0,912.0
CDP,504.0,97.0
EGHT,4755.0,310.0
NIO,4302646.0,302459.0
CCL,1243365.0,135816.0
AXON,36352.0,4364.0
BILL,142338.0,9965.0
ORA,36593.0,651.0
BFH,3559.0,1117.0
NTRA,19058.0,1988.0
ATEC,45154.0,1394.0
ABBV,323246.0,19417.0
SHOP,483691.0,49723.0
TVTX,49790.0,1880.0
CDLX,80519.0,14303.0
LNTH,11889.0,1946.0
MTH,5537.0,1535.0
MMSI,1061.0,778.0
SO,81385.0,6550.0
GPRO,246279.0,12638.0
FVRR,29397.0,1765.0
MITK,3355.0,324.0
PODD,11821.0,2726.0
OMER,61112.0,4963.0
GOSS,143913.0,6510.0
TWO,16563.0,1439.0
AMPH,1231.0,124.0
IDCC,4645.0,1334.0
EXPE,62109.0,7307.0
BILI,324152.0,17208.0
