Ticker,OI,Vol
IONS,60065.0,4849.0
NOG,39299.0,4552.0
APLS,66578.0,6604.0
MCHP,275975.0,27222.0
HOPE,300.0,18.0
FRT,5088.0,2176.0
TYL,1745.0,483.0
AEIS,6883.0,1568.0
MOMO,48952.0,1997.0
MNKD,91321.0,3331.0
GWRE,11711.0,948.0
OKTA,251784.0,28240.0
GES,69309.0,6206.0
SMCI,2540646.0,666983.0
NICE,101393.0,7618.0
HCAT,7927.0,213.0
COIN,1409585.0,461552.0
IART,930.0,105.0
CHGG,126608.0,6253.0
MGPI,2297.0,188.0
KOS,187977.0,2265.0
SNAP,2289966.0,298943.0
AXON,46593.0,4271.0
AVDL,63978.0,4451.0
PAR,5988.0,879.0
CHEF,3260.0,1292.0
SPHR,71080.0,9709.0
TTWO,100403.0,10378.0
KRG,608.0,196.0
EYE,12299.0,1636.0
DBRG,86549.0,2288.0
NSIT,1448.0,692.0
VECO,2232.0,1142.0
ABNB,333410.0,62496.0
MTN,21670.0,3305.0
INDI,117845.0,2840.0
MITT,1959.0,506.0
CNK,134379.0,17554.0
PTCT,28717.0,1875.0
MRK,752281.0,68482.0
ATI,32275.0,3421.0
HCI,6975.0,734.0
PEB,965.0,77.0
PTON,638704.0,85621.0
W,313974.0,22920.0
ZS,146690.0,16515.0
LAB,2842.0,379.0
CCL,1421965.0,79973.0
FE,75027.0,20499.0
IMAX,12342.0,1103.0
TSLA,8889519.0,2570964.0
CNX,39375.0,971.0
MMSI,1178.0,826.0
UBER,1687174.0,296912.0
RUN,1040993.0,54255.0
DIS,886922.0,126861.0
WEC,18427.0,892.0
GRPN,124842.0,11250.0
INSM,111757.0,7831.0
TTEK,30783.0,4659.0
GPRO,265394.0,15798.0
NBR,16596.0,836.0
SHEL,230855.0,27009.0
SPOT,160614.0,20628.0
QD,25311.0,248.0
WELL,27235.0,1826.0
HUBS,20499.0,4469.0
XERS,13520.0,763.0
PMT,70826.0,950.0
AG,913308.0,92946.0
OMCL,1089.0,357.0
MIDD,12603.0,3499.0
NTNX,144527.0,5296.0
UPST,558943.0,171521.0
REXR,22028.0,4003.0
FIVN,106845.0,5451.0
CYBR,13954.0,2586.0
AAL,3296075.0,109332.0
IRTC,5214.0,956.0
VNET,130107.0,9167.0
ATEC,53473.0,3504.0
WDC,420822.0,49496.0
TDOC,332979.0,15489.0
ABBV,359196.0,27556.0
AMD,4269636.0,800338.0
SSRM,91794.0,5346.0
GTLS,10116.0,1364.0
CTO,2075.0,130.0
VREX,887.0,215.0
MSTR,2924266.0,999338.0
JAZZ,13267.0,785.0
BILI,400737.0,21141.0
TNDM,12952.0,2247.0
SIRI,468579.0,19692.0
MTCH,161730.0,4266.0
FUBO,678725.0,56049.0
GBX,3825.0,724.0
XMTR,12823.0,900.0
AORT,503.0,154.0
DBX,79286.0,6044.0
CNP,39273.0,1362.0
VERI,43572.0,17670.0
JD,2572747.0,465215.0
ZTO,41317.0,930.0
FLR,190625.0,28660.0
CSGS,85.0,35.0
IMCR,20611.0,752.0
FRPT,39796.0,6660.0
NVCR,32760.0,3466.0
SHAK,47860.0,5267.0
MCS,572.0,414.0
CMPO,34372.0,4311.0
BBAI,1197494.0,257908.0
REAL,75339.0,5733.0
INVA,2285.0,179.0
PSN,17718.0,2045.0
BYND,458549.0,20479.0
ABR,249942.0,15424.0
MTSI,3534.0,365.0
ZD,4629.0,1028.0
IRWD,3946.0,418.0
CYRX,27686.0,623.0
WGO,21114.0,1135.0
ECPG,1222.0,267.0
BFH,6823.0,1185.0
NVMI,15060.0,751.0
TTGT,1493.0,262.0
BURL,46376.0,9688.0
TEVA,832249.0,37758.0
GVA,3322.0,658.0
CRNC,57904.0,14286.0
RH,108368.0,19174.0
PRCH,41110.0,7585.0
COLL,362.0,98.0
RTX,210539.0,10301.0
CAMT,24530.0,2021.0
MP,543538.0,87428.0
NCLH,497813.0,27392.0
SATS,483899.0,36026.0
BL,8187.0,1475.0
NRG,84056.0,5538.0
BILL,179689.0,7913.0
VRNT,35109.0,943.0
UNIT,43256.0,2655.0
STWD,163801.0,12413.0
TGT,830496.0,116330.0
NVST,1837.0,117.0
F,3640802.0,139333.0
KPTI,22444.0,614.0
OMER,70124.0,3491.0
PRO,5825.0,2347.0
CYTK,96833.0,4656.0
XYZ,727947.0,37227.0
ARAY,9630.0,405.0
LAC,192316.0,11115.0
SPR,41340.0,3789.0
AMPH,1480.0,714.0
DOCN,101275.0,2689.0
CFLT,353047.0,35067.0
RNG,26811.0,3046.0
DVAX,12518.0,2710.0
MGNI,121926.0,14975.0
WT,18345.0,621.0
LNT,2351.0,680.0
AMZN,4253922.0,816935.0
BTU,299289.0,30555.0
SLB,798989.0,30573.0
CBRL,83302.0,15566.0
TCOM,93260.0,6964.0
