Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
ITGR,107.38,,106.71,108.67,32,-0.64,0.51,31.7,38.05,4.78,-61.71,0.0,14.29,241,-2.82,3.88,1.4669,#F87171,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#10B981
HLF,9.17,,9.06,9.55,"7,057",-3.27,,67.33,62.23,-38.35,,8.5,,"190,912",0.51,,1.2365,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
CTO,17.19,,17.01,17.21,168,0.29,,24.51,22.42,19.53,,3.07,,"2,005",0.3,,0.6098,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SO,92.24,,92.07,93.04,"6,930",-1.11,,16.18,16.39,-0.83,,-9.74,,"96,325",2.55,,0.8095,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
PRGS,46.31,,46.12,46.98,"1,807",-1.13,,35.82,46.6,-1.8,,0.61,,"42,760",0.26,,0.8289,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
KRG,22.59,,22.35,22.68,32,-0.48,3.29,26.59,58.46,0.51,,-5.88,18.52,336,0.0,66.34,,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981
BA,236.16,,234.49,237.35,"59,095",0.23,,35.76,42.14,-7.48,,-21.59,,"1,054,960",0.68,,1.0153,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
HCI,164.5,,162.25,165.66,"1,233",0.43,,31.2,34.75,1.52,,-0.64,,"6,625",1.84,,0.8518,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
LIVN,55.45,,55.39,56.6,148,-1.84,4.9,49.9,55.21,27.51,11.95,1.37,7.25,970,2.32,13.85,1.1265,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
AFRM,79.99,,78.0,81.05,"174,529",3.09,,70.52,79.36,-23.32,,325.65,,"485,284",2.69,,0.8942,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MODG,9.76,,9.45,9.94,"2,285",-0.41,,74.42,68.35,11.99,,172.67,,"42,180",-0.36,,0.8355,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
RIVN,13.64,,13.09,13.66,"115,633",3.18,,45.41,68.98,-30.91,,25.18,,"2,744,377",0.58,,0.9931,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SHEL,73.93,,73.26,74.07,"15,655",0.3,,24.7,26.39,-11.1,,3.24,,"215,772",0.26,,0.8282,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BE,54.8,,51.02,55.07,"90,156",7.77,22.24,75.23,83.99,-36.57,,48.87,110.47,"572,279",4.44,11.22,0.8752,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
MAXN,3.68,,3.64,4.0,871,-2.9,,105.75,152.04,7.78,,-0.8,,"50,251",0.17,,0.7574,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
PD,16.92,,16.8,17.29,"2,753",-0.18,,49.59,59.19,-13.28,,18.21,,"32,187",-0.49,,0.8011,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
CMPO,19.75,,19.72,20.14,"2,504",-0.53,,45.35,43.07,5.07,,-4.43,,"31,859",-1.7,,1.4761,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
REAL,7.8,,7.64,8.0,"1,415",2.23,,92.54,77.17,9.03,,-25.25,,"69,308",-1.46,,0.8675,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
NIO,6.51,,6.26,6.53,"223,762",2.68,,64.38,93.09,1.21,,-57.32,,"4,400,864",2.43,,0.8659,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
QTWO,78.83,,78.34,79.42,402,0.87,4.22,43.55,35.3,-53.09,,-9.46,5.79,"3,362",0.0,2.19,0.8549,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981
CNMD,53.73,,53.18,54.06,143,-1.29,,49.58,57.84,9.26,,2.14,,928,0.32,,1.3161,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
UPHL,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
EQX,8.27,,8.18,8.31,"2,682",0.85,4.68,49.52,56.3,27.39,-1.17,-15.26,-88.16,"252,491",-0.07,-6.6,0.8209,#10B981,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171
VERX,25.34,,25.26,25.72,768,0.28,-0.12,49.6,48.15,1.04,-8.88,0.39,2.54,"3,440",1.9,12.86,1.1985,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
LNTH,55.5,,55.28,56.96,"1,921",-2.36,-6.19,77.54,47.02,-53.5,-8.3,3.56,-11.39,"13,067",1.58,4.04,0.9518,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
RUN,16.37,,15.77,16.48,"49,014",3.61,11.06,161.1,101.93,-41.7,0.22,-12.25,-32.66,"1,056,600",1.36,-0.76,0.9285,#10B981,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#F87171
JAZZ,126.13,,123.93,126.44,778,1.37,4.65,38.89,46.46,-31.71,-8.29,-4.89,8.66,"11,284",0.28,6.63,0.8454,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
IART,14.84,,14.38,14.88,117,-0.2,,71.53,103.76,-0.73,,3.54,,899,2.04,,0.9899,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
WDC,82.04,,80.7,82.16,"25,801",1.7,,39.15,86.69,61.37,,12.59,,"264,507",1.17,,0.8939,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
Z,85.3,,83.28,85.34,"8,445",1.32,,37.94,57.58,-0.84,,-10.63,,"163,888",0.87,,0.9058,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NVAX,7.58,,7.43,7.76,"18,558",0.0,,88.29,88.46,-25.43,,-13.55,,"346,355",2.25,,1.0089,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
IBM,245.73,,243.36,245.88,"48,908",0.36,,28.31,28.09,10.73,,-8.11,,"402,412",3.14,,0.8748,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
VIAV,11.27,,11.19,11.3,"1,042",1.17,4.5,33.28,39.65,0.71,-27.05,0.77,57.88,"11,408",0.43,-3.64,1.0912,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171
PODD,337.6,,331.75,337.82,"2,663",0.97,,43.87,29.24,-47.3,,27.17,,"11,201",4.79,,1.1128,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
XOM,113.35,,112.07,113.64,"51,540",0.53,,24.15,24.08,5.3,,-28.37,,"914,724",2.18,,0.8626,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
BTU,16.84,,16.51,16.92,"7,041",0.48,5.12,61.09,48.03,-19.36,,-53.52,-49.25,"272,672",0.34,-3.66,0.9884,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#F87171
ITRI,123.48,,122.76,124.59,623,-0.36,0.06,30.29,42.68,-3.39,5.93,8.92,11.05,"2,193",1.01,2.05,,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981
IMCR,32.24,,31.98,32.67,950,-1.26,,44.22,58.22,1.71,,0.11,,"20,139",0.05,,1.5435,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
GDS,35.08,,33.43,35.62,"5,488",4.19,9.63,70.41,104.61,-6.32,55.66,9.24,59.72,"91,666",1.56,4.33,0.8008,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981
MARA,15.96,,15.84,16.31,"386,833",0.69,2.9,73.05,80.17,-58.83,0.63,173.43,140.6,"2,516,132",0.93,-2.27,1.0011,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171
NICE,142.7,,141.25,144.01,"2,668",1.69,3.76,42.76,38.42,-8.93,-0.82,10.11,4.71,"78,278",0.33,-0.18,0.9244,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171
TWO,9.88,,9.78,9.89,"2,917",0.61,,32.19,59.62,53.97,,51.61,,"19,691",5.79,,0.2332,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
JAMF,9.27,,9.03,9.32,299,1.87,,44.89,69.26,33.11,,1.7,,"4,833",2.03,,0.8607,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
AAL,13.25,,13.06,13.35,"75,021",0.91,5.41,65.15,58.19,2.95,10.78,-35.44,-3.69,"3,133,834",0.85,2.93,0.8819,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
JPM,301.07,,298.72,301.24,"55,699",0.6,,22.49,22.53,4.95,,-4.5,,"742,238",0.94,,0.8892,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
PTON,7.58,,7.5,7.76,"16,516",-1.3,-1.43,76.65,69.94,-2.59,-7.29,-40.7,24.79,"605,880",0.81,1.17,0.9716,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
TCOM,75.03,,69.79,75.35,"13,714",14.92,,40.65,37.07,-24.52,,49.02,,"74,645",7.17,,0.953,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ENOV,30.59,,30.19,31.3,454,-1.39,,57.58,56.39,12.93,,10.46,,"8,732",-0.16,,0.9748,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
GRPN,26.39,,26.38,27.05,"9,312",0.53,,82.53,67.13,-40.09,,14.54,,"110,832",11.17,,0.887,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
PSN,79.9,,78.46,80.27,465,-0.55,1.62,28.84,61.98,50.65,,-15.15,-25.72,"16,100",0.79,1.12,0.9776,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#10B981,#10B981
SATS,56.95,,54.74,58.85,"26,920",-3.08,107.09,135.12,95.62,-16.32,10.8,-36.58,79.59,"215,547",3.1,3.82,0.8432,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
GPN,88.22,,87.26,88.47,"3,735",0.43,,52.48,33.81,-19.73,,1.49,,"109,858",0.79,,0.8361,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
XERS,7.9,,7.85,8.0,"1,039",-1.13,,62.66,146.55,5.52,,25.94,,"12,850",0.36,,0.8978,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
TTGT,5.87,,5.78,6.12,205,-3.45,,84.49,210.67,-10.73,,0.0,,"1,424",1.35,,0.808,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
IRTC,171.47,,167.68,172.0,337,0.99,2.87,49.47,59.21,-17.85,-14.11,-11.55,-4.53,"4,601",23.78,4.19,1.09,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
RGEN,122.17,,117.61,122.49,"1,746",2.77,2.11,53.43,49.16,-3.98,-5.6,0.17,-52.95,"10,590",0.14,20.78,0.9149,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
MTSI,133.89,,130.38,134.07,"2,182",3.29,8.34,47.74,38.35,-0.42,-10.59,304.82,333.8,"1,573",0.51,12.52,0.8293,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
MIDD,136.84,,135.13,138.72,"6,584",-0.68,5.16,53.24,43.07,-68.81,30.54,1486.51,1029.33,"6,799",0.16,1.69,0.9078,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981
NSIT,129.65,,127.8,130.52,35,0.72,,44.58,66.7,3.83,,0.0,,103,0.0,,,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ON,50.78,,49.75,52.2,"15,388",-0.92,,69.15,70.76,21.26,,-50.27,,"318,180",6.76,,1.0371,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
XYZ,80.78,,79.76,81.38,"56,016",1.75,,59.2,45.91,-0.06,,111.93,,"698,124",0.92,,0.9745,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
V,349.86,,348.6,351.04,"19,899",-0.14,,24.07,21.12,-6.02,,-11.58,,"373,044",1.12,,0.9581,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
BILI,22.42,,22.08,22.59,"15,215",-0.13,-5.64,48.04,57.52,-10.09,-6.19,-22.93,-66.02,"382,370",0.66,1.33,0.932,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
BBAI,5.16,,5.1,5.25,"38,193",0.58,-5.84,113.26,109.1,-18.39,,-6.39,-6.23,"994,816",0.84,-2.19,1.0114,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#F87171
FWONK,100.07,,99.09,100.33,178,0.25,,22.28,28.53,-4.41,,4.09,,920,0.44,,1.4282,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
FRT,99.82,,98.87,100.5,262,-0.47,3.64,25.29,42.29,21.37,,55.03,123.93,"4,208",-0.59,2.33,,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#10B981
PTCT,49.79,,49.65,50.59,"1,675",0.02,1.78,61.94,46.39,-1.8,-50.68,-0.42,87.36,"28,942",-0.02,2.67,0.8899,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
NVMI,276.23,,267.2,278.17,"1,377",4.81,11.73,53.24,62.5,1.85,41.14,59.19,67.72,"11,011",0.28,3.24,1.0051,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
CMI,401.92,,400.05,403.4,"5,829",0.13,,30.97,34.65,-34.45,,-0.46,,"15,070",0.38,,0.9133,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NCLH,25.39,,25.03,25.59,"20,653",2.05,,53.6,58.9,6.02,,45.82,,"450,602",0.62,,1.0218,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
DOCN,33.36,,32.75,33.74,"5,621",3.09,11.24,75.61,53.89,-16.6,,59.33,153.08,"94,751",-0.06,1.05,0.944,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#10B981
EB,2.66,,2.6,2.67,212,2.31,,57.02,58.5,29.13,,-0.47,,"18,401",0.01,,0.4947,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
IRWD,1.32,,1.28,1.37,93,4.76,,128.03,120.41,-11.13,,14.81,,"2,563",0.47,,1.3646,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BL,54.24,,54.18,55.05,"1,088",-0.8,2.63,33.7,61.74,-2.53,14.28,-0.09,12.16,"7,201",0.98,1.9,1.061,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
EXPE,214.71,,210.28,215.27,"9,303",1.18,,43.73,37.74,-12.87,,18.25,,"69,154",-0.64,,1.1346,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MP,73.5,,70.1,74.25,"49,534",2.94,,108.42,70.62,-13.61,,39.62,,"584,289",11.97,,0.9516,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BFH,66.69,,65.5,67.19,"1,699",2.03,11.95,42.75,39.34,-18.17,,188.95,162.6,"4,188",0.17,3.69,0.9122,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
TREE,67.41,,67.31,68.62,500,-0.46,,71.75,58.03,-0.94,,-25.04,,"7,497",0.09,,0.8366,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
SRPT,18.34,,18.15,19.13,"13,721",1.49,,150.08,102.03,-9.82,,19.0,,"257,431",0.77,,0.9683,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
APLS,28.05,,28.0,28.7,"6,833",-0.6,1.56,57.39,106.35,9.06,3.31,7.64,9.56,"61,775",1.94,2.31,1.0038,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
ATEC,16.03,,15.1,16.16,"1,078",-0.93,0.63,58.79,66.16,12.91,40.12,1.7,-34.79,"36,573",0.03,7.35,0.9053,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
EQT,52.36,,50.85,52.54,"15,146",1.97,,36.93,34.89,1.28,,-50.14,,"348,895",3.9,,0.9422,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
ETSY,53.87,,52.89,54.78,"84,611",-1.03,-14.38,49.57,48.04,-16.79,-10.36,131.85,123.17,"359,534",3.27,26.63,0.9205,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
GWRE,218.71,,217.29,221.11,986,1.06,,35.35,54.4,-17.06,,2.6,,"4,661",13.43,,1.0687,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
INDI,4.72,,4.59,4.82,"3,006",1.72,,86.66,95.65,11.23,,1.52,,"114,341",0.27,,0.9064,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
AG,8.96,,8.87,9.29,"43,842",-1.32,2.87,59.36,79.78,7.98,,83.62,77.02,"757,853",0.78,1.16,0.9561,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#10B981
CENX,22.38,,22.1,23.0,"2,016",-1.41,1.87,62.23,85.58,82.58,53.47,-1.61,-29.71,"66,931",0.43,4.12,0.9033,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
BOX,32.83,,32.0,32.92,"4,300",1.14,5.29,33.74,28.54,-19.27,,-69.02,8.26,"59,910",1.28,35.63,1.0573,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981
AORT,43.81,,43.21,44.1,114,0.16,,50.61,56.23,2.39,,0.0,,525,0.38,,0.8278,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
LAC,2.97,,2.93,3.03,"3,119",-0.34,,63.59,78.62,-20.14,,-31.57,,"173,198",0.88,,0.9346,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
TSLA,345.98,,340.27,353.55,"2,088,888",-1.04,,66.06,51.72,-7.41,,34.96,,"7,903,356",1.9,,1.033,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
TTWO,234.9,,230.64,235.01,"7,652",1.24,,28.92,38.45,-10.23,,-10.28,,"96,150",3.32,,1.1039,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
PI,190.56,,184.88,192.48,901,2.25,13.29,77.23,71.18,15.04,30.02,-4.45,-1.53,"4,097",1.89,10.22,1.0182,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
LAB,1.29,,1.25,1.3,276,0.78,,73.69,177.64,32.05,,-9.51,,"2,232",1.73,,0.4269,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
SABR,1.79,,1.75,1.83,"11,459",1.13,,99.15,105.03,-3.33,,-2.48,,"230,419",0.06,,2.233,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
TNDM,11.79,,11.7,12.27,"1,136",-3.76,,72.88,77.91,8.96,,-11.39,,"11,140",1.6,,1.0923,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NOG,26.2,,25.45,26.26,"2,699",1.71,10.46,60.27,51.41,0.05,,2.16,12.69,"35,964",0.97,4.39,0.7915,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#10B981
XRX,3.9,,3.8,3.94,"1,461",0.52,,85.08,96.59,0.57,,-23.02,,"213,574",0.2,,0.9435,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
IDCC,273.51,,269.7,274.62,805,1.42,5.79,34.3,39.55,-20.39,-6.58,2.29,11.96,"4,039",-0.12,7.22,1.0563,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
BSY,54.99,,54.28,55.52,"1,461",0.4,,25.13,27.2,-3.0,,14.14,,"62,405",0.64,,0.925,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SPCE,3.13,,3.05,3.21,"17,239",1.29,,97.03,147.98,-15.22,,-22.84,,"253,334",5.05,,1.0665,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
GOSS,2.4,,2.38,2.59,800,-2.44,,87.13,125.77,6.82,,-79.72,,"82,220",3.15,,2.8774,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
COLL,38.35,,38.19,38.99,85,-1.13,,39.19,162.4,282.28,,2.41,,361,4.94,,1.1295,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
GVA,109.92,,109.35,110.32,817,-0.05,0.3,26.3,27.53,24.02,-93.5,94.99,107.89,"1,996",1.17,34.5,1.1959,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
TTEK,36.91,,36.36,36.97,"2,853",-0.19,3.07,28.7,30.86,17.96,-19.05,-1.14,-20.26,"26,287",0.18,-0.14,0.7278,#F87171,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171
EVRG,71.21,,71.12,72.06,489,-1.18,,18.34,15.05,-51.0,,-4.49,,"3,170",0.51,,1.0103,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
CSIQ,9.51,,9.45,10.47,"14,019",-8.03,,91.67,82.0,-4.24,,82.06,,"72,213",4.06,,1.1443,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
EYE,23.4,,23.39,25.05,793,-4.06,,48.8,47.54,-1.59,,213.44,,"12,096",-0.09,,1.141,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
GEO,20.6,,20.29,20.88,"12,439",-1.01,-2.65,50.03,63.18,-1.56,,-3.39,-27.78,"422,453",0.53,2.16,0.957,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#10B981
LI,23.26,,22.65,24.28,"58,005",2.92,,47.87,79.68,1.04,,-15.28,,"360,258",13.4,,1.0937,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
DBRG,11.27,,11.26,11.49,"2,163",-1.49,,54.64,44.1,3.41,,45.95,,"87,608",0.03,,0.6326,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
NBR,36.33,,35.61,36.59,943,0.39,,84.44,88.41,16.6,,-3.58,,"15,026",0.78,,1.1526,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NOTV,1.68,,1.66,1.85,"1,568",-4.55,,154.49,162.07,0.18,,2.75,,"4,096",2.81,,1.8181,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MDRX,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
HLIT,9.72,,9.45,9.74,435,2.42,,41.27,45.77,15.46,,30.63,,"3,351",1.36,,1.2718,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SENS,0.46,,0.46,0.47,744,-1.12,,64.66,113.36,11.24,,-64.45,,"88,340",1.18,,1.0526,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
TEVA,18.04,,17.89,18.41,"14,698",-0.06,,43.94,49.44,-14.59,,6.43,,"741,655",0.22,,1.0579,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
IMAX,28.72,,28.71,29.34,574,-0.83,,34.52,49.19,-19.46,,-18.23,,"10,034",-0.31,,0.8839,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
RKLB,47.91,,45.34,47.97,"87,794",3.59,,77.33,94.14,-6.42,,-48.54,,"985,302",6.74,,0.9302,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
MCHP,65.25,,65.08,67.57,"46,732",-2.1,,65.95,53.97,-22.75,,30.47,,"262,583",1.67,,0.8606,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
HUBS,476.34,,471.71,482.25,"4,079",1.46,,47.68,43.32,-60.63,,25.7,,"17,805",1.19,,0.9482,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
