Rank,Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
139,FSLY,7.610000133514404,7.71999979019165,7.525000095367432,N/A,N/A,N/A,N/A,N/A,N/A,62.44101400992146,58.91725907304311,68.61992839092257,N/A,N/A,51.61981862609046,86.55425022979045,71.86914972442237,31.32530120481928,37.133512481374645,71.72642273310996,71.27148285117572,78.88401093915307,N/A,N/A,N/A,N/A,N/A,N/A,22.315697763044962,N/A,-10.264082548230505,2792.0,-15.13677811550152,N/A,105230.0,-0.9506777108433735,N/A
140,CNX,29.200000762939453,29.399999618530277,28.959999084472656,N/A,1.248268406542497,N/A,N/A,N/A,N/A,28.157040200472004,29.485446057049952,31.436086242910577,N/A,N/A,25.816784764404577,41.312885381682015,35.28531886062261,18.87550200803213,19.63040172634745,36.03277122145319,35.70149679462297,40.54515469771008,N/A,N/A,N/A,N/A,N/A,N/A,8.237353902993798,-0.2772316816944075,-9.109068454799505,702.0,0.0,-0.847457627118644,36290.0,0.005511463844797178,0.7020562199961151
141,BTSG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
142,ARAY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143,ABNB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
144,JAMF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
145,RKLB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
146,TTGT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
147,CMI,398.4400024414063,401.7300109863281,395.2900085449219,N/A,N/A,N/A,N/A,N/A,N/A,24.915950581447696,21.061416794490725,30.98673304548906,N/A,N/A,22.41558261082536,38.5254842096367,30.019106365360294,60.6425702811245,56.877819626160154,31.847965681915657,29.826790906072127,30.327993994765528,26.573630790326817,-0.9552688565795546,N/A,22.65758304526012,N/A,N/A,-1.0172029910049214,N/A,0.6587390507235327,5677.0,0.07050943063634761,N/A,15212.0,0.5286809410520751,N/A
148,SHAK,106.0,106.0999984741211,104.37999725341795,N/A,1.4742494055375266,N/A,N/A,N/A,N/A,60.098302732479056,47.49573754338351,51.48891428688964,N/A,N/A,34.057192630158454,62.9754962458894,50.06490637728057,58.63453815261044,56.18577895913699,55.01587258419164,50.24144590292248,50.44494348420472,47.666267127402335,1.6980253561839538,2.194257863807241,45.659948437825896,N/A,4.099734513852155,3.4704285921605558,-5.263252928768035,1.0439708026849175,4962.0,-8.970831040176115,-12.901527119536599,42919.0,-4.774688824299439,2.5862275019719387
149,GOSS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
150,IRWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
151,MTH,77.69000244140625,78.5199966430664,76.98999786376953,N/A,-0.7790556661260157,N/A,N/A,N/A,N/A,44.757019270947815,43.49929284596697,42.87046638438159,N/A,N/A,32.77292862196306,45.348465987692336,38.507260801665566,88.35341365461848,92.89951633901023,40.28652055737275,38.60035137262835,43.70297486952731,N/A,N/A,N/A,N/A,N/A,N/A,-1.8987948344510306,-1.4662696131247992,-0.8325084851457234,848.0,2.0457280385078223,3.7943696450428397,10913.0,0.2296105804555474,1.6865449124114795
152,GCI,4.110000133514404,4.130000114440918,4.059999942779541,N/A,N/A,N/A,N/A,N/A,N/A,47.293882072716535,42.05438683361098,55.11600213856681,N/A,N/A,49.6437000000921,75.33357072314006,64.17547834946778,3.614457831325301,6.670245993185511,54.99842430642215,60.23018682120692,55.08049641026824,N/A,N/A,N/A,N/A,N/A,N/A,-21.04079585614401,N/A,0.03550572829857401,799.0,0.0,N/A,14613.0,0.19884805266044983,N/A
153,CYTK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
154,LAZR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
155,CMPO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
156,RH,225.6699981689453,230.6999969482422,224.55999755859372,N/A,N/A,N/A,N/A,N/A,N/A,68.9816568936109,61.0799805219302,79.33993026323282,N/A,N/A,46.49594461492388,116.48344475954568,82.17963653646362,58.63453815261044,45.74569845882504,95.48623512764829,86.07774810541248,87.13015985952316,78.64540664214779,0.5925159842432535,N/A,76.35999954315803,N/A,N/A,4.809778841107523,N/A,-7.790229596290345,8297.0,-28.7382976895989,N/A,76939.0,-11.989247311827956,N/A
157,PRO,15.5,15.579999923706056,15.229999542236328,N/A,N/A,N/A,N/A,N/A,N/A,46.18331365065417,52.75042990409506,51.74057622622548,N/A,N/A,45.09420960208451,56.90716663851955,51.58016818790177,56.22489959839358,52.08662714567909,49.96320711796024,51.9760976826785,66.38017157147638,54.429389745698565,9.470795674036824,N/A,53.41414967105892,N/A,N/A,1.7354520521881491,N/A,-14.639595345250903,2997.0,5.268703898840886,N/A,5699.0,3.939449206638702,N/A
158,NOG,26.15999984741211,26.479999542236328,26.06999969482422,N/A,2.3474193818712776,N/A,N/A,N/A,N/A,50.00098154729524,46.49323172842711,59.953247335253565,N/A,N/A,33.925777627322326,67.76248028169175,48.133974994518894,61.044176706827315,81.14019856989995,55.85859364468987,51.31052017885922,56.53275931259353,57.64394356186221,1.232591756219096,0.8624189657042635,39.35815242131789,N/A,-17.277817317697394,5.373747944377018,1.8959482809698307,3.420488022660038,2733.0,1.0351201478743068,13.827571845064558,36427.0,0.8359861591695501,3.1371216625612277
159,BBIO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
160,CHTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
161,BILL,46.41999816894531,49.84000015258789,46.18000030517578,N/A,13.054058978042079,N/A,N/A,N/A,N/A,63.0225560517747,50.97741880133299,53.98270775511036,N/A,N/A,41.00140315528829,89.53837603272157,64.476974459589,58.63453815261044,29.309261751642012,73.17918471274577,68.19078647773144,57.49522567809592,57.66341327841528,2.9347058876058485,-20.212738527635878,53.60133680074915,N/A,-23.598026607536916,4.82156426764515,-48.306003518242505,-3.512517922985559,23108.0,-2.89532293986637,66.50814238362877,159281.0,-15.559030907066745,9.122734902202582
162,FUBO,3.5299999713897705,3.809999942779541,3.5199999809265137,N/A,N/A,N/A,N/A,N/A,N/A,70.4841682950622,63.52041656102345,72.0741199732982,N/A,N/A,68.28470325094797,218.8984413262618,132.6744403064655,9.236947791164658,19.103297967765442,168.3108468295059,147.1527686768525,89.68589638908205,96.36881766819658,12.46015118799844,N/A,80.95835595835099,N/A,N/A,6.566832880568567,N/A,-17.61177641578385,51690.0,-19.59494143450464,N/A,539590.0,-6.3280108047677075,N/A
163,ZTO,18.200000762939453,18.25,18.049999237060547,N/A,N/A,N/A,N/A,N/A,N/A,30.03442061924825,32.8116641167817,38.53059442747788,N/A,N/A,31.39121862419292,41.44571448503107,37.68205060034762,63.05220883534136,63.73599253406618,36.88029780600271,37.02555433976468,44.429098107113774,N/A,N/A,N/A,N/A,N/A,N/A,1.8715143997765507,N/A,-5.898503679635894,1897.0,0.21130480718436345,N/A,34294.0,-0.07284594539467934,N/A
164,CAKE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
165,CTO,17.280000686645508,17.34000015258789,17.15999984741211,N/A,N/A,N/A,N/A,N/A,N/A,25.55751806140627,24.56578796815584,23.50556221471321,N/A,N/A,16.90831856685156,29.91880327019366,25.876722319995313,18.87550200803213,22.331765094540142,24.57081511666113,26.587984707088204,31.476807527167537,37.26304360648399,3.578783920004691,N/A,31.608047412260532,N/A,N/A,4.2397390296469455,N/A,-7.971245312454329,168.0,0.0,N/A,2016.0,0.09930486593843098,N/A
166,MDRX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
167,SMCI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
168,AFRM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
169,BL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
170,ALRM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
171,ENVX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
172,MIRM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
173,HASI,28.239999771118164,28.239999771118164,27.809999465942383,N/A,-0.4582342765935117,N/A,N/A,N/A,N/A,40.46041763570729,37.0940915177545,39.49654732719949,N/A,N/A,32.31730498233287,45.23159055431524,38.96232058557559,54.21686746987952,57.16427361586776,36.27480584605826,37.634374898232906,54.37496872027492,N/A,N/A,N/A,N/A,N/A,N/A,8.351454268120138,-1.7298037644728097,-14.878421393075435,3048.0,0.0,-3.207367418228009,31321.0,0.019160146894459523,0.19193243978119703
174,HCAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
175,PMT,12.3100004196167,12.350000381469728,12.140000343322754,N/A,N/A,N/A,N/A,N/A,N/A,24.23243458009417,20.975385594516982,27.973283364046075,N/A,N/A,14.32945327160558,30.42164850841474,23.66741623235215,63.85542168674698,78.95574443404612,26.177510521480933,23.298616727902917,53.91733893588356,N/A,N/A,N/A,N/A,N/A,N/A,-3.174415677123786,N/A,-25.944055571837488,662.0,0.0,N/A,67663.0,0.057671832485508105,N/A
176,CNP,37.709999084472656,37.84999847412109,37.45000076293945,N/A,N/A,N/A,N/A,N/A,N/A,17.355007249408846,15.698237751697985,16.53620170601025,N/A,N/A,16.53620170601025,24.48892308912193,19.969407377956387,0.0,5.798554387465201,17.562399216527304,17.919489015316614,39.03104110073323,36.99077710751167,85.56938169451632,N/A,44.281642512926126,N/A,N/A,77.86313033244454,N/A,-22.494839394722984,1983.0,5.087440381558029,N/A,31577.0,0.7112330165210181,N/A
177,ITGR,107.87000274658205,108.11000061035156,106.72000122070312,N/A,-0.8456642717189178,N/A,N/A,N/A,N/A,31.574318661366725,25.94001680555068,31.691863413982794,N/A,N/A,22.57971318194261,32.919710896827894,28.434631171499063,66.26506024096386,83.5990847489485,28.9999119291562,27.977758543437343,99.15551999847402,107.35197301353621,207.0298802196417,228.35863247923905,148.2564382026061,N/A,823.579482894768,214.4430192831083,234.38097543063714,-67.46365658449122,35.0,0.0,0.0,242.0,-2.4193548387096775,-1.6260162601626018
178,INSM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
179,TWO,10.0,10.010000228881836,9.859999656677246,N/A,N/A,N/A,N/A,N/A,N/A,28.44953679186889,25.463345371948765,31.468677842605704,N/A,N/A,17.586517469337434,34.27532698427499,25.343861569920318,71.8875502008032,85.84747667866652,29.747256792726716,27.422832535463957,56.5005231594226,N/A,N/A,N/A,N/A,N/A,N/A,10.776521620843729,N/A,-25.031845316816895,1002.0,0.0,N/A,20724.0,0.07726482518833301,N/A
180,BAND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
181,APLS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
182,FRPT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
183,BA,234.67999267578125,238.0500030517578,233.1699981689453,N/A,N/A,N/A,N/A,N/A,N/A,26.311289677904497,28.431018660005677,35.763338760495955,N/A,N/A,29.10279652039141,47.777179008225126,38.6785880669789,43.373493975903614,32.46905174037785,39.17557150321118,37.7495442788904,37.125893921435626,39.91478631577146,14.084132458144829,N/A,31.539049386942906,N/A,N/A,11.025846606052212,N/A,-1.3625551609396709,62944.0,-30.06533042975868,N/A,1013604.0,-4.323366112708443,N/A
184,OPK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
185,MODG,9.5600004196167,9.8100004196167,9.420000076293944,N/A,N/A,N/A,N/A,N/A,N/A,77.32475573066823,70.64117090516416,72.86209754963585,N/A,N/A,42.567627020045066,77.9986945793668,58.11542351185872,92.3694779116466,93.49439805992087,68.00600696499775,63.39756340609469,67.55184011331764,70.07707558739887,3.616130859967109,N/A,76.52526958810685,N/A,N/A,6.4623436404025485,N/A,5.31025743631821,1338.0,0.0,N/A,41167.0,-0.41607199013038537,N/A
186,LRN,163.19000244140625,166.91000366210938,162.16000366210938,N/A,-1.911397949817412,N/A,N/A,N/A,N/A,49.70016801895552,38.33094469541384,41.31697141075682,N/A,N/A,27.45214846728958,62.65588732456655,45.1446604328667,54.61847389558233,38.992746115851816,37.07993151266311,48.46848917273772,53.43007409471296,55.14718223912427,9.220145456774494,15.991504659288411,47.48901125555839,N/A,9.114733601572839,18.195044546533882,20.10083804444669,-12.113102683956136,1332.0,0.4524886877828055,-9.140518417462483,16643.0,3.0462510061296513,7.346491228070176
187,HUBS,483.1700134277344,485.5199890136719,476.7699890136719,N/A,N/A,N/A,N/A,N/A,N/A,41.99323740322926,37.70748836378266,47.725225707786834,N/A,N/A,30.28620896297885,53.03587272603526,41.891527299984524,64.65863453815261,77.0917070530823,45.74054319124944,42.53337420725055,53.39030732294137,N/A,N/A,N/A,N/A,N/A,N/A,-2.042613308902554,N/A,-5.665081615154534,4260.0,0.8522727272727272,N/A,18160.0,1.4695200312901604,N/A
188,CABO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
189,PTCT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190,CNMD,54.36000061035156,55.150001525878906,53.59000015258789,N/A,N/A,N/A,N/A,N/A,N/A,40.27955553381941,38.12191245005786,49.568577182521054,N/A,N/A,34.371907144564055,51.30165738813752,41.74900850145673,84.33734939759037,91.1530992802542,44.01044107945912,42.638425455655046,114.1184942526206,110.05550616631885,128.44361192369408,N/A,133.1134825867878,N/A,N/A,120.62756709566855,N/A,-64.54991707009954,143.0,2.142857142857143,N/A,928.0,0.3243243243243243,N/A
191,SKIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
192,SPB,56.9900016784668,57.16999816894531,56.0,N/A,N/A,N/A,N/A,N/A,N/A,42.66564953335385,37.10093349332609,40.45534139471865,N/A,N/A,21.169017865279702,42.98958411145367,31.073975225761505,93.17269076305222,93.315870278616,36.432266374689306,32.98883119486709,47.90667299966301,N/A,N/A,N/A,N/A,N/A,N/A,8.168950819485127,N/A,-7.451331604944357,773.0,0.1295336787564767,N/A,6714.0,0.5692031156381067,N/A
193,ASND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
194,VRNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
195,BABA,135.0,136.64999389648438,128.50999450683594,N/A,8.56453691722024,N/A,N/A,N/A,N/A,46.86224226892063,41.97071815015054,44.09345871099063,N/A,N/A,33.40969839408929,56.82270691973934,45.83083260816088,44.97991967871486,40.232778146553315,49.43637719419347,48.06157002392945,48.04529799718953,46.50974627693179,6.736841469703489,4.134045962102783,42.07014501034385,N/A,13.283369744317216,9.036478728808317,-16.562636342764417,-3.951839286198897,768612.0,-36.83343715740112,322.76259989989387,1299035.0,-11.894588343812101,4.83173305830876
196,AR,31.920000076293945,32.15999984741211,31.71999931335449,N/A,N/A,N/A,N/A,N/A,N/A,44.62042651030526,40.29322783369453,44.9364875392792,N/A,N/A,35.10160533242213,54.22762131472973,45.29118244609564,55.82329317269076,47.78756993285741,47.91169003454366,45.91696831625694,42.71608562363593,43.84098891508605,3.7867738762557384,N/A,39.97447103907956,N/A,N/A,1.0660507714121228,N/A,2.220401915643272,6830.0,-7.327001356852103,N/A,163249.0,-2.338506084064179,N/A
197,BKNG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
198,LAC,2.990000009536743,3.039999961853028,2.930000066757202,N/A,N/A,N/A,N/A,N/A,N/A,65.5160368737831,59.28540650201766,63.50315510503265,N/A,N/A,57.25143577061317,87.51267207738039,71.17163041880814,39.03508771929825,22.52657385455726,60.12059760428594,69.08515517362737,81.4792999557666,86.239677640065,1.5258408292631813,N/A,82.31582159406193,N/A,N/A,2.1738434557455966,N/A,-17.97614485073396,2900.0,0.0,N/A,173630.0,-0.006910770435724076,N/A
199,TVTX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
200,RPD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,GDS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,LPSN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,IDCC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,EYE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
205,VTR,68.08000183105469,68.13999938964844,67.45999908447266,N/A,N/A,N/A,N/A,N/A,N/A,15.35073296911807,14.350674431783258,19.411568753786256,N/A,N/A,16.31042689353771,28.7819142648768,22.06291508278852,38.55421686746988,25.65761010586854,23.5113518981824,22.27896539199913,22.69913585215001,23.013160858582935,-21.993628039954665,N/A,25.19954562268707,N/A,N/A,-18.89943693324799,N/A,-3.2875670983637555,2582.0,0.4669260700389105,N/A,11651.0,0.13751611516974643,N/A
206,JAZZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
207,FOUR,90.43000030517578,92.05500030517578,90.0,N/A,-0.011059416143796179,N/A,N/A,N/A,N/A,57.16918165819321,45.76323570388855,51.378514517685446,N/A,N/A,37.912971581618,64.00234572761853,50.177872695789205,52.208835341365464,56.240516000313434,53.21772327784845,50.66731160197355,52.58648006472333,N/A,N/A,N/A,N/A,N/A,N/A,-3.828407832701359,-2.8768732613699974,-1.2079655470378867,1962.0,0.1531393568147014,17.62589928057554,52800.0,0.03220733948430366,0.9676062263357174
208,PCRX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
