Ticker,OI,Vol
HOUS,53178.0,1063.0
LUV,339824.0,19932.0
XRX,234045.0,15096.0
MAXN,49588.0,900.0
SPCE,300073.0,22016.0
Z,155429.0,9633.0
BKNG,28647.0,8181.0
EQT,273289.0,23048.0
JAMF,11452.0,353.0
BA,1015202.0,127728.0
BOX,45280.0,1809.0
DKNG,608866.0,82204.0
WK,2588.0,283.0
ALRM,932.0,74.0
ENOV,8175.0,1093.0
SKIN,7380.0,208.0
GDS,89632.0,34104.0
PODD,11880.0,2874.0
CSIQ,81161.0,8653.0
MTH,4828.0,922.0
PENN,130778.0,11576.0
LYV,132469.0,20731.0
KHC,399853.0,21287.0
HAE,8839.0,1588.0
EGHT,4706.0,413.0
RGEN,9719.0,2520.0
ITGR,291.0,49.0
IQ,603625.0,15181.0
TWO,16497.0,830.0
GOSS,143660.0,4574.0
NIO,4236932.0,238171.0
NMFC,1718.0,206.0
MIRM,2441.0,434.0
HTHT,3136.0,1962.0
BB,371234.0,63855.0
CMS,8139.0,1616.0
VSH,4127.0,385.0
PCT,336517.0,14106.0
MITK,3319.0,334.0
CDLX,70372.0,22117.0
VTR,11191.0,1671.0
PDD,1805906.0,114835.0
MMM,131085.0,7759.0
HLX,2483.0,429.0
VIAV,25979.0,1182.0
SEDG,264926.0,10751.0
AFRM,460093.0,100925.0
FSLY,120353.0,4616.0
IDCC,4544.0,1433.0
RIVN,2517213.0,147657.0
CMI,13334.0,1717.0
MSFT,2261818.0,208341.0
PANW,608615.0,63236.0
RIG,865913.0,22887.0
IONS,38181.0,2435.0
NOG,32072.0,3426.0
APLS,60436.0,4556.0
MCHP,214319.0,21719.0
HOPE,238.0,8.0
FRT,4478.0,220.0
TYL,984.0,266.0
AEIS,3729.0,1362.0
MOMO,41032.0,2232.0
MNKD,84291.0,5177.0
GWRE,5748.0,1287.0
OKTA,212126.0,27526.0
GES,44963.0,1196.0
SMCI,2283149.0,188069.0
NICE,103334.0,4869.0
HCAT,7175.0,140.0
COIN,1222075.0,204538.0
IART,559.0,71.0
CHGG,114165.0,3627.0
MGPI,1218.0,167.0
KOS,184636.0,3492.0
SNAP,2116679.0,189067.0
AXON,32669.0,9047.0
AVDL,60312.0,823.0
PAR,6297.0,672.0
CHEF,2979.0,490.0
SPHR,50336.0,5456.0
TTWO,78144.0,17125.0
KRG,618.0,204.0
EYE,10650.0,276.0
DBRG,60847.0,1942.0
NSIT,1455.0,683.0
VECO,2230.0,1047.0
ABNB,282310.0,31221.0
MTN,19565.0,1578.0
INDI,115140.0,3980.0
MITT,1856.0,366.0
CNK,121045.0,10742.0
PTCT,9846.0,1268.0
MRK,639768.0,47993.0
ATI,29267.0,2768.0
HCI,5822.0,379.0
PEB,738.0,662.0
PTON,641197.0,25972.0
W,252133.0,18331.0
ZS,112740.0,16592.0
LAB,2677.0,142.0
CCL,1198391.0,44366.0
FE,67959.0,21376.0
IMAX,6210.0,750.0
TSLA,7728079.0,2574693.0
CNX,37811.0,1264.0
MMSI,1060.0,760.0
UBER,1403350.0,85306.0
RUN,848870.0,34494.0
DIS,766235.0,50565.0
WEC,16786.0,807.0
GRPN,122015.0,8735.0
INSM,87331.0,5953.0
TTEK,18591.0,2404.0
GPRO,245687.0,14250.0
NBR,15178.0,805.0
SHEL,202942.0,15463.0
SPOT,134674.0,16536.0
QD,23565.0,248.0
WELL,23185.0,1241.0
HUBS,14608.0,2540.0
XERS,13172.0,820.0
PMT,70125.0,992.0
AG,867858.0,54987.0
OMCL,1297.0,308.0
MIDD,1033.0,173.0
NTNX,104787.0,3754.0
UPST,473957.0,153196.0
REXR,21409.0,3981.0
FIVN,78564.0,9378.0
CYBR,10710.0,2213.0
AAL,2821643.0,120088.0
IRTC,4521.0,883.0
VNET,78050.0,50105.0
ATEC,45028.0,2354.0
WDC,389378.0,44443.0
TDOC,324240.0,30074.0
ABBV,315359.0,15385.0
AMD,3616815.0,597834.0
SSRM,66752.0,2810.0
GTLS,5629.0,1050.0
CTO,2040.0,135.0
VREX,776.0,122.0
MSTR,2602054.0,428752.0
JAZZ,11052.0,635.0
BILI,313832.0,17925.0
TNDM,11213.0,1913.0
SIRI,408239.0,13299.0
MTCH,131001.0,5499.0
FUBO,654799.0,48220.0
GBX,2973.0,724.0
XMTR,7100.0,1887.0
AORT,452.0,126.0
DBX,75499.0,4715.0
CNP,32015.0,1346.0
VERI,44540.0,4705.0
JD,2335210.0,406508.0
ZTO,41564.0,940.0
FLR,191072.0,11491.0
CSGS,68.0,29.0
IMCR,20578.0,734.0
FRPT,37036.0,2262.0
NVCR,30978.0,2202.0
SHAK,39817.0,5517.0
MCS,538.0,404.0
CMPO,24319.0,2280.0
BBAI,1044695.0,176738.0
REAL,61494.0,6618.0
INVA,2190.0,202.0
PSN,10538.0,2065.0
BYND,437609.0,34800.0
ABR,210707.0,67906.0
MTSI,2964.0,288.0
ZD,2917.0,650.0
IRWD,3926.0,372.0
CYRX,26602.0,482.0
WGO,17610.0,1027.0
ECPG,1016.0,252.0
BFH,3556.0,1411.0
NVMI,17328.0,4303.0
TTGT,492.0,91.0
BURL,29618.0,9897.0
TEVA,734411.0,25450.0
GVA,2370.0,536.0
CRNC,51409.0,2953.0
RH,81335.0,9821.0
PRCH,23710.0,2377.0
COLL,283.0,65.0
RTX,168721.0,11402.0
CAMT,26595.0,1923.0
MP,473781.0,54376.0
NCLH,364916.0,16123.0
SATS,403579.0,43825.0
BL,7937.0,3628.0
NRG,60889.0,11653.0
BILL,140131.0,7275.0
VRNT,20238.0,2120.0
UNIT,30005.0,1962.0
STWD,135886.0,12033.0
TGT,753322.0,81990.0
NVST,1624.0,448.0
F,3295345.0,97891.0
KPTI,21614.0,940.0
OMER,56526.0,4534.0
PRO,6292.0,770.0
CYTK,86062.0,2841.0
XYZ,600026.0,29742.0
ARAY,8012.0,829.0
LAC,186766.0,256518.0
SPR,40508.0,3680.0
AMPH,1245.0,124.0
DOCN,74488.0,3775.0
CFLT,321934.0,16206.0
RNG,25783.0,3340.0
DVAX,11076.0,1679.0
MGNI,96466.0,5410.0
WT,10731.0,583.0
LNT,2567.0,365.0
AMZN,4066728.0,832785.0
BTU,274897.0,44536.0
SLB,710985.0,39802.0
CBRL,55337.0,4157.0
TCOM,59124.0,2032.0
