Ticker,OI,Vol
PR,103636.0,1699.0
LPSN,71118.0,1326.0
ETSY,307951.0,21439.0
XYZ,601287.0,45588.0
ASRT,20722.0,65.0
NET,162815.0,11457.0
ENVX,442031.0,14606.0
MAXN,49547.0,832.0
ECPG,1032.0,258.0
LCID,2663385.0,72783.0
AG,892619.0,71983.0
AMD,3688556.0,590451.0
WKC,439.0,35.0
RIG,854367.0,190136.0
AAL,2881313.0,186766.0
DOCN,76422.0,2665.0
MP,544982.0,165108.0
BYND,444594.0,20833.0
Z,157687.0,8404.0
TREE,8665.0,955.0
MSTR,2631646.0,788312.0
ITGR,284.0,49.0
SKIN,7386.0,198.0
CENX,65451.0,1958.0
SABR,244517.0,10947.0
ATI,29857.0,2357.0
QTWO,8216.0,590.0
DKNG,650147.0,58283.0
PEP,451868.0,22907.0
TTGT,511.0,91.0
BTSG,6589.0,2648.0
GMED,3943.0,431.0
MDB,219019.0,15129.0
HLF,207149.0,29527.0
BLMN,28659.0,1150.0
ZS,114771.0,10321.0
LAB,2736.0,87.0
HLIT,4131.0,256.0
IMCR,20577.0,733.0
DBRG,61878.0,2235.0
BHR,3973.0,357.0
RNG,25760.0,3152.0
JAZZ,11102.0,630.0
FSLY,120142.0,4539.0
KRG,633.0,201.0
TDOC,327351.0,17683.0
BBAI,1059591.0,160258.0
DVAX,11105.0,1660.0
OKTA,216325.0,30007.0
WB,62300.0,1557.0
CHEF,2988.0,489.0
NTNX,104655.0,7639.0
DNMR,21238.0,287.0
MNKD,84519.0,5725.0
CAMT,26609.0,3144.0
PCRX,2266.0,204.0
APLS,61432.0,4704.0
JAMF,11585.0,739.0
BOX,45921.0,1572.0
SE,291613.0,11783.0
BSY,59285.0,635.0
LRN,20483.0,2544.0
WIX,43788.0,6895.0
NOG,32799.0,4555.0
REAL,65659.0,3021.0
PCG,1362789.0,20751.0
FLR,188914.0,9635.0
VREX,776.0,117.0
MSFT,2304698.0,340024.0
SRPT,223887.0,12780.0
SHEL,204829.0,18083.0
CMS,8139.0,1899.0
EYE,10692.0,319.0
AR,161351.0,10907.0
ABR,229639.0,11128.0
MCHP,216477.0,19053.0
CNX,38021.0,1740.0
BA,1044737.0,124080.0
ASND,9353.0,2157.0
PRCH,23931.0,1951.0
TYL,1011.0,314.0
EB,17602.0,232.0
BE,683694.0,109269.0
STX,179207.0,21020.0
CMI,13398.0,1620.0
LUV,349546.0,49210.0
PI,4284.0,901.0
EVH,11303.0,2448.0
CYBR,10723.0,2205.0
MITT,1860.0,374.0
WT,10658.0,282.0
FWONK,1313.0,481.0
RPAY,11212.0,665.0
IRWD,3938.0,494.0
DIS,771685.0,56456.0
VIAV,26699.0,1532.0
PTON,648052.0,86654.0
TMDX,33786.0,2016.0
PAR,6419.0,852.0
CHRS,18923.0,1572.0
AVGO,2013471.0,319154.0
NSIT,1455.0,683.0
NKE,1340820.0,109306.0
PATK,691.0,123.0
FRT,4477.0,198.0
ITRI,4898.0,1668.0
CHGG,114975.0,3709.0
IBM,367944.0,104760.0
MTCH,133434.0,3199.0
SPHR,52794.0,2759.0
TNDM,11372.0,2052.0
PDD,1828107.0,69977.0
MTN,19785.0,1335.0
GPRE,76058.0,6237.0
ALNY,15855.0,5045.0
BMRN,38554.0,2121.0
HTHT,4729.0,188.0
DAY,10131.0,698.0
HAE,8999.0,1448.0
JBLU,546511.0,25266.0
PTCT,9919.0,1214.0
LYV,138342.0,16599.0
OMCL,1301.0,308.0
NOTV,4000.0,357.0
XOM,1001354.0,75772.0
VNET,96238.0,57921.0
NEE,538489.0,55856.0
GDS,98854.0,10109.0
GTLS,5632.0,750.0
LCII,947.0,396.0
IRTC,4620.0,872.0
RIVN,2547784.0,222742.0
COIN,1259724.0,278858.0
EEFT,4724.0,341.0
AWK,8861.0,584.0
VERI,45089.0,3148.0
W,255923.0,15229.0
CMRC,14029.0,785.0
VTR,11264.0,1655.0
DBX,75712.0,3694.0
SPOT,136740.0,16350.0
EVRG,5162.0,526.0
HALO,14848.0,620.0
MMYT,4698.0,618.0
VRNS,5048.0,1700.0
NVST,1658.0,245.0
SLB,728124.0,21919.0
UBER,1421778.0,78116.0
WGO,17753.0,838.0
CDP,499.0,89.0
EGHT,4755.0,345.0
NIO,4291661.0,328661.0
CCL,1214586.0,65494.0
AXON,35732.0,5257.0
BILL,141572.0,5945.0
ORA,36589.0,657.0
BFH,3559.0,1114.0
NTRA,19134.0,1344.0
ATEC,45119.0,1295.0
ABBV,318371.0,14725.0
SHOP,471942.0,54293.0
TVTX,49917.0,1597.0
CDLX,80555.0,3896.0
LNTH,11790.0,1943.0
MTH,4851.0,1604.0
MMSI,1060.0,759.0
SO,80410.0,5138.0
GPRO,245304.0,10687.0
FVRR,29326.0,2093.0
MITK,3347.0,334.0
PODD,11791.0,2754.0
OMER,59274.0,4078.0
GOSS,143658.0,4660.0
TWO,16503.0,873.0
AMPH,1229.0,124.0
IDCC,4578.0,1336.0
EXPE,59719.0,8543.0
BILI,318540.0,21564.0
