Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Volume Rank,Open Interest Rank,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
IIIV,30.76,30.97,30.56,30.97,33,-0.61,0.42,38.31,56.51,53.03,63.57,0.0,-29.79,730,0.69,1.11,0.815,358 of 371,350 of 371,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981
RNG,31.55,32.41,31.49,32.6,"2,543",-2.74,4.13,54.27,89.75,-14.46,-34.21,-16.32,4.69,"25,333",-0.0,2.12,1.07,186 of 371,222 of 371,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#FFFFFF,#10B981
SATS,81.0,83.57,80.83,85.36,"66,174",0.46,24.16,137.16,216.86,151.33,118.99,-44.29,-14.4,"421,519",3.04,16.23,0.806,22 of 371,62 of 371,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
GTLS,199.34,199.54,199.3,199.76,"1,807",-0.18,0.13,48.44,47.39,34.93,9.99,-0.06,-38.68,"10,247",0.69,24.19,2.0025,213 of 371,272 of 371,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
QTWO,84.11,83.7,82.91,84.31,912,0.08,9.61,40.25,36.09,-44.54,-6.7,-1.83,5.07,"5,781",0.49,69.83,0.9397,264 of 371,293 of 371,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
NCLH,25.46,24.6,24.36,25.6,"16,413",3.79,2.99,44.96,44.79,-21.26,-51.18,-29.73,-7.74,"452,403",2.43,3.16,0.9442,65 of 371,59 of 371,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
PEGA,,,,,N/A,,,,,,,,,N/A,,,,366 of 371,366 of 371,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BURL,290.25,291.47,288.02,293.71,"5,794",0.0,0.27,36.99,55.82,60.28,53.22,-19.81,1.03,"43,259",3.05,2.4,0.9476,132 of 371,190 of 371,#FFFFFF,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
FLR,40.37,41.12,40.29,41.17,"5,602",-1.08,-3.28,64.91,57.75,19.32,2.83,8.21,-60.83,"166,713",0.21,8.58,0.9331,133 of 371,108 of 371,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
PANW,196.9,197.69,195.77,198.13,"22,630",-0.24,3.35,33.64,67.79,2.0,65.75,-57.53,-62.93,"779,161",0.49,-1.56,0.9148,47 of 371,38 of 371,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171
NMFC,10.51,10.53,10.5,10.59,512,-0.52,-0.33,17.42,87.82,21.07,85.14,0.0,0.0,"1,368",0.74,2.32,0.4533,295 of 371,337 of 371,#F87171,#F87171,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981
LITE,152.35,149.02,148.01,152.53,"7,480",1.97,14.93,42.35,74.74,11.94,-4.57,3.07,4.06,"74,635",2.89,9.42,0.9614,117 of 371,158 of 371,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
CSIQ,11.02,11.0,11.0,11.36,"6,609",0.92,10.31,83.91,92.22,2.53,1.02,-12.82,-23.34,"79,847",2.23,3.86,0.7759,122 of 371,152 of 371,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
BILL,50.89,50.64,50.31,51.01,"8,920",1.37,8.9,49.07,47.56,-15.22,-40.51,-22.86,-35.28,"171,924",2.45,3.02,0.992,110 of 371,107 of 371,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
GKOS,90.79,91.36,90.5,91.88,391,-1.19,-3.36,42.1,58.92,-14.61,-3.7,-47.16,-60.7,"5,815",-2.29,8.49,1.4441,310 of 371,292 of 371,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981
SSRM,20.92,21.53,20.83,21.59,"3,016",-2.22,4.84,53.19,205.61,150.67,46.71,-11.27,-35.9,"88,108",0.54,7.44,1.1,174 of 371,145 of 371,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
WB,12.16,11.7,11.7,12.28,"2,372",5.6,7.94,37.53,83.27,4.8,-13.82,109.54,78.61,"62,125",0.35,3.37,0.731,191 of 371,169 of 371,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
WEC,107.39,107.09,106.82,107.65,456,0.03,1.29,15.42,14.99,-5.9,-6.4,-2.15,-15.87,"17,652",0.22,3.95,0.9429,303 of 371,240 of 371,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
REXR,42.78,42.71,42.64,43.09,606,-0.47,6.21,25.7,36.91,-32.56,-16.11,-14.41,-21.81,"19,874",0.71,7.46,0.7545,290 of 371,233 of 371,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
DIS,118.28,118.53,118.02,119.05,"11,829",-0.48,0.0,25.5,34.91,-11.11,-8.83,-61.67,-62.43,"835,768",0.94,1.18,0.9242,86 of 371,35 of 371,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
INSG,12.9,12.92,12.72,12.98,659,-0.84,-0.31,69.82,92.49,19.21,12.29,7.68,-45.31,"8,840",0.23,7.0,0.9338,286 of 371,277 of 371,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
TGT,90.82,91.49,90.27,91.86,"53,372",-0.74,-1.75,32.75,43.34,-4.13,5.31,-40.21,-53.05,"736,815",2.98,9.46,0.8442,24 of 371,42 of 371,#F87171,#F87171,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
MCS,15.8,15.8,15.65,15.97,366,-0.72,2.83,35.08,84.65,-10.51,17.67,-10.51,-10.51,570,-0.18,0.0,0.8105,315 of 371,353 of 371,#F87171,#10B981,#F87171,#10B981,#F87171,#F87171,#F87171,#FFFFFF
ABNB,124.4,124.12,123.96,124.78,"12,452",-0.18,-2.5,30.51,42.66,5.82,-11.2,-56.96,-33.28,"323,149",2.66,6.6,0.9443,82 of 371,82 of 371,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
MP,63.64,63.37,62.28,64.18,"25,144",1.47,-5.45,101.79,85.44,8.85,11.32,-58.84,-56.49,"576,858",15.14,16.69,0.961,41 of 371,53 of 371,#10B981,#F87171,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
CNP,37.53,37.27,37.25,37.65,"2,268",0.56,-1.08,16.23,23.16,-4.89,-0.53,-3.74,74.6,"38,907",0.72,20.96,,194 of 371,197 of 371,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
CYTK,50.93,51.91,50.64,52.13,"2,408",-2.23,2.64,73.06,67.98,-0.49,-6.02,-12.31,-85.28,"91,184",0.63,7.0,0.9519,190 of 371,141 of 371,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
SMCI,42.05,40.25,40.17,42.29,"108,998",5.02,3.11,75.83,69.08,-12.01,-28.93,-64.8,-52.87,"2,363,257",3.46,1.25,1.0375,12 of 371,15 of 371,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
ENVX,9.19,9.4,9.07,9.42,"10,781",-2.08,-1.97,78.63,117.69,10.91,5.74,-35.86,-53.06,"398,032",1.39,141.19,0.9519,91 of 371,65 of 371,#F87171,#F87171,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
PRCH,18.85,19.14,18.64,19.14,"2,773",-0.97,6.23,110.74,126.58,20.75,28.97,-28.73,-72.7,"31,679",3.2,58.27,0.8952,180 of 371,211 of 371,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
CRNC,9.4,9.4,9.28,9.5,"2,731",-0.53,-4.08,92.75,87.27,9.22,-0.65,-19.94,-52.45,"48,485",0.79,26.13,1.0532,181 of 371,183 of 371,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
LYV,169.43,170.86,168.24,170.86,"3,882",0.01,2.39,24.7,34.91,-38.87,30.77,-10.35,-55.49,"86,903",3.86,5.45,0.9751,153 of 371,148 of 371,#10B981,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
GPRE,10.11,10.29,10.09,10.51,"4,180",0.15,-8.13,74.42,86.52,-11.44,0.05,-16.0,4.87,"98,660",4.32,9.75,0.8909,146 of 371,133 of 371,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
CNK,26.92,27.18,26.81,27.58,"16,553",-1.95,5.13,29.84,36.77,-17.91,7.11,-21.54,28.83,"112,752",1.14,4.59,0.8554,63 of 371,126 of 371,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
CHEF,64.98,64.84,63.56,65.1,948,0.22,0.63,34.6,42.41,12.75,17.06,0.0,-1.96,"3,029",0.33,2.19,1.1076,260 of 371,316 of 371,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981
BAND,15.55,15.67,15.42,15.73,617,-0.96,1.97,53.32,212.73,194.56,225.84,0.33,36.5,"3,120",0.16,0.52,0.8089,289 of 371,313 of 371,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
TTGT,5.58,5.89,5.55,5.95,235,-5.26,-1.06,81.11,236.72,2.06,-0.88,0.0,11.9,"1,447",1.33,2.48,0.8206,330 of 371,335 of 371,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981
PTON,7.95,8.02,7.85,8.08,"12,620",-1.79,8.01,72.46,94.18,54.86,-31.92,-33.78,-25.62,"612,441",1.22,4.02,0.9388,81 of 371,50 of 371,#F87171,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
DUK,120.35,120.25,119.93,120.61,"11,061",0.15,-1.26,16.04,21.96,28.86,43.14,3.43,-16.98,"138,230",0.5,2.16,0.7938,90 of 371,119 of 371,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
ETSY,58.2,54.25,54.15,58.33,"20,312",0.0,12.57,48.63,76.62,-13.63,37.13,-56.67,-64.95,"354,398",3.92,2.26,0.9273,51 of 371,71 of 371,#FFFFFF,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
EZPW,17.06,17.05,17.0,17.2,"1,433",-0.12,2.46,30.84,48.06,-2.31,38.2,-5.66,-23.86,"13,911",0.13,3.4,1.064,231 of 371,252 of 371,#F87171,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
IBM,257.14,256.12,254.88,257.69,"23,455",0.41,6.48,26.17,28.14,-3.92,-2.55,-61.16,-33.65,"391,657",2.22,-0.32,0.8997,45 of 371,66 of 371,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171
MTN,148.41,151.49,148.33,152.5,"1,318",-2.2,-8.24,29.76,44.61,30.43,39.13,-22.29,39.47,"14,754",2.54,6.82,0.8565,241 of 371,248 of 371,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
HLF,9.59,9.83,9.49,9.87,"31,381",-2.94,-2.04,64.13,64.69,-6.11,-5.51,-2.23,373.39,"211,122",0.47,9.5,1.0509,35 of 371,99 of 371,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
VRM,,,,,N/A,,,,,,,,,N/A,,,,366 of 371,366 of 371,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
VRNT,20.32,20.36,20.31,20.36,"2,632",-0.1,-0.2,49.94,59.52,30.58,65.35,0.34,-16.68,"35,072",0.04,3.06,0.6822,183 of 371,205 of 371,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
SEDG,30.28,33.74,30.04,33.8,"10,570",-9.46,-3.97,125.97,133.67,-2.78,-20.16,-57.44,-37.57,"358,789",1.93,0.63,0.8399,94 of 371,70 of 371,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
OMCL,32.29,32.43,32.02,32.6,99,-0.12,0.59,44.41,119.09,168.65,158.62,-16.1,-40.36,"1,020",0.89,1.69,1.2126,351 of 371,345 of 371,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
PCT,13.18,13.43,13.18,13.57,"12,103",-1.61,-3.83,76.1,76.81,6.75,-3.52,-30.7,-26.35,"336,611",1.26,3.79,1.0431,84 of 371,77 of 371,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
IDCC,301.32,299.67,296.59,301.68,980,0.47,8.59,32.06,67.87,52.99,68.27,-11.47,-10.09,"5,077",-0.35,17.04,1.0233,255 of 371,295 of 371,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981
TMDX,109.34,113.95,107.58,117.96,"3,096",3.56,-1.98,57.79,67.22,10.26,9.07,1.94,-15.29,"35,615",2.85,6.9,0.9752,171 of 371,204 of 371,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
MITK,10.0,10.0,9.98,10.07,165,0.2,1.32,34.64,54.52,-4.68,-6.19,-57.36,-61.81,"3,648",3.55,9.71,1.5386,343 of 371,311 of 371,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
COLL,37.62,38.21,37.33,38.21,82,-0.34,-3.93,33.74,237.43,402.8,457.43,0.0,-9.89,362,4.93,4.93,0.7478,354 of 371,357 of 371,#F87171,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981
IONS,62.94,61.15,60.99,63.5,"2,372",3.18,9.48,58.12,69.38,29.42,69.2,-37.03,-82.23,"56,032",1.03,23.1,1.0057,191 of 371,174 of 371,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
SNAP,7.3,7.19,7.13,7.31,"53,370",1.11,-0.41,58.06,80.97,-12.19,-0.76,-52.99,-77.34,"2,045,017",2.18,9.42,0.9641,25 of 371,17 of 371,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
VERI,3.59,2.83,2.83,3.74,"8,672",36.31,15.27,121.9,161.78,27.38,48.54,608.5,944.82,"31,602",1.66,5.59,0.8513,113 of 371,213 of 371,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
CTO,17.17,17.13,17.07,17.21,110,0.0,0.94,21.95,31.13,-19.14,17.2,0.0,-9.84,"2,090",0.14,3.72,0.803,348 of 371,329 of 371,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#10B981
AMZN,236.2,236.35,235.08,236.8,"118,183",0.15,4.82,30.75,96.27,53.51,259.36,-77.62,-71.64,"3,826,243",1.99,4.89,0.8968,11 of 371,5 of 371,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
GPN,87.23,87.12,86.83,87.83,"3,402",-0.22,0.28,46.07,40.79,2.83,-10.99,-5.34,-10.73,"121,773",0.52,8.71,0.8793,164 of 371,121 of 371,#F87171,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
PRO,15.64,15.68,15.52,15.79,"2,911",-0.32,2.36,47.97,48.46,-9.51,-7.99,0.0,-2.87,"5,926",4.33,4.98,,176 of 371,291 of 371,#F87171,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981
DVAX,9.89,9.73,9.7,9.89,"3,195",1.91,-0.25,40.49,46.51,-66.52,-64.44,0.06,24.85,"12,030",0.66,29.8,3.0525,168 of 371,262 of 371,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
AORT,42.89,43.51,41.75,43.54,105,-1.27,-1.88,48.8,59.95,10.59,-29.97,0.0,-0.94,517,0.98,-1.52,0.8691,349 of 371,354 of 371,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#F87171
PAR,47.1,47.98,46.59,48.27,666,-1.88,-4.38,49.65,45.31,-2.71,-16.9,0.45,0.15,"4,279",1.4,2.52,1.0512,284 of 371,304 of 371,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
LYFT,17.93,17.77,17.63,18.08,"31,258",1.24,6.73,56.08,96.95,42.66,29.57,-62.17,-52.07,"769,610",2.71,6.79,0.9029,36 of 371,40 of 371,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
NVAX,7.77,7.75,7.66,7.84,"6,683",0.53,2.92,78.33,125.07,21.93,-14.49,-42.22,-69.81,"328,718",1.12,2.72,1.1473,120 of 371,80 of 371,#10B981,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
MARA,15.51,15.41,15.35,15.82,"84,494",2.07,-3.39,66.91,104.92,22.43,-1.54,-46.22,-55.89,"2,538,711",2.64,4.66,0.9796,19 of 371,13 of 371,#10B981,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
EXAS,54.62,53.83,53.6,54.9,"2,947",1.35,13.77,40.29,71.42,16.14,41.81,2.11,-4.81,"55,270",0.42,3.44,0.9014,175 of 371,176 of 371,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
HRTG,23.72,23.78,23.68,24.22,352,-0.04,1.45,61.05,112.6,12.84,-10.98,0.86,10.34,"7,594",0.33,1.88,1.098,317 of 371,284 of 371,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
VECO,25.0,24.87,24.73,25.3,975,0.81,5.31,46.4,103.94,94.63,16.62,0.1,-2.3,"2,075",0.0,-0.48,0.575,256 of 371,330 of 371,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#FFFFFF,#F87171
