Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Volume Rank,Open Interest Rank,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
VNET,8.0,8.02,7.91,8.21,"3,787",-0.74,2.56,90.94,111.98,13.36,32.28,-49.53,113.11,"94,840",3.61,14.96,0.9365,163 of 369,135 of 369,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
SMTC,57.93,57.84,57.09,58.5,"2,691",0.29,-0.34,60.14,65.36,1.4,-17.48,-7.49,-28.62,"41,178",0.34,1.07,1.0276,190 of 369,188 of 369,#10B981,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
MGPI,29.19,29.15,28.75,29.54,173,-0.41,-1.95,37.93,46.28,-28.06,-37.7,0.0,-1.7,"2,260",2.4,2.63,0.1525,342 of 369,326 of 369,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981
MRK,84.18,85.37,84.07,85.81,"26,580",-1.52,0.13,29.78,33.86,17.21,2.42,1.96,1.35,"687,462",1.26,1.98,0.8248,60 of 369,43 of 369,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
LRN,159.78,161.88,158.38,162.62,"1,715",-1.22,-5.91,39.8,38.23,-3.57,-56.19,-38.0,19.76,"18,055",11.19,13.19,1.7808,229 of 369,238 of 369,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
CAMT,76.73,78.44,75.75,78.44,"1,556",-2.2,-11.7,49.27,45.4,-8.23,-2.69,47.77,25.38,"20,336",0.2,0.61,1.4333,236 of 369,230 of 369,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
PMT,12.39,12.06,12.07,12.39,724,2.14,2.14,26.53,58.33,-10.75,37.27,-10.06,-29.78,"67,786",0.13,1.04,0.9587,284 of 369,162 of 369,#10B981,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
FLR,42.87,41.76,41.9,43.94,"10,875",2.71,4.31,65.1,84.64,50.72,74.65,-23.96,18.93,"159,848",4.11,6.97,0.9638,108 of 369,111 of 369,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
IQ,2.71,2.65,2.62,2.71,"14,636",1.12,14.83,50.24,67.64,-56.5,4.56,-34.56,-5.47,"867,044",0.28,1.01,0.9284,89 of 369,33 of 369,#10B981,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
STX,176.32,171.73,170.01,176.49,"18,673",3.41,5.43,38.61,60.53,48.02,-16.55,0.23,9.9,"152,517",3.84,4.68,0.8784,73 of 369,114 of 369,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
FRPT,53.13,54.13,53.07,54.85,"5,454",-2.83,-7.54,47.95,71.1,13.44,20.68,-22.4,72.98,"36,285",8.69,16.21,0.9502,146 of 369,198 of 369,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
AMZN,225.99,225.21,224.36,227.17,"337,442",0.29,-1.37,31.53,48.84,82.3,-19.32,-19.01,21.08,"3,702,256",1.49,-1.39,0.9839,5 of 369,5 of 369,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#F87171
IRTC,176.58,170.03,170.03,177.0,481,3.21,4.0,48.33,58.52,-12.81,-18.82,39.42,26.25,"4,612",23.48,24.08,0.9591,305 of 369,296 of 369,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
ITRI,120.91,120.79,120.4,121.97,578,0.02,-2.44,27.59,109.8,127.51,148.52,0.17,1.05,"2,299",-0.48,5.9,0.4574,298 of 369,324 of 369,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981
BMY,47.5,47.32,47.3,48.51,"25,219",0.19,-0.27,30.18,37.45,-2.17,-5.29,-15.29,-14.79,"686,358",1.65,3.15,0.7737,63 of 369,44 of 369,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
AG,9.47,9.72,9.28,9.83,"98,264",-1.46,4.3,56.24,98.04,41.22,32.69,-8.14,311.56,"814,183",5.54,8.27,0.9823,24 of 369,36 of 369,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
PI,194.47,186.0,185.36,194.97,"1,142",4.7,4.35,67.53,107.69,26.16,74.04,30.81,21.1,"4,261",0.0,5.97,0.9329,261 of 369,301 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#10B981
APLS,27.8,28.04,27.56,28.6,"5,749",-1.31,-1.49,56.33,89.67,69.5,-8.05,-6.28,-9.44,"62,618",1.36,3.33,0.9814,140 of 369,167 of 369,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
CYTK,49.99,49.9,47.85,50.05,"5,729",0.75,32.14,72.63,90.05,24.48,-15.87,-64.97,-53.43,"87,380",2.53,11.6,0.8048,141 of 369,141 of 369,#10B981,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
CNX,29.5,29.65,29.34,29.97,780,-0.24,1.48,30.44,34.11,-14.59,-0.12,8.33,6.27,"36,343",0.09,0.55,1.0162,279 of 369,197 of 369,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
SOFI,24.49,25.04,24.39,25.1,"291,882",-1.69,-1.88,49.06,61.54,-17.0,-36.91,-13.76,-12.72,"3,819,719",2.6,1.52,0.9777,7 of 369,3 of 369,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
CYBR,455.55,449.43,448.37,457.0,"1,783",0.53,2.08,36.57,63.54,59.41,20.99,2.77,12.56,"11,958",0.43,0.16,0.8778,224 of 369,259 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
LAZR,1.65,1.63,1.6,1.66,"5,357",1.23,-10.33,92.61,200.15,-21.19,29.41,-13.94,12.07,"208,195",0.66,3.65,1.448,147 of 369,98 of 369,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
BOX,32.36,32.07,31.93,32.36,"5,723",0.5,-0.31,31.82,31.57,-20.57,-10.72,94.93,-58.77,"60,066",0.77,1.55,1.0634,142 of 369,169 of 369,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
RCL,355.0,354.72,352.37,358.76,"8,584",0.26,-1.13,35.66,40.93,-20.0,-37.28,-19.71,-31.68,"115,035",0.85,-0.52,0.9435,117 of 369,120 of 369,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171
HASI,27.85,27.55,27.52,27.91,"2,872",0.43,-0.57,38.4,35.6,3.73,-4.3,-2.87,-5.53,"31,342",0.04,0.13,0.9536,182 of 369,209 of 369,#10B981,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
SRPT,18.95,18.05,17.95,19.61,"18,024",4.35,4.87,148.57,124.6,9.83,10.13,13.34,56.32,"248,865",1.93,-2.58,0.9498,76 of 369,90 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171
ZD,37.23,37.94,37.18,38.39,"1,778",-1.92,-1.48,55.04,46.88,-8.64,-0.17,-1.44,2.01,"4,830",0.17,0.98,1.1384,225 of 369,295 of 369,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
AEIS,145.25,146.64,144.33,147.7,"2,069",-0.16,-5.52,40.78,55.25,15.8,50.13,-49.15,-6.93,"6,648",35.34,75.87,0.9704,207 of 369,286 of 369,#F87171,#F87171,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
IBM,244.1,240.02,239.41,244.25,"28,214",1.08,-0.3,26.4,31.07,7.6,22.47,-20.19,-46.99,"399,200",1.6,2.32,0.8705,58 of 369,63 of 369,#10B981,#F87171,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
STWD,20.26,20.05,20.03,20.26,"6,861",0.8,0.65,20.62,18.56,-27.17,-22.11,0.32,-2.85,"149,312",0.0,0.08,0.6869,128 of 369,115 of 369,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#10B981
RKLB,43.53,50.27,43.51,50.9,"287,364",-11.72,-5.88,74.67,93.08,-18.79,-7.48,142.63,68.44,"896,567",3.37,-2.87,1.0049,8 of 369,32 of 369,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171
F,11.62,11.67,11.57,11.72,"103,834",-0.85,-2.43,26.23,52.07,-0.96,19.47,-13.2,-18.6,"3,576,610",0.59,0.0,0.9474,22 of 369,6 of 369,#F87171,#F87171,#F87171,#10B981,#F87171,#F87171,#10B981,#FFFFFF
BILL,46.12,46.6,45.74,47.86,"9,577",-1.31,10.79,47.51,56.55,-29.28,-47.3,-30.51,-81.47,"165,659",-0.74,2.25,0.996,113 of 369,108 of 369,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981
PDD,124.39,120.84,119.99,124.74,"113,954",2.22,1.78,39.95,45.43,5.73,4.95,13.21,-7.92,"1,815,107",2.18,-8.72,1.0561,20 of 369,18 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#F87171
PTCT,55.55,52.88,52.43,55.72,"2,175",5.95,11.59,61.09,52.88,16.43,11.95,16.68,29.31,"29,063",0.48,0.4,0.9454,201 of 369,216 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
FARO,,,,,N/A,,,,,,,,,N/A,,,,365 of 369,365 of 369,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MTCH,37.59,36.83,36.74,37.64,"19,367",1.65,0.4,35.02,42.45,5.53,-16.55,165.7,667.01,"187,890",0.68,10.39,0.901,71 of 369,104 of 369,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
EYE,22.79,21.84,21.51,22.8,277,3.87,-6.56,47.49,61.35,20.46,26.99,3.75,9.49,"12,165",0.25,0.48,1.2127,326 of 369,257 of 369,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
DVAX,10.13,9.84,9.83,10.18,"3,395",2.22,-1.27,42.74,40.93,-68.7,-63.14,32.67,120.17,"10,223",10.3,19.02,2.0919,172 of 369,269 of 369,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
BMRN,58.98,59.23,58.53,59.78,"1,837",-0.19,0.55,28.59,35.62,-4.88,-1.58,34.09,14.74,"37,395",-0.4,1.07,0.9849,218 of 369,194 of 369,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
JOYY,59.87,59.65,59.3,60.89,"1,404",1.92,11.82,29.08,28.29,-5.89,15.56,-50.82,89.99,"5,431",17.61,14.92,0.9104,243 of 369,291 of 369,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
SHOP,140.22,139.87,138.11,140.99,"33,892",0.85,0.24,55.39,56.29,-62.87,-19.81,18.37,-5.77,"497,979",1.26,0.07,0.9422,48 of 369,57 of 369,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
RIG,2.99,3.02,2.96,3.08,"18,015",-2.29,-5.68,59.91,83.23,19.24,24.04,12.35,-4.13,"824,898",0.47,1.28,0.9686,77 of 369,35 of 369,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
U,39.1,39.46,38.94,40.66,"49,550",-0.79,-3.07,62.52,74.23,4.18,-23.36,-31.59,-45.62,"1,001,653",1.84,-1.2,0.9488,35 of 369,28 of 369,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171
ASRT,0.81,0.79,0.79,0.83,223,2.59,5.26,47.72,171.73,6.39,11.01,-13.9,31.18,"21,119",0.06,0.65,1.1678,332 of 369,227 of 369,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
LCII,103.05,102.32,102.19,103.71,488,-0.29,-3.52,33.51,30.3,-35.44,21.66,-1.41,19.61,"1,502",2.95,15.81,1.0718,304 of 369,333 of 369,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
SATS,63.91,65.03,62.28,65.24,"49,293",-2.04,8.76,134.75,126.19,27.43,10.43,-36.23,16.12,"389,337",7.36,86.23,0.7311,36 of 369,64 of 369,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
BBIO,51.84,50.06,49.75,52.64,"4,657",3.68,4.54,41.73,80.28,-38.02,41.62,-43.1,74.09,"74,585",3.91,1.08,0.897,157 of 369,156 of 369,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
PCRX,27.18,27.29,27.02,27.64,659,-0.15,4.02,38.01,60.76,17.76,15.98,-0.45,27.22,"2,220",1.19,3.26,1.2603,291 of 369,327 of 369,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
AR,31.79,32.56,31.67,33.1,"8,227",-2.03,1.57,42.34,61.46,34.55,38.47,-2.69,-5.89,"164,611",0.16,-0.61,0.9989,122 of 369,109 of 369,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171
RTX,158.11,157.95,156.45,158.34,"10,499",0.06,-1.08,26.54,35.09,0.5,42.9,2.29,26.19,"201,920",1.47,1.84,0.9034,110 of 369,99 of 369,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
NOTV,1.58,1.62,1.57,1.69,368,-1.25,-10.23,152.67,241.46,66.85,49.26,0.0,-75.88,"3,610",2.3,-9.39,1.0466,316 of 369,308 of 369,#F87171,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171
DDD,2.05,2.18,2.04,2.18,"2,540",-5.96,-19.92,106.78,98.83,-11.47,0.8,-5.89,-88.53,"85,393",0.74,11.08,0.9793,193 of 369,145 of 369,#F87171,#F87171,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
NMFC,10.54,10.57,10.52,10.62,512,0.0,0.76,19.97,81.78,72.4,52.1,0.0,6.22,"1,366",2.17,3.17,,302 of 369,337 of 369,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981
TSLA,334.09,335.1,328.51,343.33,"2,153,908",1.44,-4.44,57.31,53.64,-3.36,-3.97,72.22,39.16,"7,594,373",2.16,-2.08,1.0178,1 of 369,1 of 369,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171
TCOM,71.23,71.08,70.65,71.76,"2,735",-0.5,9.1,39.57,41.68,0.94,-15.13,-47.83,-70.28,"78,995",1.35,13.41,1.0306,186 of 369,151 of 369,#F87171,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
HCAT,3.24,3.38,3.22,3.38,941,-4.71,-12.2,73.62,102.67,19.94,18.02,-29.78,151.6,"7,786",-1.56,11.39,0.9663,273 of 369,279 of 369,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981
WT,13.51,13.55,13.43,13.71,330,0.0,0.0,30.37,48.06,27.99,19.62,8.91,-61.81,"18,548",-0.05,-0.03,1.4716,319 of 369,236 of 369,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#F87171,#F87171,#F87171
CMS,71.52,71.0,71.02,71.72,"2,524",0.51,-0.96,17.12,28.58,11.94,-4.18,-0.2,8.47,"8,633",2.06,2.62,0.7502,195 of 369,276 of 369,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981
CSIQ,9.9,9.98,9.81,10.11,"6,806",-0.9,-4.26,84.35,90.01,-1.41,5.11,-21.05,-11.61,"78,532",2.15,13.16,0.9998,129 of 369,152 of 369,#F87171,#F87171,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981
PEB,11.54,10.94,11.01,11.58,119,4.81,2.67,42.13,86.73,58.46,22.49,43.37,85.94,651,-32.19,-31.04,1.1326,350 of 369,351 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171
FOUR,88.3,88.59,87.82,89.38,"1,714",-0.94,-2.23,47.45,42.32,-11.37,-8.44,0.18,4.0,"53,395",0.46,1.19,0.8089,230 of 369,175 of 369,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
NVMI,240.8,237.16,232.73,244.59,"4,680",1.53,-8.63,51.56,48.09,-1.15,-21.63,103.92,441.04,"12,491",7.76,13.76,0.9168,156 of 369,255 of 369,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
CNMD,52.87,53.01,52.02,53.75,176,-1.27,-2.87,46.32,56.99,12.76,7.64,2.33,25.71,962,4.0,4.0,1.5254,341 of 369,345 of 369,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
JAZZ,131.72,129.3,129.01,132.53,752,1.59,5.86,36.68,48.1,-35.09,-29.29,19.37,-8.07,"11,602",1.28,3.1,0.7883,281 of 369,261 of 369,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
HTHT,36.64,36.4,36.03,36.67,"2,755",-0.38,2.81,27.96,37.81,63.85,12.15,769.09,1140.99,"15,564",0.31,0.26,0.8807,185 of 369,244 of 369,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
TGT,92.35,92.5,91.69,92.86,"63,736",-0.1,-5.73,34.07,46.93,14.03,21.11,-43.94,19.17,"723,461",7.47,5.61,0.8278,30 of 369,42 of 369,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
BE,52.45,51.88,50.06,53.35,"47,878",2.14,3.15,75.44,94.47,-3.79,-28.66,-36.03,-20.94,"599,773",4.42,9.45,0.873,39 of 369,49 of 369,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
ZS,270.58,271.58,260.4,274.5,"99,612",-1.45,-0.91,31.75,43.72,-38.46,-29.92,-0.57,689.63,"188,040",41.5,46.79,1.1186,23 of 369,103 of 369,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
MTH,76.78,75.98,75.56,77.52,"1,042",0.66,-1.39,40.92,32.08,-19.75,-17.52,-2.34,28.48,"11,021",0.86,1.31,0.7689,265 of 369,263 of 369,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
LAB,1.29,1.2,1.2,1.3,309,4.03,0.78,70.76,80.3,-57.72,-40.31,0.0,1.31,"2,295",1.77,4.6,1.5138,320 of 369,325 of 369,#10B981,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#10B981
MDRX,,,,,N/A,,,,,,,,,N/A,,,,365 of 369,365 of 369,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
QTWO,77.4,76.59,76.1,77.51,"2,537",0.87,-0.96,40.11,53.92,39.41,-28.34,192.28,471.4,"3,673",7.9,9.25,0.796,194 of 369,307 of 369,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
DXCM,78.92,74.3,74.0,79.51,"8,396",6.22,3.33,43.83,48.83,2.58,19.65,22.64,-37.91,"155,160",1.1,11.43,1.0027,120 of 369,113 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
NEE,71.63,72.12,71.36,72.63,"25,296",-1.4,-2.31,28.91,29.04,2.47,-5.01,-4.59,-64.59,"624,435",0.48,0.03,0.8532,61 of 369,48 of 369,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
CMI,392.13,394.73,389.53,398.08,"5,592",-0.78,-2.31,25.99,30.41,-29.51,-42.48,0.04,-4.51,"15,299",0.2,1.91,0.9156,144 of 369,246 of 369,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
ENPH,37.08,37.04,37.04,38.02,"27,058",0.27,-1.28,90.43,76.78,0.81,-9.03,-12.66,0.37,"501,232",1.2,-3.34,0.932,59 of 369,56 of 369,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#F87171
IIIV,29.42,30.41,29.2,30.41,44,-3.95,-4.97,38.52,63.38,83.46,82.77,-6.38,-12.0,727,0.69,0.83,0.7673,356 of 369,350 of 369,#F87171,#F87171,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
PSN,78.68,80.69,78.65,80.97,"3,162",-2.45,-2.07,27.59,33.11,-45.26,-19.51,-0.57,477.01,"16,133",-13.3,1.0,1.0212,175 of 369,242 of 369,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
VRNT,20.41,20.37,20.35,20.42,"3,200",0.25,0.15,50.68,33.25,-7.63,-37.11,1.3,88.12,"34,579",1.61,15.73,0.3415,174 of 369,201 of 369,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
FIVN,26.48,26.16,26.05,26.79,"3,692",0.53,-1.96,47.23,59.05,2.69,2.62,-21.85,24.06,"95,648",0.54,2.43,0.8705,167 of 369,134 of 369,#10B981,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
ITGR,105.84,106.72,105.0,106.91,35,-1.06,-2.06,27.13,62.09,49.99,70.98,2.94,9.38,248,-1.59,0.0,,358 of 369,360 of 369,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171,#FFFFFF
BILI,22.28,22.28,22.02,22.36,"12,923",-0.58,-0.76,46.04,55.54,-6.9,-13.18,-18.05,-34.54,"358,184",0.96,-5.71,0.9909,95 of 369,70 of 369,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171
JPM,299.51,300.57,296.38,300.57,"51,962",-0.06,0.08,18.94,27.19,9.73,26.65,11.51,-10.91,"742,871",1.58,1.02,0.9137,34 of 369,40 of 369,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
VSH,14.97,14.86,14.71,15.04,578,0.81,-3.67,57.56,42.58,-5.74,-13.03,-3.02,20.67,"8,574",-0.58,1.44,0.8989,298 of 369,277 of 369,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
JAMF,9.12,9.08,8.97,9.18,160,0.44,0.22,40.75,68.96,9.47,32.53,-4.19,-45.58,"5,000",0.1,5.55,0.8436,346 of 369,294 of 369,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
SPHR,48.38,46.95,46.7,49.98,"13,025",5.2,12.51,51.25,77.95,29.12,57.93,285.13,603.67,"36,574",2.05,6.11,0.8146,92 of 369,196 of 369,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
ABBV,211.86,212.42,211.48,213.34,"12,969",-0.03,1.83,24.78,20.23,-20.47,-9.49,0.62,16.89,"312,991",1.22,1.0,0.8997,93 of 369,79 of 369,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
GPRE,10.8,10.98,10.79,11.12,"5,908",-1.91,8.54,74.81,74.68,-13.65,-5.86,48.22,-6.06,"93,559",4.08,12.28,0.9136,138 of 369,138 of 369,#F87171,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
PEGA,53.87,53.44,52.82,54.25,"1,063",0.32,1.87,55.32,41.21,-16.5,-1.65,-12.73,17.07,"13,869",0.09,-0.1,0.9136,264 of 369,248 of 369,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#F87171
MGNI,24.54,25.37,24.5,25.92,"9,666",-4.03,-4.03,62.06,51.32,-22.07,-37.32,34.62,-30.92,"111,502",0.47,1.87,1.0296,112 of 369,125 of 369,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
GVA,105.73,106.53,105.37,106.85,891,-0.79,-3.86,24.09,67.06,18.64,202.14,7.09,112.65,"2,823",0.25,43.08,1.5239,275 of 369,318 of 369,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
EEFT,90.64,91.0,90.03,91.26,645,-0.65,-3.48,30.37,29.65,-8.39,-4.61,-0.31,43.33,"4,213",6.42,7.75,0.8715,292 of 369,302 of 369,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
