Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
JPM,JPMorgan Chase & Co.,296.7,300.54,301.54,295.4,0.0,-1.1,0.0,-1.08,0.0,-0.95,0.0,-0.97,SENIOR_NORE,20.22,28.94,38.68
IDCC,"InterDigital, Inc.",304.22,298.25,307.57,296.89,0.0,6.51,0.0,3.6,0.0,5.85,0.0,3.99,,,,
BURL,"Burlington Stores, Inc.",281.05,279.65,284.51,278.4,0.0,-4.16,0.0,-7.2,0.0,-5.74,0.0,-5.06,,,,
ZS,"Zscaler, Inc.",284.3,278.79,288.89,276.31,0.0,5.35,0.0,3.93,0.0,7.0,0.0,5.1,,,,
NVMI,Nova Ltd.,277.22,278.15,278.91,273.76,0.0,14.63,0.0,10.84,0.0,10.11,0.0,14.3,,,,
CHTR,"Charter Communications, Inc.",263.16,263.0,265.96,260.31,0.0,0.52,0.0,1.34,0.0,-0.61,0.0,1.95,SENIOR_NORE_14,51.75,117.53,191.14
CHTR,"Charter Communications, Inc.",263.16,263.0,265.96,260.31,0.0,0.52,0.0,1.34,0.0,-0.61,0.0,1.95,SENIOR_NORE_14,37.57,90.49,157.81
CHTR,"Charter Communications, Inc.",263.16,263.0,265.96,260.31,0.0,0.52,0.0,1.34,0.0,-0.61,0.0,1.95,SENIOR_NORE,37.57,90.49,157.81
CHTR,"Charter Communications, Inc.",263.16,263.0,265.96,260.31,0.0,0.52,0.0,1.34,0.0,-0.61,0.0,1.95,SENIOR_NORE,50.04,120.51,198.89
IBM,International Business Machines Corporation,259.65,256.88,260.08,254.56,0.0,5.8,0.0,3.92,0.0,4.33,0.0,4.82,SENIOR_NORE,11.76,23.98,37.92
IBM,International Business Machines Corporation,259.65,256.88,260.08,254.56,0.0,5.8,0.0,3.92,0.0,4.33,0.0,4.82,SENIOR_NORE_14,11.05,22.42,36.28
GWRE,"Guidewire Software, Inc.",256.53,253.04,259.0,251.06,0.0,17.82,0.0,16.61,0.0,18.26,0.0,18.17,,,,
TTWO,"Take-Two Interactive Software, Inc.",248.58,244.04,248.58,243.46,0.0,4.21,0.0,1.41,0.0,3.21,0.0,2.57,SENIOR_NORE_14,17.0,45.17,75.22
AMZN,"Amazon.com, Inc.",237.51,230.33,237.68,229.1,0.0,2.74,0.0,-2.27,0.0,0.81,0.0,-0.73,SENIOR_NORE_14,10.95,18.0,25.18
RH,RH,236.1,228.93,238.0,226.97,0.0,6.91,0.0,-2.68,0.0,0.92,0.0,3.34,,,,
BA,Boeing Company (The),229.6,227.52,229.99,226.59,0.0,-1.46,0.0,-1.4,0.0,-1.33,0.0,-1.15,SENIOR_NORE,13.43,18.6,25.72
BA,Boeing Company (The),229.6,227.52,229.99,226.59,0.0,-1.46,0.0,-1.4,0.0,-1.33,0.0,-1.15,SENIOR_NORE_14,13.43,18.55,25.61
BA,Boeing Company (The),229.6,227.52,229.99,226.59,0.0,-1.46,0.0,-1.4,0.0,-1.33,0.0,-1.15,SENIOR_NORE,37.85,65.43,91.08
BA,Boeing Company (The),229.6,227.52,229.99,226.59,0.0,-1.46,0.0,-1.4,0.0,-1.33,0.0,-1.15,SENIOR_NORE_14,23.76,41.24,60.73
NET,"Cloudflare, Inc.",219.97,222.97,225.22,219.52,0.0,7.31,0.0,6.19,0.0,6.67,0.0,9.39,,,,
EXPE,"Expedia Group, Inc.",217.19,215.49,218.52,212.3,0.0,1.75,0.0,-0.48,0.0,0.7,0.0,-0.09,SENIOR_NORE,11.21,31.44,57.43
EXPE,"Expedia Group, Inc.",217.19,215.49,218.52,212.3,0.0,1.75,0.0,-0.48,0.0,0.7,0.0,-0.09,SENIOR_NORE_14,10.3,29.96,55.34
ABBV,AbbVie Inc.,210.23,211.64,212.27,208.43,0.0,-0.95,0.0,-0.64,0.0,-0.9,0.0,-1.52,SENIOR_NORE_14,10.56,28.2,47.14
GTLS,"Chart Industries, Inc.",199.56,199.15,199.6,198.72,0.0,0.26,0.0,-0.11,0.0,0.09,0.0,-0.08,,,,
ASND,Ascendis Pharma A/S,200.99,198.46,201.61,196.06,0.0,0.52,0.0,0.17,0.0,-1.6,0.0,0.54,,,,
PANW,"Palo Alto Networks, Inc.",197.84,197.33,202.71,195.7,0.0,3.29,0.0,2.59,0.0,4.23,0.0,3.68,,,,
SE,Sea Limited,192.0,193.04,193.61,190.62,0.0,5.34,0.0,1.76,0.0,1.9,0.0,4.74,,,,
STX,Seagate Technology Holdings plc,193.01,193.04,193.8,189.9,0.0,8.79,0.0,4.92,0.0,5.26,0.0,8.01,SENIOR_NORE_14,31.05,76.64,147.13
STX,Seagate Technology Holdings plc,193.01,193.04,193.8,189.9,0.0,8.79,0.0,4.92,0.0,5.26,0.0,8.01,SENIOR_NORE_14,21.0,67.2,135.5
PI,"Impinj, Inc.",197.7,190.0,201.0,189.9,0.0,2.07,0.0,0.99,0.0,3.77,0.0,2.88,,,,
IRTC,"iRhythm Technologies, Inc.",186.35,182.05,186.35,181.37,0.0,5.59,0.0,-0.07,0.0,1.72,0.0,3.34,,,,
HCI,"HCI Group, Inc.",173.84,178.12,178.14,173.62,0.0,1.47,0.0,2.14,0.0,2.16,0.0,2.17,,,,
LYV,"Live Nation Entertainment, Inc.",170.84,170.9,172.02,169.42,0.0,4.98,0.0,4.86,0.0,5.05,0.0,4.87,,,,
NTRA,"Natera, Inc.",176.49,169.79,176.82,167.49,0.0,5.4,0.0,1.94,0.0,4.9,0.0,0.82,,,,
WELL,Welltower Inc.,168.84,168.09,170.47,168.01,0.0,0.35,0.0,0.24,0.0,0.92,0.0,1.11,,,,
LITE,Lumentum Holdings Inc.,159.76,164.88,167.95,158.3,0.0,16.61,0.0,16.19,0.0,18.27,0.0,18.21,,,,
WIX,Wix.com Ltd.,167.21,164.04,167.75,161.75,0.0,16.33,0.0,11.48,0.0,13.71,0.0,16.91,,,,
NRG,"NRG Energy, Inc.",154.95,161.21,162.26,154.9,0.0,4.68,0.0,8.96,0.0,9.18,0.0,5.98,SENIOR_NORE_14,46.89,93.52,134.31
NRG,"NRG Energy, Inc.",154.95,161.21,162.26,154.9,0.0,4.68,0.0,8.96,0.0,9.18,0.0,5.98,SENIOR_NORE_14,35.14,66.69,98.4
NRG,"NRG Energy, Inc.",154.95,161.21,162.26,154.9,0.0,4.68,0.0,8.96,0.0,9.18,0.0,5.98,SENIOR_NORE,42.08,86.44,140.88
AMD,"Advanced Micro Devices, Inc.",163.62,159.54,164.52,158.0,0.0,2.3,0.0,-1.39,0.0,1.53,0.0,0.13,SENIOR_NORE_14,12.76,24.48,35.93
AMD,"Advanced Micro Devices, Inc.",163.62,159.54,164.52,158.0,0.0,2.3,0.0,-1.39,0.0,1.53,0.0,0.13,SENIOR_NORE,15.9,29.6,42.83
CABO,"Cable One, Inc.",161.8,158.71,162.25,157.22,0.0,3.3,0.0,-1.12,0.0,0.95,0.0,1.5,,,,
LRN,"Stride, Inc.",166.23,158.02,166.93,157.33,0.0,3.89,0.0,-2.6,0.0,1.48,0.0,-1.58,,,,
CVX,Chevron Corporation,155.05,157.79,157.92,155.0,0.0,-1.9,0.0,0.06,0.0,-1.08,0.0,-1.59,SENIOR_NORE_14,11.63,25.24,38.64
CVX,Chevron Corporation,155.05,157.79,157.92,155.0,0.0,-1.9,0.0,0.06,0.0,-1.08,0.0,-1.59,SENIOR_NORE,10.89,23.04,36.54
AEIS,"Advanced Energy Industries, Inc.",155.53,157.25,158.58,154.77,0.0,6.89,0.0,4.74,0.0,5.49,0.0,6.36,,,,
RTX,RTX Corporation,152.0,155.0,155.04,151.65,0.0,-3.94,0.0,-2.32,0.0,-2.59,0.0,-3.74,SENIOR_NORE,3.94,9.18,15.08
RTX,RTX Corporation,152.0,155.0,155.04,151.65,0.0,-3.94,0.0,-2.32,0.0,-2.59,0.0,-3.74,SENIOR_NORE_14,3.76,8.97,14.96
MMM,3M Company,153.16,153.57,155.18,152.46,0.0,0.63,0.0,-1.25,0.0,-0.27,0.0,0.29,SENIOR_NORE_14,13.71,40.99,50.84
INSM,Insmed Incorporated,148.15,145.93,148.32,143.76,0.0,3.7,0.0,2.39,0.0,2.29,0.0,1.78,,,,
MTN,"Vail Resorts, Inc.",147.0,144.48,148.12,143.51,0.0,-7.8,0.0,-9.01,0.0,-7.2,0.0,-8.12,,,,
BABA,Alibaba Group Holding Limited,145.42,143.93,145.92,143.23,0.0,9.21,0.0,9.94,0.0,8.69,0.0,10.13,,,,
PEP,"PepsiCo, Inc.",142.2,142.66,143.11,141.42,0.0,-3.64,0.0,-1.93,0.0,-3.32,0.0,-2.49,SENIOR_NORE_14,7.44,17.64,34.51
SHOP,Shopify Inc.,144.43,142.2,145.46,141.3,0.0,2.51,0.0,-2.03,0.0,-0.1,0.0,0.88,,,,
NICE,NICE Ltd.,144.35,142.03,145.84,141.34,0.0,5.62,0.0,2.42,0.0,4.35,0.0,5.12,,,,
DDOG,"Datadog, Inc.",141.34,139.13,145.15,138.7,0.0,7.1,0.0,5.58,0.0,9.7,0.0,7.47,,,,
AWK,"American Water Works Company, Inc.",140.21,138.5,140.48,137.55,0.0,-1.25,0.0,-2.17,0.0,-1.38,0.0,-2.27,,,,
MIDD,Middleby Corporation,138.16,137.92,139.65,136.91,0.0,0.42,0.0,-2.74,0.0,-1.65,0.0,0.73,,,,
MTSI,"MACOM Technology Solutions Holdings, Inc.",130.97,131.7,133.45,130.74,0.0,-0.14,0.0,-0.14,0.0,0.61,0.0,0.47,,,,
JAZZ,Jazz Pharmaceuticals plc,127.87,126.9,128.46,125.33,0.0,-3.14,0.0,-0.87,0.0,-3.41,0.0,-1.72,,,,
NSIT,"Insight Enterprises, Inc.",126.31,125.68,127.29,123.87,0.0,0.04,0.0,-0.62,0.0,0.61,0.0,0.41,,,,
PDD,PDD Holdings Inc.,126.0,124.68,126.27,123.68,0.0,2.05,0.0,0.65,0.0,0.87,0.0,0.52,,,,
ABNB,"Airbnb, Inc.",123.81,123.41,124.43,122.63,0.0,-0.67,0.0,-1.56,0.0,-0.97,0.0,-0.45,,,,
DUK,Duke Energy Corporation,120.41,121.35,121.46,120.2,0.0,-1.46,0.0,0.4,0.0,-0.81,0.0,-0.15,SENIOR_NORE_14,2.12,4.98,8.9
DUK,Duke Energy Corporation,120.41,121.35,121.46,120.2,0.0,-1.46,0.0,0.4,0.0,-0.81,0.0,-0.15,SENIOR_NORE,2.13,5.04,9.03
DUK,Duke Energy Corporation,120.41,121.35,121.46,120.2,0.0,-1.46,0.0,0.4,0.0,-0.81,0.0,-0.15,SENIOR_NORE,7.25,13.0,21.75
DUK,Duke Energy Corporation,120.41,121.35,121.46,120.2,0.0,-1.46,0.0,0.4,0.0,-0.81,0.0,-0.15,SENIOR_NORE_14,7.01,13.9,23.73
RGEN,Repligen Corporation,118.4,120.23,122.69,117.55,0.0,2.57,0.0,-0.29,0.0,1.68,0.0,4.29,,,,
ITRI,"Itron, Inc.",119.56,118.29,120.36,117.56,0.0,-1.52,0.0,-2.34,0.0,-0.9,0.0,-1.09,,,,
DIS,Walt Disney Company (The),116.85,115.79,117.51,114.5,0.0,-0.2,0.0,-2.54,0.0,-1.81,0.0,-1.94,SENIOR_NORE_14,9.11,20.37,35.47
DIS,Walt Disney Company (The),116.85,115.79,117.51,114.5,0.0,-0.2,0.0,-2.54,0.0,-1.81,0.0,-1.94,SENIOR_NORE_14,11.83,20.5,29.7
DIS,Walt Disney Company (The),116.85,115.79,117.51,114.5,0.0,-0.2,0.0,-2.54,0.0,-1.81,0.0,-1.94,SENIOR_NORE,11.83,20.5,29.7
DIS,Walt Disney Company (The),116.85,115.79,117.51,114.5,0.0,-0.2,0.0,-2.54,0.0,-1.81,0.0,-1.94,SENIOR_NORE,8.86,19.35,34.58
XOM,Exxon Mobil Corporation,111.16,112.5,112.56,110.84,0.0,-0.85,0.0,0.09,0.0,-0.51,0.0,-0.48,SENIOR_NORE,10.23,16.31,24.23
XOM,Exxon Mobil Corporation,111.16,112.5,112.56,110.84,0.0,-0.85,0.0,0.09,0.0,-0.51,0.0,-0.48,SENIOR_NORE_14,9.71,15.37,22.87
PATK,Patriot Battery Metals Inc.,112.06,111.65,112.99,110.36,0.0,0.53,0.0,-2.11,0.0,-1.14,0.0,-0.53,,,,
MKSI,"MKS Instruments, Inc.",108.2,110.6,112.14,107.64,0.0,8.66,0.0,8.73,0.0,9.86,0.0,8.94,,,,
WEC,"WEC Energy Group, Inc.",108.23,109.39,109.5,107.74,0.0,0.52,0.0,1.78,0.0,1.18,0.0,0.72,,,,
GVA,Granite Construction Incorporated,108.06,108.45,109.14,107.17,0.0,1.4,0.0,0.12,0.0,0.74,0.0,1.13,,,,
TMDX,"TransMedics Group, Inc.",108.5,107.79,109.15,105.0,0.0,2.78,0.0,3.59,0.0,2.92,0.0,3.08,,,,
POST,"Post Holdings, Inc.",105.55,104.73,105.76,104.57,0.0,-5.13,0.0,-3.0,0.0,-5.07,0.0,-2.99,,,,
ITGR,Integer Holdings Corporation,105.07,102.47,104.99,101.63,0.0,-0.6,0.0,-3.87,0.0,-2.47,0.0,-3.49,,,,
LCII,LCI Industries,103.03,101.89,103.07,101.02,0.0,-0.23,0.0,-3.6,0.0,-2.69,0.0,-1.62,,,,
FRT,Federal Realty Investment Trust,99.94,100.45,100.86,99.96,0.0,-0.73,0.0,-0.53,0.0,-0.22,0.0,-0.09,,,,
FWONK,Formula One Group,101.38,98.87,101.56,97.88,0.0,1.3,0.0,-0.8,0.0,0.99,0.0,-1.45,,,,
SHAK,Shake Shack Inc.,98.33,97.48,98.11,96.62,0.0,-6.5,0.0,-4.31,0.0,-7.07,0.0,-4.81,,,,
MMYT,MakeMyTrip Limited,97.95,95.65,98.6,95.44,0.0,-1.7,0.0,-4.44,0.0,-1.84,0.0,-2.47,,,,
WDC,Western Digital Corporation,95.89,95.02,96.18,93.92,0.0,10.99,0.0,5.01,0.0,5.81,0.0,9.31,,,,
UBER,"Uber Technologies, Inc.",95.51,94.21,96.1,93.71,0.0,2.58,0.0,2.42,0.0,3.19,0.0,3.06,SENIOR_NORE_14,13.54,25.43,47.44
SO,Southern Company (The),91.1,91.56,91.67,90.72,0.0,-1.24,0.0,-0.34,0.0,-0.83,0.0,-0.78,SENIOR_NORE_14,13.33,26.07,35.71
ORA,"Ormat Technologies, Inc.",90.57,91.05,91.57,90.31,0.0,0.01,0.0,-0.71,0.0,-0.16,0.0,-0.17,,,,
TGT,Target Corporation,90.77,90.78,91.4,90.04,0.0,-2.12,0.0,-2.08,0.0,-2.03,0.0,-2.43,SENIOR_NORE_14,13.71,28.7,43.26
TGT,Target Corporation,90.77,90.78,91.4,90.04,0.0,-2.12,0.0,-2.08,0.0,-2.03,0.0,-2.43,SENIOR_NORE,12.09,26.23,39.29
OKTA,"Okta, Inc.",93.8,90.21,94.34,89.66,0.0,4.95,0.0,0.52,0.0,3.84,0.0,1.56,,,,
EEFT,"Euronet Worldwide, Inc.",90.78,89.91,91.36,89.14,0.0,0.17,0.0,-1.06,0.0,0.19,0.0,-0.36,,,,
MMSI,"Merit Medical Systems, Inc.",91.32,88.79,91.91,88.38,0.0,0.94,0.0,-3.65,0.0,-0.69,0.0,-1.27,,,,
GKOS,Glaukos Corporation,90.37,87.52,90.95,86.82,0.0,-3.77,0.0,-2.91,0.0,-3.38,0.0,-3.36,,,,
W,Wayfair Inc.,86.2,87.34,87.46,85.33,0.0,8.93,0.0,5.48,0.0,5.3,0.0,7.84,,,,
Z,"Zillow Group, Inc.",88.24,85.71,88.92,85.48,0.0,5.05,0.0,2.4,0.0,5.06,0.0,3.07,,,,
FOUR,"Shift4 Payments, Inc.",87.1,85.6,87.36,85.25,0.0,-1.54,0.0,-2.19,0.0,-1.46,0.0,-1.27,,,,
GPN,Global Payments Inc.,86.25,85.08,87.26,84.82,0.0,-0.59,0.0,-2.52,0.0,-0.27,0.0,-0.97,,,,
AFRM,"Affirm Holdings, Inc.",90.0,84.87,90.14,83.96,0.0,5.72,0.0,-5.34,0.0,-1.31,0.0,-1.38,,,,
MRK,"Merck & Co., Inc.",84.27,84.03,84.43,83.54,0.0,0.08,0.0,-0.02,0.0,0.02,0.0,0.64,SENIOR_NORE_14,6.72,15.77,29.95
QTWO,"Q2 Holdings, Inc.",84.32,82.11,85.19,81.92,0.0,8.94,0.0,6.26,0.0,9.81,0.0,7.63,,,,
CAMT,Camtek Ltd.,82.95,81.21,83.65,80.61,0.0,7.73,0.0,3.85,0.0,6.34,0.0,5.57,,,,
SATS,EchoStar Corporation,83.5,79.89,85.0,79.5,0.0,30.31,0.0,18.85,0.0,26.19,0.0,25.41,,,,
MTH,Meritage Homes Corporation,79.24,78.57,79.43,77.86,0.0,1.81,0.0,-3.6,0.0,-2.86,0.0,0.48,,,,
NTNX,"Nutanix, Inc.",76.2,77.15,77.36,76.01,0.0,12.27,0.0,12.35,0.0,12.59,0.0,13.46,,,,
AKAM,"Akamai Technologies, Inc.",78.09,76.75,79.15,76.51,0.0,0.67,0.0,-0.57,0.0,2.03,0.0,0.54,,,,
ATI,ATI Inc.,75.48,76.39,77.24,75.36,0.0,-1.02,0.0,-1.0,0.0,-0.59,0.0,-0.56,,,,
VAC,Marriott Vacations Worldwide Corporation,78.01,76.37,78.82,76.29,0.0,-0.36,0.0,-3.11,0.0,-0.65,0.0,-1.52,,,,
DXCM,"DexCom, Inc.",77.97,76.0,78.28,75.56,0.0,-1.55,0.0,-5.89,0.0,-4.12,0.0,-3.97,,,,
HALO,"Halozyme Therapeutics, Inc.",76.3,75.8,76.34,74.51,0.0,1.98,0.0,3.27,0.0,1.17,0.0,2.06,,,,
WK,Workiva Inc.,77.92,75.62,78.38,75.07,0.0,1.47,0.0,-0.57,0.0,1.08,0.0,-1.09,,,,
MIRM,"Mirum Pharmaceuticals, Inc.",77.96,74.89,77.96,74.24,0.0,4.49,0.0,0.95,0.0,4.19,0.0,1.34,,,,
PSN,Parsons Corporation,74.79,74.76,75.32,73.85,0.0,-4.4,0.0,1.16,0.0,-3.72,0.0,-0.03,,,,
NKE,"NIKE, Inc.",75.25,74.25,75.46,73.33,0.0,0.66,0.0,-1.46,0.0,-0.41,0.0,-1.58,SENIOR_NORE_14,12.03,32.52,61.74
XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",75.79,73.75,76.79,73.05,0.0,0.09,0.0,-2.64,0.0,1.09,0.0,-0.91,,,,
SHEL,Shell plc,71.89,72.65,72.65,71.77,0.0,-0.91,0.0,0.47,0.0,-0.2,0.0,-0.68,,,,
TCOM,Trip.com Group Limited,72.78,72.5,73.47,71.78,0.0,2.0,0.0,-0.67,0.0,0.64,0.0,0.98,,,,
TREE,"LendingTree, Inc.",72.47,71.72,72.59,70.8,0.0,6.03,0.0,0.66,0.0,1.54,0.0,3.89,,,,
EVRG,"Evergy, Inc.",71.23,71.61,71.73,71.0,0.0,-0.86,0.0,0.04,0.0,-0.47,0.0,0.2,,,,
CMS,CMS Energy Corporation,70.88,71.22,71.34,70.53,0.0,-1.47,0.0,-0.45,0.0,-1.25,0.0,-0.99,,,,
NEE,"NextEra Energy, Inc.",70.0,71.04,71.33,69.62,0.0,-2.85,0.0,0.24,0.0,-1.61,0.0,-0.77,SENIOR_NORE_14,25.21,46.45,84.47
NEE,"NextEra Energy, Inc.",70.0,71.04,71.33,69.62,0.0,-2.85,0.0,0.24,0.0,-1.61,0.0,-0.77,SENIOR_NORE_14,22.88,41.38,63.25
VTR,"Ventas, Inc.",68.32,69.25,69.73,68.1,0.0,1.01,0.0,2.26,0.0,2.08,0.0,1.08,,,,
DAY,"Dayforce, Inc.",68.87,68.89,69.17,68.85,0.0,-0.78,0.0,-0.95,0.0,-0.75,0.0,-0.74,,,,
MCHP,Microchip Technology Incorporated,64.91,64.74,65.7,64.17,0.0,1.42,0.0,0.48,0.0,1.53,0.0,5.02,SENIOR_NORE_14,59.74,76.85,95.45
CHEF,"Chefs' Warehouse, Inc. (The)",64.5,64.44,64.64,63.1,0.0,0.91,0.0,-1.24,0.0,-1.23,0.0,-1.28,,,,
BFH,"Bread Financial Holdings, Inc.",63.83,64.07,64.81,63.44,0.0,-3.64,0.0,-4.34,0.0,-3.52,0.0,-3.65,,,,
IONS,"Ionis Pharmaceuticals, Inc.",64.57,64.0,64.71,62.87,0.0,8.81,0.0,7.83,0.0,6.53,0.0,6.82,,,,
LNT,Alliant Energy Corporation,64.01,63.99,64.35,63.74,0.0,-1.3,0.0,-1.13,0.0,-1.21,0.0,-0.89,,,,
CSGS,"CSG Systems International, Inc.",65.14,63.17,65.18,63.11,0.0,-0.17,0.0,-2.24,0.0,-0.11,0.0,-1.68,,,,
JOYY,JOYY Inc.,64.02,62.96,64.49,62.17,0.0,6.93,0.0,1.48,0.0,3.47,0.0,5.27,,,,
BE,Bloom Energy Corporation,60.13,62.96,65.63,60.0,0.0,13.99,0.0,14.66,0.0,18.79,0.0,13.74,,,,
MP,MP Materials Corp.,63.96,62.44,64.7,61.6,0.0,-3.11,0.0,-2.71,0.0,-2.78,0.0,-2.27,,,,
UPST,"Upstart Holdings, Inc.",67.1,62.42,67.1,61.0,0.0,4.01,0.0,-5.24,0.0,0.54,0.0,-4.24,,,,
SMTC,Semtech Corporation,62.72,61.72,63.4,61.04,0.0,8.04,0.0,3.04,0.0,5.75,0.0,6.23,,,,
MLAB,"Mesa Laboratories, Inc.",61.32,59.53,61.91,59.45,0.0,-0.15,0.0,-7.47,0.0,-3.93,0.0,-0.3,,,,
CAKE,Cheesecake Factory Incorporated (The),58.99,58.65,59.07,58.03,0.0,-4.81,0.0,-3.98,0.0,-4.94,0.0,-4.4,,,,
GMED,"Globus Medical, Inc.",58.95,58.44,59.21,58.22,0.0,0.17,0.0,-3.07,0.0,-2.41,0.0,-0.06,,,,
PTCT,"PTC Therapeutics, Inc.",58.14,58.33,58.98,57.63,0.0,4.47,0.0,0.55,0.0,1.61,0.0,4.52,,,,
ETSY,"Etsy, Inc.",55.51,57.82,58.41,55.0,0.0,7.21,0.0,10.75,0.0,11.47,0.0,9.43,,,,
GH,"Guardant Health, Inc.",58.33,56.57,59.04,56.35,0.0,-2.78,0.0,-7.81,0.0,-3.96,0.0,-2.0,,,,
LIVN,LivaNova PLC,58.43,56.52,58.43,56.42,0.0,3.6,0.0,-2.8,0.0,0.41,0.0,0.75,,,,
PEGA,"Pegasystems, Inc.",57.75,56.45,57.75,55.84,0.0,7.61,0.0,4.91,0.0,7.13,0.0,6.85,,,,
VRNS,"Varonis Systems, Inc.",57.5,56.32,57.87,55.8,0.0,3.96,0.0,1.06,0.0,3.7,0.0,2.88,,,,
ALRM,"Alarm.com Holdings, Inc.",56.06,55.22,56.53,55.0,0.0,-1.41,0.0,-3.28,0.0,-1.01,0.0,-1.5,,,,
EXAS,Exact Sciences Corporation,55.41,54.77,55.66,54.1,0.0,8.14,0.0,6.54,0.0,5.5,0.0,6.33,,,,
SPHR,Sphere Entertainment Co.,52.4,54.63,55.13,51.36,0.0,8.04,0.0,12.78,0.0,10.5,0.0,7.2,,,,
BMRN,BioMarin Pharmaceutical Inc.,55.31,54.5,55.51,54.24,0.0,-6.11,0.0,-3.96,0.0,-5.76,0.0,-3.12,,,,
SPB,"Spectrum Brands, Inc.",55.15,53.81,55.65,53.69,0.0,0.33,0.0,-3.57,0.0,-0.33,0.0,-1.5,,,,
HAE,Haemonetics Corporation,53.93,53.67,54.52,53.1,0.0,1.2,0.0,-0.76,0.0,0.72,0.0,0.98,,,,
BL,"BlackLine, Inc.",55.52,53.66,55.75,53.62,0.0,6.61,0.0,1.11,0.0,4.4,0.0,4.42,,,,
FRPT,"FarPointe Data, Inc.",56.83,53.41,57.0,52.7,0.0,6.61,0.0,0.32,0.0,6.01,0.0,0.82,,,,
